questions,answers
What is the function of petals in a flower ? ,"The functions of petals is to attract insects for pollination and to protect the reproductive organs, which are at the centre of the flower."
What is the function of pollen grains in flowers ?,Pollen grains fertilise the egg cell present in the embryo sac.
What is the function of micropyle ?,The micropyle opening serves as a passage for the entry of the pollen tube into the ovule.
What is the technical term given to the stalk of the flower ?,Pedicel.
Which group fertilization? of plants show,Angiosperms . double
"What is the other name of  Androecium,  Gynoecium ?",Androecium — Stamens Gynoecium — Pistil / Carpel
List two unisexual flowers. ,"Watermelon, papaya. "
Name the parts of a bisexual flower that are not directly involved in reproduction.,Sepals/calyx Petals/corolla Thalamus  ½ + ½ 
State the number of male gametes produced by each pollen grain. ,Each pollen grain produced two male gametes. 1
What happens to the ovule and the ovary after fertilization ?,"After fertilisation, ovule changes to seed and ovary to fruit."
What is the end product of double fertilization ?,Seeds and fruits.
Give the terms for the pollination by winds and bats.,Wind pollination — Anemophily Bat pollination — Chiropterophily
Why is fertilization not possible without pollination ?  Why cannot fertilisation take place in flowers if pollination does not occur ? ,"Pollination allows pollen grains that produce male germ cell to reach the carpel which contain the female germ cell, egg. Thus fertilization which involves fusion of male and female germ cells can only occur after pollination.  "
