,questions,answers
0,Q. 1. What are amphoteric oxides ? Give two examples of amphoteric oxides ? ,"Ans. An amphoteric compound is a molecule or ion that can react both as on acid as well as a base. Many metals such as Zinc, Tin, Lead, aluminium and can form amphoteric oxides or hydroxides. Two examples are Al2O3 and ZnO."
1,Q. 2. Name two metals which will displace hydrogen from dilute acids and two metals which will not. ,Ans. Iron and aluminium will displace hydrogen from dilute acids as they are more reactive then hydrogen. Mercury and copper can not displace hydrogen from dilute acids as they are less reactive than hydrogen.
2,Q. 3. Name two solid metals and two solid non- metals along with their symbols. ,Ans. Two solid metals are : (i) Copper (Cu) (ii) Sodium (Na). Two solid non-metals are : (i) Iodine (I) (ii) Silicon (Si)
3,Q. 4. Name two metals that start floating after sometime when immersed in water and explain why they do so. [Board Term-I Set (37) 2012],Ans. The two metals are : (i) Calcium (Ca) (ii) Magnesium (Mg) They start floating because the bubbles of hydrogen gas which are formed during the reaction stick to the surface of the metal.
4,"Q. 5. Name the following : (i) A metal, which is preserved in kerosene. (ii) A lustrous coloured non-metal. (iii) A metal, which can melt while kept on palm. (iv) A metal, which is a poor conductor of heat. [Board Term-I Set (15) 2012]",Ans. (i) Sodium 		(ii) Iodine (iii) Gallium or cesium 		(iv) Lead or mercury.
5,"Q. 6. Iqbal treated a lustrous, divalent element M with sodium hydroxide. He observed the formation of bubbles in reaction mixture. He made the same observations when this element was treated with hydrochloric acid. Suggest how can he identify the produced gas. Write chemical equations for both the reactions.  (2 marks each)",Ans. Divalent element M is Zinc. Zn + 2NaOH —→ Na2ZnO2 + H2 Zn + 2HCl(dil) —→ ZnCl2 + H2 Hydrogen gas burns with a pop sound.
6,Q. 7. A metal ‘X’ combines with a non-metal ‘Y’ by the transfer of electrons to form a compound Z. (i) State the type of bond in compound Z. (ii) What can you say about the melting point and boiling point of compound Z ? (iii) Will this compound dissolve in kerosene or petrol ? (iv) Will this compound be a good conductor of electricity ? ,Ans. (i) Ionic Bond (ii) High (iii) No (iv) Yes. 
7,Q. 8. Write two observations that you will make when an iron nail is kept in an aqueous solution of copper sulphate. Write the chemical equation for this reaction. [Board Term-I 2012 Set (31)],Ans. Blue colour changes to light green. Reddish brown deposit on the iron nail. → FeSO4(aq) + Cu(s) Fe(s) + CuSO4(aq) 
8,"Q. 9. Out of the two metals P and Q, P is less reactive than Q. Suggest an activity to arrange these metals in the order of their decreasing reactivity. Support your answer with a suitable chemical equation. [Board Term-I, Set (45) 2012]","Ans. Activity : Metal Q is added to salt solution of P, Q being more reactive, displaces metal P from its salt solution. Chemical equation : Metal Q + Salt solution of P → Salt solution of Q + Metal P."
9,Q. 10. A metal is found in liquid state. It is widely used in instrument for measuring blood pressure. In what form does it occur in nature ? How can we extract this metal from its ore ?,Ans. Mercury is the metal which is found in liquid state and is used in instruments for measuring blood pressure. It occurs in nature as sulphide ore in the form of Cinnabar (HgS). Mercury is obtained from purified cinnabar by roasting in the presence of air. Air Heat HgS  → Hg + SO2 METALS AND NON-METALS
10,Q. 11. Differentiate between Metals and Non-metals based on : (a) Malleability (b) Electrical Conduction (KVS 2017),Ans. Metals Non-Metals (a) Malleability Metals can be beaten into thin sheets. Non-metals are non-malleable. (b) Electrical Conductivity Metals are good conductors of heat and electricity. Non-metals are poor conductors of heat and electricity.
11,"Q. 21. Why are aluminium and copper metals used for making cooking vessels ? [Board Term-I, Set (50) 2012]",Ans. Aluminium and copper metals are used for making cooking vessels because they are good conductors of heat and they have high melting points.
12,Q. 1. (a) Why Cesium and Gallium melt in our palm ? (b) Why Magnesium ribbon starts floating in hot water ? ,Ans. (a) Some metals are more like liquids. A chip of gallium or caesium melts on our palm because the melting point of these metals is just below thirty degrees Celsius (86°F). They have very low melting point. (b) Magnesium reacts with hot water and starts floating due to the bubbles of hydrogen gas sticking to its surface.
13,"Q. 2. List three properties of sodium in which it differs from the general physical properties of most metals. [Board Term-I, Set (52), 2012]",Ans. Three properties of sodium are : (i) Sodium is so soft that it can be cut with a knife. 1 (3 marks each) (ii) It has low density. (iii) It has low melting points.
14,"Q. 3. (a) Compare the properties of a typical metal and a non-metal on the basis of the following : (i) Nature of the oxide formed by them (ii) Conductivity. (b) Name a non-metal which is lustrous and a metal which is liquid at the room temperature. [Board Term-I, Set (44), 2012]",Ans. (a) Oxides of metal are basic / amphoteric. 		(i) Oxides of non-metal are acidic/neutral. 		(ii) Metals are good conductors whereas nonmetals are poor conductors. (b) Iodine and Mercury.
15,Q. 4. Write three differences between metals and non-metals on the basis of chemical properties. ,Ans. Three differences between metals and non-metals on the basis of chemical properties : S. No. Basis Metals Non-metals Reaction with oxygen Almost all metals react with oxygen Non-metals react with oxygen to to form metal oxide. form acidic oxides. 4Na + O2  C + O2   → 2Na2O → CO2 Reaction with water Only reactive metals react with Non-metals do not displace water to form oxides or hydroxides hydrogen from water too. and liberate hydrogen gas. 2K(s) + 2H2O(l)  → 2KOH(aq) + H2(g)
16,Q. 5. (a) (b) (c) Reaction with diluted acid All metals react with diluted acids to Non-metals do not react with dilute produce salt and hydrogen gas. acids Zn + 2HCl(dil)  → ZnCl2 + H2 What happen when— Zinc reacts with copper sulphate solution Aluminium reacts with steam Sodium reacts with water. Given balanced equations for each.,Ans. (a) Zn + CuSO4 → ZnSO4 + Cu (b) 2Al + 3H2O → Al2O3 + 3H2 (c) 2Na + 2H2O → 2NaOH + H2
17,Q. 6. Complete the following chemical reactions— (a) 3Fe + 4H2O → (b) Ca + H2O → (c) K + H2O → (DDE 2017),Ans. (a) 3Fe + 4H2O → Fe3O4 + 4H2 (b) Ca + H2O → Ca(OH)2 + H2 (c) K + H2O → 2KOH + H2
18,"Q. 7. An element A reacts with water to form a compound B which is used in white washing. The compound B on heating forms and oxide C which on treatment with water gives back B. Identify A, B and C and give the reactions involved. ",Ans. (A) Calcium (B) Calcium hydroxide (C) Calcium oxide (a) Ca + 2H2O → Ca(OH)2 + H2(g) (A) (B) Ca(OH)2 ∆ → CaO + H2O.
19,"Q. 8. An alkali metal A gives a compound B (molecular mass = 40) on reacting with water. The compound B gives a soluble compound C on treatment with aluminium oxide. Identify A, B and C and C give the reaction involved.","Ans. Let the atomic weight of alkali metal A be x. When it reacts with water, it forms a compound B having molecular mass 40. Let the reaction be : 2A + 2H2O → 2AHO + H2 ↑"
