questions,answers
What is meant by ‘deforestation’?,Cutting down of forests is referred to as deforestation.
Which commercial crops were grown by British after deforestation?,"Jute, sugar, wheat and cotton were the commercial crops grown by the British in India to feed the growing population of Europe."
Why were forests considered unproductive by the British?,They considered them to be wild and wasteful. Needed to be brought under cultivation so that the land could yield agricultural products and reverse and enhance the income of the state.
How spread of railways created a new demand for timber?,"To run locomotives, wood was needed as fuel and to lay railway lines, sleepers were essential to hold the tracks together. Also, wood was used in the interior of the railway coaches."
Who was the first Inspector General of Forests in India?,"A German Forest Expert, Dietrich Brandis was the first Inspector General of Forests in India."
Name the forest Institute of Dehradun set up in 1906 by Brandis.,The Imperial Forest Research Institute.
Name the three categories of forests as mentioned in the Act of 1878.,"Reserved, Protected and Village Forests."
Which species of trees were promoted for the building of ships or railways?,Teak and Sal species were promoted for the building of ships or railways.
From which fruit was oil extracted for cooking and lighting lamps? ,Fruit of the Mahua tree.
What was the use of a dried scooped-out gourd?,It was used as portable water bottle.
How many tigers were killed by British administrator George Yule?,George Yule killed 400 tigers.
What kind of products did nomadic communities of India like Banjaras trade in?,"Elephants, hides, horns, silk cocoons, ivory, bamboo, spices, fibres, grasses, gums and resins, etc., were the products traded by Banjara communities."
What were ‘Criminal tribes’ forced to do by the British?,"They were forced to work instead in factories, mines and plantations under British supervision."
Which tribes of India were recruited to work on tea plantations?,‘Santhals and Oraons’ from Jharkhand and ‘Gonds’ from Chhattisgarh were recruited to work on tea plantations.
Name the river which flows across Bastar from east to west.,River Indrawati.
Name the communities living in Bastar.,"Maria and Muria Gonds, Dhurwas, Bhatsas and Halbas are the communities living in Bastar."
Where is Bastar located?,"Bastar is located in the southernmost part of Chhattisgarh and it borders Andhra Pradesh, Odisha and Maharashtra."
Name the leader who rebelled against the British.,Gunda Dhur from village Nethanar.
Where is Java located?,Java is a rice – producing island in Indonesia.
Which colonial power ruled over Indonesia? ,The Dutch from Belgium.
Which community of Java were skilled forest cutters and shifting cultivators?,Kalangs of Java.
Who was Swrontiko Samin?,"He was from Randublatung village of Java, who began questioning state ownership of the forests."
What was ‘A Scorched Earth Policy’?,Destroying of Sawmills and burning huge piles of giant teak logs.  
