questions,answers
What changes took place in Soviet System with the passage of time?,Soviet System became bureaucratic and authoritarian.
What was the reason of dissatisfaction in prosperous European republics?,Those republic felt that they had paid a high cost by merging and connecting backward region to Soviet Union.
Highlight any one major distinction between the Soviet economy and the capitalist economy. [CBSE (AI) 2015],The Soviet economy was planned and controlled by the state only whereas the capitalist economy was enjoyed by the people or group of people as well as by the state.
What was the effect of Shock therapy on Russia?,"Industrial complex almost collapsed, as about 90% of industries were sold out."
How did Russia benefit from Indo-Russian relationship?,Russia stands to benefit from this relationship because India is the second largest arms market for Russia. The Indian military gets most of its hardware from Russia.
Highlight any one consequence of ‘Shock Therapy.’ [CBSE (AI) 2015],"In Russia, the large state controlled industrial complex almost collapsed, as about 90 per cent of its industries were put up for sale to private individuals and companies at throw away prices called as ‘the largest garage sale in history’."
Why is falling of Berlin wall considered as an evidence of collapse of bipolar world? ,"Germany was divided during the period of bipolarity. Eastern Germany and Western Germany were the parts of Soviet Union and USA respectively. In 1989, the Berlin Wall was toppled and Germany, which was divided after the Second World War, was unified and Germany, after being divided into two parts, came under the dominance of USA. Soviet Union was disintegrated after some time. In this way, bipolar World also collapsed. "
Why did Soviet Union came to be known as ‘Second Pole’ of international politics?,"After the adoption of communist party system, Soviet Union progressed in every field. In the Second World War, Soviet Union fought against military powers of Germany and Italy with great determination and liberated East European countries with its own regions from facist forces and brought them under its own control. It emergedas superpower after the end of the Second World War and due to its strong influence on East European countries, it came to be known as ‘Second Pole’, ‘Second bloc’ and ‘Second World’ in international politics."
What is the historic significance of Berlin Wall?,"In 1961, Soviet Union separated Western Germany from Eastern Germany by building a wall with Eastern Berlin. This wall divided Germany and stood from 1961 to 1989. But in around 1989, there was a huge dissatisfaction and public demonstrations among the people of nations under communist rule of Eastern Europe along with Eastern Germany. The Berlin Wall, which had been built at the height of the Cold War and was its greatest symbol, was toppled by the people in 1989. All the communist governments of Eastern Europe were ruled out."
What changes occurred in the condition of Soviet Union after the Second World War?,"‘Bipolar World’ emerged after the Second World War, in which Soviet Union was one pole. Economy of Soviet Union was more developed than other countries of the world except America. Soviet Union freed many Eastern European countries from facist forces after the Second World War. These came under the influence of Soviet Union. Political, social and economical systems of these countries were designed as per Soviet system. They were known as countries of the ‘Second World’. The leader of this alliance was socialist Soviet Republic and these countries were joined by ‘Warsaw Pact’."
What were the causes of dissatisfaction among republics of Soviet Union?,"(i) Domination of one republic over all the institutions. (ii) Failure of social, economical and political institutions to meet the aspirations of the citizens. (iii) Lagging behind in production and technological fields than western countries. (iv) Shortage of consumer goods and their production."
What was the effect of ‘Shock Therapy’ on the economy of Russia?,"Shock therapy brought destruction to the economies and people of the entire region. The rate of inflation was so high that people lost all their savings. The value of the ruble declined dramatically. As a result of ‘Shock Therapy’, about half of Russia’s 1,500 banks and other financial institutions went bankrupt. As a result, the money of  10,000corporate and private shareholders was lost, along with the money kept in the bank by customers."
How did India benefit from Russia’s friendship after the disintegration of Soviet Union? ,Benefit to India from Russia: 1. Russia supported India during the Kargil War. 2. Russia supplied raw material to India for the development of energy sector.
