,questions,answers
0,Q. 1. Why one cannot refuse a payment made in rupees in India ? ,Ans. Because it is accepted as a medium of exchange. The currency is authorized by the government of the country.
1,Q. 2. How does money eliminate the need for double coincidence of wants ? ,Ans. If you have money in your pocket you can purchase any thing at any time as you wish.
2,Q. 3. Recognize the situation when both the parties in a barter economy have to agree to sell and buy each other‘s commodities ? What is it called ? ,Ans. This is known as double coincidence of wants.
3,Q. 4. What is the meaning of ‘Investment’? ,"Ans. The money that is spent to buy assets such as land, building, machines and other equipment is called investment."
4,Q. 5. Who issues currency notes in India? ,Ans. Reserve Bank of India.
5,Q. 6. What is Barter System? ,Ans. Barter is a system of exchange in which goods are  directly exchanged without the use of money.
6,Q. 7. Who supervise the functioning of formal sources of loan ? ,Ans. Reserve Bank of India .
7,Q. 8. What are the two forms of modern currency ? ,Ans. Two forms of modern currency are :  Paper notes  Coins.
8,Q. 9. What is a Cheque ? ,Ans. A Cheque is a paper instruction to the bank to pay a specific amount from the person’s account to the person in whose name the cheque has been issued.
9,Q. 10. How does money act as Medium of Exchange ? 			 ,Ans. It acts as an intermediate in the exchange process and transactions. We can buy things if we have money in our pockets.
10,Q. 11. What is meant by double coincidence of wants ? ,"Ans. Both parties, the seller and they buyers have to agree to sell and buy each other commodities. Goods are directly exchanged without the use of money. "
