questions,answers
Define adolescence. ,"The period of life, when the baby undergoes changes, leading to reproductive maturity, is called adolescence."
What is menstruation ? Explain. ,"In a woman, during the reproductive age, one ovum matures and is released by one of the ovaries once in about 28 to 30 days. During this period, the wall of uterus becomes thick so as it receives the fertilized egg. If fertilization does not occur, the egg and the thickened lining of uterus along with its blood vessels are sheded off. This causes bleeding in women, and is called menstruation."
Write note on Adam’s apple. ,"At puberty, the larynx begins to grow. Boys develop larger voice boxes. The growing voice box in boys can be seen as a protruding part of the throat called Adam’s apple."
What are secondary sexual characters ? ,"During puberty in girls, breasts begin to develop and boys begin to grow facial hair that is, moustaches and beard. Boys also develop hair on their chest. In both boys and girls, hair grows under the arms and in the region above the thighs or the pubic region. They are called secondary sexual characters."
Write the formula to calculate the full height of a child.,Calculation for full height . Present Height  % of full height at this age
What are the drawbacks of adolescent Pregnancy ?,"In our country, the legal age for marriage is 18 years for girls and 21 years for boys. This is because teenage mothers are not prepared mentally or physically for motherhood. Early marriage and motherhood cause health problems in the mother and the child."
What happens due to increased activity of sweat and sebaceous glands ?,"During puberty, the secretion of sweat glands and sebaceous glands  increases. Many young people get acne and pimples on the face due to the increased activity of these glands in the skin."
What is target site ?,Endocrine glands release hormones into the blood stream to reach a particular body part called target site.
Write any two myths about adolescence.,Two myths occur during adolescence are.  A girl gets pregnant if she looks at boys during menstruation.  A girl should not be allowed to work in the kitchen during menstruation.
What an adolescent must do for personal hygiene ?,"For personal hygiene an adolescent should have a bath at least once every day, because increased activity of sweat glands makes body smelly. If clealiness is not maintained there can be bacterial infection. Girl should take special care of cleanliness during the time of menstrual flow. 2"
What are sex hormones ? Why are they named so ? State their functions. ,"Hormones that control the changes occurring in the body during adolescence are called sex hormones. The male sex hormone testosterone is secreted by testes while female sex hormone estrogen is secreted by ovary. Testosterone causes development of secondary sexual characters in boys such as broadening of chest, growth of hair on face and other parts of the body, enlargement of larynx etc. Estrogen makes the breasts develop, milk secreting glands develop inside the breast. 3"
What is the function of pituitary gland ?,Pituitary gland exerts hormonal control over testes and ovary which secrete their own hormone testosterone and estrogen respectively. These hormones help in the development of secondary sexual characters during adolescence. Pituitary gland also secretes another hormone called growth hormone that helps in growth of body.
Write a short note on nutritional needs of the adolescents.,"Adolescence is a stage of rapid growth and development. Hence, the diet for an adolescent has to be carefully planned. They should be provided a balanced diet, which means that meal should include proteins, carbohydrates, fats and vitamins in requisite proportions, e.g., Milk is a balanced food itself. Fruits provide nourishment. Iron builds blood and iron rich food such as leafy vegetables, jaggery, meat, citrus, indian gooseberry are good for adolescents."
What is the role of hormones in completing the life history of frogs ?,"In the life cycle of frog the tadpole passes through certain stages to become a frog. It is controlled by thyroxine, the hormone produced by thyroid. It requires the presence of iodine water. If water in which tadpoles are growing does not contain sufficient iodine, the tadpoles cannot become adults."
Name the disease or side effects caused by deficiency of following hormones :  Thyroxine  Insulin  Adrenaline  Growth hormone.," Thyroxine produced by thyroid gland. A person was suffering from ‘goitre’ disease.  Person suffers from diabetes if pancreas do not produce the hormone insulin in sufficient quantities.  Adrenal glands produce hor mone adrenaline, which helps the body to adjust to stress, when a person is very angry, embarrassed or worried.  Pituitary gland secretes growth hormone that is necessary for the normal growth of a person."
How is the sex of the baby determined ?,"The sex of the baby is determined by sex chromosomes that are X and Y. In human beings, the female have a pair of XX chromosomes, where as a male body has one ‘X’ and ‘Y’ chromosome. When a sperm containing ‘X’ chromosomes fertilizes the egg, the zygote receives two X chromosomes and develops into a female child. If the sperm contributes a ‘Y’ chromosome to the egg at fertilization the zygote develops into a male child."
"How adolescence affects in reaching mental, intellectual and emotional maturity ?",Adolescence is also a period of change in a person’s way of thinking. They are more independent than before and are also self conscious. Intellectual development takes place and they tend to spend considerable time in thinking. It is time of one’s life when the brain has the greatest capacity for learning. An adolescent may feel insecure while trying to adjust to the changes in the body and mind.
Why is pituitary gland called ‘master Gland’ ?,It is called so as it is the most important endocrine gland. Its size is just equal to a small pea. The normones secreted by pituitary gland stimulate testes and overies to secrete their hormones. It also regulates the activity of other endocrine glands.
