questions,answers
What is self?,"Self refers to the totality of an individual’s conscious experiences, ideas, thoughts and feelings with regard to himself or herself. For example, an adivasi or an Indian. A newly born child has no idea about his self. As a child grows older, the idea of self emerges and its formation begins. Parents, friends, teachers, etc., help in this. Our interaction with other people, our experiences, and the meaning we give to them, serve as the basis of our self."
What is personal identity?,"Personal identity refers to those attributes of a person that make him or her different from others. For example, I am Sanjana or I am honest."
Explain the term social identity.,"Social identity refers to those aspects of a person that link him or her to a social or cultural group. For example, he is a Hindu or an adivasi."
Differentiate between self as a subject and self as an object.,"Self is described as a subject, who does something (e.g., I am a dancer) and as an object on which something is done (e.g., I am the one who easily gets hurt)."
What is ‘self-concept’?,"The way we perceive ourselves (as either positive or negative) and the ideas we hold about our competencies and attributes is called self-concept. For e.g., view of an individual’s academic talents. At a more specific level, a person may have positive viewof his athletic bravery but a negative view of academic talents. At an even more specific level, one may have a positive view about one’s reading ability but a negative one about one’s mathematical skills."
What is ‘self-esteem’?,The judgment a person makes about his value or worth is called self-esteem. It can be high or low. Children with high academic self-esteem perform better in school than those with low academic self-esteem. Children with high social self-esteem are moreliked by their peers than those with low social self-esteem.
What are the characteristics of people with low self esteem?,"Children with low self-esteem display anxiety, depression and increasing antisocial behaviour. "
What is ‘self-efficacy’?,"A person who believes that she/he has ability or behaviours required by a particular situation demonstrates high self-efficacy. A strong self-efficacy sense allows us to select, influence, and construct the circumstances of our life. Strong self-efficacy people are less fearful. Self-efficacy can be developed with the help of society, parents and our own positive experiences as they present positive models during formative years of childhood. The notion of self-efficacy is based on Bandura’s social learning theory. His initial studies showed that children and adults learned behaviour by observing and imitating others. People’s expectations of mastery or achievement and their convictions about their own effectiveness determine the type of behaviour they would engage in. The amount of risk they would undertake also determines this. For example, people with high self-efficacy stop smoking the moment they decide to do so."
What is ‘self-regulation’?,Self-regulation refers to our ability to organize and monitor our own behavior. People who can change their behavior according to demands of the external environment are high on self-monitoring. Resistance to situational pressures and control over ourselves is possible through will-power.
What is self-control or delay of gratification?,"Learning to delay or defer the gratification of needs is called self-control. For example, fasting in vrata or roza."
Define personality.  [CBSE (AI) 2013] ,"Personality refers to our characteristic ways of responding to individuals and situations. For example, a person who is socially active, assertive, talkative and funloving is an extravert personality. Personality refers to unique and relatively stable qualities that characterize an individual’s behaviour across different situations over a period of time. Consistency in behaviour, thought and emotion of an individual across situations and time-periods characterizes his/her personality. For example, an honest person is more likely to remain honest irrespective of time or situation."
Describe any two factors from the 5-Factor Model of Personality. (Write any two),"The Big Five Factors include: Openness to experience: Those who score high on this factor are imaginative, curious, open to new ideas, and interested in cultural pursuits. In contrast, those who score low are rigid. Extraversion: It characterizes people who are socially active, assertive, talkative and fun-loving. On its opposite are people who are shy.  Agreeableness: This factor characterises people who are helpful, co-operative, friendly, caring, and nurturing. On the opposite are people who are hostile and selfcentered. Neuroticism: People who score high on this factor are emotionally unstable, anxious, worried, fearful, distressed, irritable and hypertensive. On the opposite side are people who are well adjusted. Conscientiousness: Those who score high on this factor are achievement-oriented, dependable, responsible, prudent, hardworking and self-controlled. On the opposite are people who are impulsive."
Give the characteristics of extroverts.,"Extroverts are sociable, outgoing, active, gregarious, impulsive, thrill-seeking, assertive, talkative, fun-loving, drawn to occupations that allow dealing directly with people and react to stress by trying to lose themselves among people and social activity."
What are defence mechanisms?,Human behaviour reflects an attempt to deal with or escape from anxiety. Freud described various defence mechanisms which people use to reduce anxiety by distorting reality.
Explain the term ‘reaction formation’.   ,Reaction Formation is a type of defence mechanism in which a person defends against anxiety by adopting behaviours opposite to his or her true feelings. For e.g. a person with strong sexual urges channelises his or her energy into religious fervour.
