questions,answers
Explain the process of formation of cork.,Strip of secondary merisem replaces the epidermis of the stem. Cells on the outside are cut off from this layer which forms the cork.  2
 What is a tissue ? Justify that blood is a tissue.  Identify the meristematic tissues which are located at :  growing tips of roots and stems. 		 the base of the leaves or internodes on twigs. ," A group of cells that are similar in structure and work together to achieve a particular function is called a tissue. Blood is a cluster of similar cells and they perform same function in the body, hence blood is a tissue.   Apical meristem,  Intercalary meristem. 		  ½ + ½"
What is apical meristem ? What is its function ? ,Apical meristems are the meristematic tissues which are found at the growing tips of stems and roots. It increases the length of the stems and roots and is responsible for the growth of plant. 
Why is epidermis present as a thick waxy coating of cutin in desert plants ? ,"The main adaptation of desert plants is to minimise the water loss. Hence, layer of cutin is present on epidermis, which is a thick waxy coating. This waxy coating helps in minimising water loss by transpiration.  2"
The epidermis in desert plants is covered by a waxy coating. Name the substance which constitutes the coating. State three advantages of this coating. ,"Cutin. Advantages : Waterproof quality and protection against loss of water, mechanical injury, invasion by parasitic fungi.  ½ × 4"
Write the location and function of collenchyma tissue. ,Collenchyma is located in leaf stalks below the epidermis. It provides flexibility in plants and easy bending and mechanical support.
Write any two characteristic features of parenchyma tissue. ,It consists of relatively unspecialized cells with thin cell walls. They are usually loosely packed so that large spaces are present between the cells.  1 + 1 
List two characteristics of cork. Name the chemical present in them and mention its role. ,Cells of cork are dead and compactly arranged without intercellular spaces. They also have a chemical called suberin in their walls which make them impervious to gases and water. 
With the help of labelled diagrams differentiate parenchyma and collenchyma. ,"M – Chloroplast, N – Nucleus, O – Cytoplasm, P – Intercellular space.  thin primary cell wall Parenchyma irregularly thickened primary cell wall Collenchyma"
List any two characteristic features of parenchyma tissue. ,Characteristic features of parenchyma tissue :  Have isodiametric cells.  The cells are arranged in such a way that they possess intercellular space.  They have thin cell walls.  1 + 1 
Name the living component common to both the complex permanent tissues found in plants. What is its function ? ,Apical meristem is a kind of meristematic tissue which is present at the growing tips of stems and roots. It increases the length of the stem and the root. These cells are responsible for linear growth of an organ. Example : Root apical meristem and Shoot apical meristem. 
Write two points of difference collenchyma and sclerenchyma tissues. between ,Living component common to xylem and phloem tissues is parenchyma. Collenchyma Sclerenchyma Its function is to store food and help in sideways conduction of water in xylem and food in phloem. Consists of living Consists cells. cells. Contains cytoplasm. Cytoplasm is absent.  2 The thickening of Cell wall thickening the cell wall is not is uniform. uniform.
Name the tissue that makes husk of coconut. Write three characteristics of this tissue. ,Sclerenchymatous tissue. The cells are dead with long and narrow walls thickened due to lignin. 
List two points of differences between Parenchyma and Sclerenchyma. ,"Parenchyama tissue : In this, cells are found with thin cell walls and are usually loosely packed so that large intercellular spaces are found. Sclerenchyma : Cells are dead and cell wall is thickened due to lignin. It provides strength to plants. "
Name the simple permanent tissue which :  forms the basic packing tissue.  provides flexibility in plants. ," Parenchyma,  Collenchyma. "
Mention four characteristic features of the cells of meristematic tissue. ,Cells of this tissue are :  very active.  have dense cytoplasm.  have thin cellulose walls and prominent nuclei.  lack vacuoles. 
“Water hyacinth plant floats on water surface”. Name the tissue and its type due to which it is possible and also explain the special feature of this tissue that helps in this. ,Aerenchyma is a simple permanent tissue in aquatic plants. Large air cavities are present to give buoyancy to the plants to help them float. 
Name the following tissues :  The connective tissue found between the skin and muscles.  The tissue which connects two bones.  The epithelial tissue which forms the lining of the kidney tubules.  The tissue which is present in the veins of leaves. ," Aerolar,  Ligament,  Cuboidal epithelium,  Sclerenchyma. "
Growth in plant is restricted to certain regions. Give reason for this fact. Mention two growth regions in plants. ,"The growth of plants occurs only in certain specific regions. This is because the dividing tissues, also known as meristematic tissues, are located only at these points. Root tip, Shoot tip, Cambium, base of the leaves   ½ × 4  TISSUES, ORGANS, ORGAN SYSTEM, ORGANISM"
 Name the tissue in the following figure : 3 Marks each," Phloem.  ‘A’–Sieve plate, ‘B’–Sieve tube, ‘C’–Phloem parenchyma, ‘D’–Companion cell."
 Differentiate between epidermal and cork cells.  Why are they called protective tissues ? , Epidermal Cells Permanent tissue Cells possess dividing Cells generally do not ability. divide. Cells are living. Meristematic tissue Cells can be living or dead. Main function is to Performs various type bring about growth. of functions.
 State one point of difference between xylem and phloem.  Draw a neat diagram of xylem vessel and a tracheid. 		  , Xylem conducts water in the plant body. Phloem transports food in the plant body. pits Cork cells Single layered Multi layered Living Non-living Secrete cutin Secrete suberin Present in younger Present in older plants. plants.  They are called protective tissues because  they protect mechanical injury and infection.  they prevent loss of water.  2 + 1
