,questions,answers
0,Q. 1. What are analogous organs ? Why cannot the wing of a butterfly and the wing of a bat be considered homologous organs ? State one reason. ,"Ans. Analogous organs : Organs with dissimilar basic structure or origin, but performing same function. 1 Because though they perform similar function, they have different origin/basic structure."
1,Q. 2. What is speciation ? State any two factors which could lead to speciation.,"Ans. Speciation : Origin of a new species from preexisting one. Factors : Mutation, Genetic drift, Geographical isolation, Reproduction isolation. (Any two) ½×2"
2,Q. 3. Write full forms of DNA. Where is it located ? ,Ans. Deoxyribonucleic Acid. It is located in the cell nucleus.  1+1
3,"Q. 4. What do the following terms mean ? (i) Micro-evolution, (ii) Fossils.","Ans. (i) Micro-evolution : Evolution resulting from small specific genetic changes that can lead to a new subspecies. (ii) Fossils : Fossils are preserved traces of living organisms, that got buried deep inside the earth million of years ago."
4,Q. 5. Name any four mechanisms which can lead to speciation in sexually reproducing organisms.,"Ans. Natural selection, genetic drift, variations and geographical isolation can lead to speciation in sexually reproducing organisms."
5,Q. 6. How does natural selection differ from genetic drift ?,"Ans. Natural selection selects those variations in a population which give a survival advantage and helps the better population to fit their environment better. On the other hand, genetic drift can alter gene frequencies in small populations and provide diversity without any survival benefits."
6,Q. 7. How are areas of study-evolution and classification interlinked ?  (2 marks each),"Ans. The field of evolution and classification are interlinked in the following manner : (i) The more characteristics two species have in common, the more closely they are related. Classification of species is a reflection of their evolutionary relationship. (ii) The more number of characteristics shared by two organisms, more is the probability of their having common ancestors. Thus, classification of an organism is the reflection of its evolutionary path."
7,Q. 8. State two methods of determining the age of fossils. ,"Ans. (i) If we dig into the earth and start finding fossils, it can be assumed that the fossils closer to the surface are more recent to those found in the deeper layers. (ii) By detecting the ratios of different isotopes of the same element in the fossil material."
8,Q. 9. Can a wing of a butterfly and the wing of a bat be considered homologous organs ? Why or why not ?,Ans. No. A wing of a butterfly and wing of a bat can’t be considered homologous organs because wings of a bat are skin folds in between the fingers and wings of a butterfly are membrane supported by muscles. They are analogous organs.
9,"Q. 10. In an area A, the leaf material available to beetles was very less. What are the two consequences seen in the beetles ? ",Ans. The consequences are as follows : (i) They switched to new type of food and entered new niches. (ii) This lead to arise of diverse variety of beetles as some changes in beetles will take place to make them adaptable to new niches.
