questions,answers
Distinguish between fibrous root and adventitious root.,"S. No  Fibrous Root  Adventitious Root  (i)  It originates from the base of the stem. The primary root is short lived and is replaced by large number of roots. All mono- cot plants like maize, wheat and sugarcane.  It develops from the parts of a plant other than radicle.  (ii)  Examples: Banyan tree, Bryophyllum and grass. "
Write the main characteristic of stem.,"(i) It bears and supports leaves, flowers and fruits. (ii) The various appendages borne on the stem are placed in such a fashion that they are able to carry out their functions most effectively. (iii) It conducts water and mineral salts from roots to the leaves and fruits. (iv) The food manufactured in the leaves is transported to the roots, fruits and organs of storage through the stem."
Write the floral formula of the family fabaceae?  (KVS Guwahati) ,Floral formula for the family fabaceae: 
Differentiate between: (a) Epigynous and Perigynous flower (b)True fruit and false fruit (c) Alternate and Whorled phyllotaxy. ,"(i) Staminode : In Verbascum and Salvia, some stamens are without pollen grains and are sterile. They are known as staminode. (ii) Pistillode : A sterile pistil is called pistillode. Differences between staminate flower and pistillate flower: S. No. (i)  Staminate flower In dioecious (unisex- ual) flowering plants, the male flower is called staminate.  Pistillate flower In dioecious (unisex-ual) flowering plants, the female flower is called pistillate.  "
Describe the corolla of family Fabaceae?   ,"Corolla of family Fabaceae: Corolla 5, polypetalous, aestivation descending or vexillary imbricate, papilionaceous with five unequal petals-posterior largest petals called standard which overlaps two smaller lateral petals called wings, the latter overlap a boat -shaped structure called keel, which is formed by the two anterior petals fused lightly on the anterior side, lateral and anterior petals are scale-like in Erythrina Indica."
Draw the diagram of V.S of maize seed and label six parts.   ,V.S. of maize seed 
"What is placentation? Mention the types, describe any one with typical diagram. ","The number, position and arrangement or distribution of placentae inside an ovary is called placentation. It is of the following types: (i) Marginal (ii) Parietal (iii) Axile (iv) Free central (v) Basal (vi) Apical and (vii) Superficial Marginal placentation: One or two alternate rows of ovules occur longitudinally along the ridge in the wall of the ovary in the area of fusion of two margins. A true placenta is believed to be absent. Ovary is unilocular. E.g. Pea, Acacia. "
What is Placentation? Identify the following types of Placentations. ,Placentation refers to the arrangement of within the ovary of flower. (a) Marginal placentation (b) Axile placentation (c) Parietal placentation (d) Free central placentation
Draw the floral diagram and write floral formula of family Liliaceae.,Floral Diagram: 
(i) Name the families to which these plants belong: (a) Onion and lily (b) Potato and tomato (ii) Describe the gynoecium of any one of the families identified as above. Write its floral formula and draw floral diagram also. ,"(a) 1. Onion and lily belong to family Liliaceae. 2. Potato and tomato belongs to family Solanaceace. (b) In both of the above-mentioned family’s gynoecium is superior i.e., hypogynous type. In this condition the thalamus is convex or conical. Gynoecium or ovary develops at its top while stamens, petals and sepals are borne successively below. The ovary or gynoecium is said to be superior.  Floral Formula of family Liliaceae- Refer to SAQ-II, Q6."
