questions,answers
What is vegetative propagation ?,"In vegetative propagation, new plants are obtained from the parts of old plants like stems, roots and leaves, without the help of any reproductive organ."
What is DNA ? ,DNA is the carrier of hereditary information from parents to the next generation. Hereditary material is present in all living cells.  1
Name the method by which spirogyra reproduces under favourable conditions. Is this method sexual or asexual ? ,"Fragmentation, Asexual"
Name the type of reproduction mostly seen in unicellular organisms. ,Asexual reproduction.  1
Name the plant that reproduces vegetatively by leaf. ,Bryophyllum.
Name two simple organisms having the ability of regeneration. ,Planaria and Hydra. 
How does Plasmodium reproduce. Is this method sexual or asexual ? ,Plasmodium reproduces by a process known as multiple fission. Multiple fission is a type of asexual reproduction.
Name the causative agent of the disease “Kalaazar” and its mode of asexual reproduction. ,"Leishmania, Binary fission. "
Name the part of Bryophyllum where the buds are produced for vegetative propagation. ,Leaf notches.  1
Name the life process of an organism that helps in the growth of its population. ,Reproduction.  1 
Newly formed DNA copies may not be identical at times. Give one reason. ,If there is an error in DNA copying then newly formed DNA copies may not be identical at time. 1
What are those organisms called which bear both the sex organs in the same individual ? Give one example of such organism. ,"Bisexual; Example, Hydra/Earthworm/Mustard/ Hibiscus.  ½ + ½ "
Name the method by which Hydra reproduces. Is this method sexual or asexual ? ,Hydra reproduces by Budding. It is an asexual reproduction. 
"An organism which is a worm has very simple eyes, that are really eye spots which detect light. Name the organism. ",Planaria.  1
Mention the mode of reproduction used by  Amoeba  Planaria. ,Mode of reproduction used by  Amoeba is Binary fission.  Planaria is Regeneration.
What happens when a Planaria gets cut into two pieces ? ,"When a Planaria gets cut into two pieces, each piece regenerates into a new Planaria. "
What happens when a mature Spirogyra filament attains considerable length ? ,"Its filament breaks up into smaller fragments or pieces, and each fragment grows into a new individual.  1"
State the method used for growing rose plants and jasmine plants. , Artificial methods of vegetative propagation like cutting are used to grow rose plants.  Artificial methods of vegetative propagation like layering is used for growing jasmine plant. ½ + ½ HOW DO ORGANISMS REPRODUCE ?
Where is the Zygote located in the flower after fertilisation ? ,Zygote is located inside the ovule which is present in the ovary.
Why is DNA copying necessary during reproduction ?,DNA copying is necessary during reproduction because it leads to the transmission of characters from parents to offsprings and variations.
Malarial parasite divides into many daughter individuals simultaneously through multiple fission. State an advantage the parasite gets because of this type of reproduction. ,Progeny is identical like parent and single individual can reproduce in large number.
“Cell division is a type of reproduction in unicellular organism”. Justify. ,"During cell division in unicellular organisms, the nucleus of the parent cell divides only once to form two daughter nuclei along with the cytoplasm that undergoes cleavage. In this way, two daughter cells are formed from one single parent."
Name the information source of making proteins in the cell. State two basic events in reproduction. ,The DNA in the cell nucleus is the information source of making proteins. The two basic events of reproduction are :  Creation of a DNA  Additional cellular apparatus by the cell involved in the process.
