questions,answers
 Name the two components of a colloidal solution.   Colloids are quite stable. Name the process by which you can separate the components of a colloidal solution. , Dispersed phase and the dispersion meduim.  Centrifugation.  1 + 1
Differentiate between true solution and colloids on the basis of particle size and homogeneity. ,Difference Between True Solution and Colloids : S. No.   True Solutions Colloids The particle size of The particle size ranges solute is less than 1 from 1 to 100 nm. nm. It is homogeneous. It may appear to be homogeneous but it is heterogeneous.
A solution is prepared by adding 40 g of sugar in 100 g of water. Calculate the concentration in terms of mass by mass percentage of solution.,Mass% = mass of solute mass of solution 
"On dissolving chalk powder in water, a suspension is obtained. Give any four reasons to support the fact that mixture so obtained is a suspension only. ",Reasons :  Heterogeneous mixture  Particles can be seen with the naked eye  Scatter a beam of light  Unstable  Can be filtered.  ½ × 4 
"Identify solute and solvent in the following :  Tincture of iodine,  Aerated drinks. ","Tincture of iodine : Iodine  and alcohol , Aerated drinks : CO2  and water .  1+1"
Define metalloid. Write names of two metalloids. ," Metalloids are the elements which have intermediate properties between metals and non-metals.  Boron, silicon and germanium.   1 + 1 "
State two reasons to justify that air is a mixture and water is compound. ,S.No. Air Water  Variable composition. Definite composition i.e. 2 atoms of hydrogen and 1 atom of O.  Constituents can be Cannot be separated separated by simple into its constituents by physical methods physical methods.  1 + 1
What are the two components of a solution ? Write two properties of a solution. ," The two components of a solution are solute and solvent.  The solution is stable, particles of solution are very small in size, smaller than 1 nm.  1 + 1"
"Identify the dispersed phase and dispersing medium in the following colloids :  Fog,  Cheese. ",S. No. Colloids Dispersed phase Dispersing Medium  Fog Liquid Gas  Cheese Liquid Solid  1 + 1
"Classify the following into element, compound and mixture :  Brass, gold, hydrogen sulphide, air.","Brass and air – mixture, Gold – element, Hydrogen sulphide – compound. "
What is meant by concentration of a solution ? How will you prepare a 10% solution of sugar ? ,Concentration of a solution is the amount of the solute present in a given amount  of solution . Dissolve 10 g of sugar in  = 90 g of water  1 + 1
A mixture of alcohol and water is homogeneous while that of oil and water is heterogeneous. Explain. ,"When alcohol combines with water, the components mix uniformly to form a single phase and there is no boundary of separation. When oil is added to water, the components are not thoroughly mixed and there is a boundary of separation between oil and water forming separate layers."
" What does it mean when we say that the solubility of sodium chloride is 36 g at 293 K ?  The quantity of sodium chloride dissolved in 100 g of water at 310 K will be :  more than 36 g,  less than 36 g ? Give reasons for your answer. ", This means that 36 g of NaCl can dissolve in 100 g of water at 293 K and at 1 atm. pressure .  More than 36 g because increase in temperature will increases the solubility of a solid in a liquid.  1 + 1
Beakers A and B contain a solution of potassium permanganate and a mixture of chalk powder in water. Mention one point of difference that you would observe in the two mixtures. On the basis of the observation categorize the two as homogeneous or heterogeneous mixture. ,"A : Uniform composition/particles not visible. B : Non-uniform composition/particle may be visible. Therefore, A is homogeneous and B is heterogeneous."
Both smoke and fog are called as Aerosols. Identify the dispersed phase and dispersing medium in each of them. ,In smoke dispersed phase is solid and dispersing medium is gas. In fog dispersed phase is liquid and dispersing medium is gas. 
"Roopa mixed sugar and common salt in a pot by mistake, what will be the nature of this mixture ? Write any two observations on the basis of which you would categorise it. ","Heterogeneous. This mixture will have :  Physically distinct parts,  Non-uniform composition "
Give an example for each of the following :  Solid - Liquid homogeneous mixture.  Gas - Gas homogeneous mixture.  Liquid - Liquid heterogeneous mixture. , Sugar in water  Air  Oil in water
 How can we say that sugar is a pure substance whereas milk in not ?  Which of the following materials fall in the category of a pure substance ?  Ice  Iron  Wood  Brick ," Sugar is a pure substance because it cannot be separated and formed of only single type of molecule. In the case of milk it can be separated IS MATTER AROUND US PURE ? by physical process into its components. It has components like water, fat, proteins etc.  Ice and iron are pure substances as they contain particles of only one kind of matter while wood and brick contains more than one kind of matter."
"What do you mean by a concentration of a solution ? Mention two ways, of expressing the concentration of a solution. ",Mercury is the only liquid metal and bromine is the only liquid non-metal. Two gaseous non-metals are hydrogen and nitrogen.
