questions,answers
What is meant by a chemical reaction ?,A process in which two or more substances react to form some other new substances with new set of properties is called a chemical reaction.
Which one is a chemical change–rusting of iron or melting of iron ? ,Rusting of iron.
Name and state the law which is kept in mind while we balance a chemical equation. ,Law of conservation of mass. Mass can neither be created nor be destroyed during a chemical reaction.
State one basic difference between a physical change and a chemical change. ,"In a physical change, no new substance is formed. In a chemical change, new substance is formed."
What happens when quick lime is added to water ? ,Quick lime reacts with water vigorously to produce slaked lime and a large amount of heat. CaO(s) + H 2O (Quick lime) (Slaked lime)
Identify in the following reaction : 2PbO(s) + C(s) → 2Pb(s) + CO(g) (a) the substance oxidised and (b) the substance reduced. ,(a) Carbon is oxidised to Carbon monoxide (b) PbO (lead oxide) is reduced to lead.
Identify the chemical change : Melting of Ice or Conversion of milk into curd. ,Chemical Change is : Conversion of milk into curd. ()
What happens when ZnCO3 is heated in the absence of air ? Give the relevant equation. ,ZnO(s) and CO2(g) are formed. Chemical Equation : → ZnO + CO2 ZnCO3  
Write a balanced chemical equation for the following reaction. Ethanol is warmed with ethanoic acid to form ethyl acetate in the presence of concentrated H2SO4.  Conc. H SO,C2H5OH + CH3COOH Esterification CH3COOC2H5 + H2O.
"Is burning of a candle, a physical change or a chemical change ?  ","Both, chemical change and physical change."
Write the chemical equation for reactions that takes place when lead nitrate and potassium iodide solutions are mixed.  → 2KNO3 + PbI2,Pb (NO3)2 + 2KI (Lead (Potassium (Potassium (Lead nitrate) iodide) nitrate) iodide)1
Write a balanced chemical equation : FeSO4(s) Heat → Fe2O3(s) + SO2(g) + SO3(g) ,Balanced Equation 2FeSO4(s) Heat → Fe2O3(s) + SO2(g) + SO3(g)
