,questions,answers
0,Q. 1. What is a pure substance ?,Ans. A substance which is made up of only a single type of particle is called a pure substance.
1,Q. 2. What are mixtures ?,"Ans. Mixtures are constituted by more than one kind of pure form of matter, i.e. pure substances."
2,Q. 3. What is a substance ?,Ans. A substance is a kind of matter that cannot be separated into other kinds of matter by any physical process.
3,Q. 4. What are the constituents of milk ?,"Ans. Milk is a mixture of water, fat and proteins."
4,"Q. 5. Which of the following is/are pure substance ? Ink, paper, water, milk, butter, ghee, sugar, blood.",Ans. Water and sugar.
5,Q. 6. Name the two types of mixtures.,Ans. Homogeneous mixtures and heterogeneous mixtures.
6,Q. 7. What is a homogeneous mixture ?,Ans. A mixture that has uniform composition throughout its mass is called a homogeneous mixture.
7,Q. 8. What is a heterogeneous mixture ?,Ans. A mixture that does not have uniform composition throughout its mass is called a heterogeneous mixture.
8,Q. 9. Define a solution.,Ans. A homogeneous mixture of two or more substances is called a solution. 1 Mark each
9,Q. 10. Give an example of a liquid in liquid type solution.,Ans. Vinegar .
10,Q. 11. Give an example of a solid in liquid solution.,Ans. A solution of sugar and water.
11,Q. 12. Give an example of a solid solution.,Ans. Brass . 1
12,Q. 13. Give an example of a gas in liquid solution.,Ans. Aerated drinks like soda water.
13,Q. 14. Define concentration of a solution.,Ans. It indicates the exact amount of solute dissolved in an exact amount of solvent or solution.
14,Q. 15. What is solubility ?,Ans. Solubility of a substance  is the mass of the substance in grams that dissolves in 100 g of a solvent to form a saturated solution.
15,Q. 16. What is a saturated solution ?,Ans. A solution is said to be saturated if no more of solute can be dissolved in it at a given temperature and pressure.
16,Q. 17. What is a suspension ?,Ans. It is a heterogeneous mixture in which the solute particles do not dissolve and remain suspended throughout the liquid.
17,Q. 18. What is a colloidal solution ?,Ans. It is a heterogeneous mixture in which the size of the solute particles is between 1 nm  to 100 nm. IS MATTER AROUND US PURE ?
18,Q. 19. Why can’t we see the colloidal particles with naked eyes ?,"Ans. Because their size ranges from 1 nm to 100 nm, hence we can’t see such small particles with naked eyes."
19,Q. 20. What is a gel ?,"Ans. It is a colloidal solution of a liquid in solid. e.g. butter, cheese etc."
20,Q. 21. What is an emulsion ?,Ans. A colloidal solution of two immiscible liquids is called an emulsion. e.g. milk.
21,Q. 22. Name the three types of elements.,"Ans. Metals, non-metals and metalloids."
22,Q. 23. Which metal is liquid at room temperature ?,Ans. Mercury.
23,Q. 24. Name the substance that is composed of atoms of different elements in a fixed proportion.,Ans. Compound.
