questions,answers
When was the Bastille Prison stormed?,"Bastille Prison was broken by revolutionaries on the morning of 14th July, 1789."
Why was Bastille Prison attacked?,The Bastille prison was attacked with a hope to find hoarded ammunition for the revolution.
Which ruler came to power in France in 1774?,Louis XVI of Bourbon family.
Whom did Louis XVI get married to?,Princess Marie Antoinette of Austria.
Why was treasury empty when Louis XVI ascended the throne?,Long years of war had drained the financial resources of France and along with it was the cost of maintaining an extravagant court at immense palace of Versailles.
Why did the French government increase the taxes?,"To meet its regular expenses, such as the cost of maintaining an army, the court, running government offices or universities, the state was forced to increase the taxes."
Who formed the First and Second Estates of French Society?,The clergy and the nobility were the members of the first and second estate respectively.
What does ‘subsistence crisis’ mean?,It is an extreme situation where the basic means of livelihood were endangered.
What were the views of John Locke in inspiring the people for French Revolution?,Locke sought to refute the doctrine of the divine and absolute right of the monarch in his book ‘Two Treatises of Government’.
What was the Estates General? ,The Estates General was a political body to which the three estates sent their representatives.
What was the immediate cause of French Revolution?,"Due to bad harvest, the prices of bread rose and often bakers hoarded the bread. The angry women who could not get bread after long hours in the queues stormed into the shops."
When was the draft of the National Assembly’s constitution completed and what was its main objective?,The draft of the constitution was completed in 1791 and its main objective was to limit the powers of the monarch.
Who all got the right to vote for National Assembly?,"Only men above 25 years of age, who paid taxes equal to at least 3 days of a labourers’ wage were given the status of active citizen and the right to vote."
Who could qualify as an Elector?,"To qualify as an elector and then as a member of the Assembly, a man had to belong to the highest bracket of taxpayers."
What was ‘Marseillaise’?,It was a patriotic song sung by volunteers of Marseilles as they marched into Paris. Marseillaise is now the national anthem of France.
What were political clubs?,Political clubs were formed by people to discuss government policies and plan their own forms of action. Women too formed such clubs.
Who was the leader of Jacobin club?,Maximilian Robespierre.
Who were ‘Sans–Culottes’?,"They were the common lower class working people in late 18th century, who wore long trousers rather than the knee breaches, favoured by the aristocracy. They wore red caps to symbolise liberty."
Which new Assembly was formed by Jacobins?,Jacobins elected new assembly which was called convention.
Who introduced ‘Reign of terror’ in France? ,Maximilian Robespierre introduced ‘Reign of Terror’ when he followed a policy of severe control and punishment in France.
What was ‘Directory’?,‘Directory’ was an executive made up of five members. They were appointed by two elected legislative councils.
Name the important political clubs formed by women in France to fight for their political rights.,The society of Revolutionary and The Republican Women.
When did women finally get the right to vote in France?,1946.
Between which three continents triangular slave trade was held?,"The triangular slave trade was held between Europe, Africa and America."
When was slavery finally abolished in French colonies?,Slavery was finally abolished in French colonies in 1848.
When did Napoleon Bonaparte became Emperor of France?,"In 1804, Napoleon Bonaparte crowned himself as an Emperor of France."
In which famous war was Napoleon Bonaparte defeated?,Napoleon was finally defeated at ‘Battle of Waterloo’ in 1815.
What was the most important legacy of the French Revolution?,The ideas of liberty and democratic rights were the most important legacy of the French Revolution.  
