questions,answers
What is SEBC?,SEBC is Socially and Economically Backward Classes. SEBC is another name for all those people who belong to castes that are considered backward by the government.
What is the role of the President in India?,President is the Executive head of the state and is the highest formal authority in the country.
What are the Prime Minister’s powers in India?,Prime Minister is the head of the government and actually exercises all governmental powers. He takes most of the decisions in the cabinet meetings.
What do you know about Mandal Commission?,Mandal Commission was asked to determine the criteria to identify the socially and educationally backward classes in India and recommend steps to be taken for their advancement.
What is the role of government in a citizen’s life?,"The government is responsible for ensuring security to the citizens and providing facilities for education and health to all. It collects taxes and spends the money on administration, defence and development programmes."
What is an assembly of elected representatives called in India?,"In India, such a national assembly of elected representatives is called Parliament. At the state level this is called Legislature or Legislative Assembly."
Which two houses form the parliament of our country?,Council of States or Rajya Sabha and the House of People or Lok Sabha.
What is the length of the term of a government in India?,It is of 5 years.
Can the houses be dissolved or is it permanent? ,"The Lok Sabha can be dissolved if no-confidence motion is passed against it but, Rajya Sabha cannot be dissolved as it is a permanent house."
What is an executive?,"At different levels of any government, we find functionaries, who take day-to-day decisions but do not exercise supreme power on behalf of the people. All those functionaries are collectively known as the executive."
Why are government functionaries called as the Executive?,They are called the executive because they are in-charge of the execution of the policies of the government.
How is the Prime Minister appointed?,The President appoints the Prime Minister. The President appoints the leader of the majority party or the coalitions of parties that commands a majority in the Lok Sabha as Prime Minister.
How are ministers chosen by the Prime Minister?,The ministers are usually from the party or the coalition that has the majority in the Lok Sabha.
What is a Council of Ministers?,Council of Ministers is the official name for the body that includes all the ministers. It wholly has 60 to 80 ministers of different ranks.
Who are the Cabinet Ministers?,Cabinet Ministers are usually top level leaders of the ruling party or parties who are in-charge of the major ministries.
Who are Ministers of State with independent charge?,Ministers of State with independent charge are usually in-charge of smaller ministries. They participate in the cabinet meetings only when specially invited.
Why is parliamentary democracy in most countries often known as the cabinet form of government?,The cabinet works as a team. The ministers may have different views and opinions but everyone has to own upto every decision of the cabinet.
What is called as ‘the judiciary’?,All the courts at different levels in a country put together are called the judiciary. 
Which courts are covered under Indian Judiciary?,"The Indian Judiciary consists of a supreme court for the entire nation, high courts in the states and district courts and the courts at the local level."
How can a judge be removed?,A judge can be removed only by an impeachment motion passed by two-thirds members of the two houses of the parliament. It has never happened so far in the history of Indian democracy.
How does judiciary act as a guardian of the fundamental rights?,The citizens have the right to approach the courts to seek remedy in case of any isolation of their rights.  
