,questions,answers
0,"Q. 1. Under which economic sector does the production of a commodity through the natural natural [Board Term-I, Term-I, 2015, 2014, process come ? Set-C5JWEVD , ]",Ans. Primary sector sector..
1,"Q. 2. Name the sector which continued to be the largest employer even in the year 2000. [Board Term-I, Term-I, , 2014] sector..",Ans. Primary sector
2,Q. 3. In which sector are natural products changed into form through ways of manufacturing ? ,Ans. Secondary.
3,Q. 4. In which sector is manufacturing included ?  sector..,Ans. Secondary sector
4,Q. 5. Which sector has gained prominence over the last thirty years ? ,Ans. Tertiary sector.
5,Q. 6. Which sector includes activities that help in the development of the primary and secondary  sector ?,Ans. Tertiary sector.
6,"Q. 7. Which sector had the highest share in GDP in [Board Term-I, DDE-2014 DDE-2014]]",Ans. Tertiary sector.
7,Q. 8. Which sector generates services rather than goods ?,Ans. Tertiary.
8,"Q. 9. Services such as transport, banking and insurance come under which sector ?",Ans. Tertiary sector.
9,Q. 10. Mention the share of tertiary sector in terms of GDP in 2003 ? ,Ans. Between 50-60%
10,Q. 11. Which occupation belongs to the primary sector ? Mention any one. ,Ans. Agriculture.
11,Q. 12. Which sector helps in the development of the primary and secondary sector ? ,Ans. Service /Tertiary sector.
12,Q. 13. Write three activities which belong to the primary sector sector..,"Ans. Agriculture, dairy and mining."
13,Q. 14. Mention any one factor responsible for the growth of service sector in the Indian economy. ,"Ans.  Services such as Hospitals, Educational institutions, Post and Telegraph, Telegraph, banks transport etc."
14,Q. 15. TISCO and Reliance are owned by which sector ? ,Ans. Private sector.
15,Q. 16. Sahara Airlines and B.S.E.S. are examples of which sector ?,Ans. Private sector.
16,Q. 17. Railway is an example of which sector ?,Ans. Public sector. A.T.M. .M. is an example of which sector ?
17,Q. 18. A.T ,Ans. Service sector sector..
18,"Q. 19. In which sector is seasonal and disguised unemployment most prevalent in India ? [Board Term-I, Term-I, Set-M, DDE-2015]",Ans. Agriculture Sector
19,Q. 20. Where is the disguised unemployment formed mostly ? ,Ans. Agriculture sector. Casual workers in the service sector.
20,"Q. 21. What do final goods and services mean ? [Board Term-I, Term-I, , 2014]",Ans. Total production of the sectors.
21,Q. 22. Which communities generally find them in the unorganized sector ?,Ans. Schedule tribes and backward communities.
