,questions,answers
0,Q. 1. Soaps and detergents are both types of salts. State the difference between the two. Write the mechanism of the cleansing action of soaps. Why do soaps not form lather (foam) with hard water ? Mention any two problems that arise due to the use of detergents instead of soaps.  (5 marks each),"Ans. Soaps are the sodium or potassium salts of long chain carboxylic acids while detergents are the ammonium of sulphonate salts of long chain carboxylic acids.  The dirt is oily in nature and when soap is added to water, its molecules form structures called micelles in which carbon chain of the molecules dissolves in the oil while the ionic end dissolves in water and faces outside. The micelles thus help in dissolving the dirt in water. (Note : 1 mark to be awarded if only labelled diagram of micelle is given)  Ca2+ and Mg2+ present in hard water form insoluble substance (scum) with soap.  Two problems : (i) Non-biodegradable (ii) Water pollution / soil pollution 		 (Note : 1 mark to be awarded for any one of the problems.) S.No. Soap Detergents (i) They are sodium These are sodium salts of long chain or potassium fatty acids. salts of sulphonic acids of hydrocarbons. (ii) Soaps cannot be Detergents work used with hard well with hard water. and soft water both. (iii) They are fully They are non-bibiodegradable. odegradable. (iv) They take time to They dissolve dissolve in water. faster in water. Cleansing Action of Soap : When soap is dissolved in water, it forms a colloidal suspension. In this colloidal suspension, the soap molecules cluster together to form micelles and remain radially suspended in water with the hydrocarbon end towards the centre and the ionic end directed outward. The dirt particles always adhere to the oily or greasy layer present on the skin or clothes. When a dirty cloth is dipped into a soap solution, its nonpolar hydrocarbon end of micelles gets attached to the grease or oil present in dirt and polar end remains in water layer. The mechanical action of rubbing subsequently dislodges the oily layer from the dirty surface shaping it into small globules. A stable emulsion of oil in water is formed. The emulsified oil or grease globules bearing the dirt can now be readily washed with water. Soaps do not form lather when the water is hard. When soap is added to hard water, calcium and magnesium salts present in water displace sodium or potassium ions from the soap molecules forming an insoluble substance called scum. Problems that aries due to use of detergents instead of soap : (i) Detergents being non-biodegradable, they accumulate in the environment causing pollution. (ii) In soil, the presence of detergents leads to pH changes making soil infertile. (iii) The entry of detergents into food chain leads to bioaccumulation in living beings and tends toward serious health issues. (Any two) 5"
1,Q. 2. What are micelles ? Why does it form when soap is added to water ? Will a micelle be formed in other solvents such as ethanol also ? State briefly how the formation of micelles help to clean the clothes having oily spots.  Why does micelle formation takes place when soap is added to water ? Will a micelle be formed in other solvents such as ethanol also ? ,"Ans. (i) Soap molecules have two ends– one end is the hydrocarbon chain which is water repellent, where as the other end is the ionic part which it water soluble end. When soap is dissolved in water it forms a group of many molecules, known as micelle. (ii) These micelles are formed because their hydrocarbon chains come together and the polar ends are projected outwards. (iii) Micelle formation in ethanol will not occur because the hydrocarbon chain end of the soap will dissolve in ethanol. (iv) Soaps in the form of micelle are able to clean dirty clothes having oily spots, as the oily dirt is collected in the centre of the micelle, which forms an emulsion in water and on rinsing, the water washes away the micelles with dirt attached to them. "
2,Q. 3. (i) Covalent compounds have low melting and boiling points”. Justify this statement. (ii) What is an ester ? Describe an activity to form an ester in a school laboratory. ,"Ans. (i) The force of attraction between the molecules of covalent compounds are not strong as ionic compounds. So, they have low melting and low boiling points. (ii) Esters are organic compounds which have sweet smell. Activity : Aim : To demonstrate esterification process using ethanol and acetic acid. Materials Required : Beakers, water, test-tube, ethanol, ethanoic acid, conc. H2SO4. Test-tube cantaining ethanol ethanoic acid, conc. H2SO4 Beaker Wire gauge Water Tripod Stand Burner Procedure : (a) Take 2 ml of ethanol in a test-tube. (b) Add 2 ml of ethanoic acid into it. (c) Add few drops of conc. H2SO4. (d) Warm it in a beaker containing water. (e) Observe the smell of the products formed. Observation : Pleasant fruity smelling compound (called ester) is formed. Chemical Reaction : Conc.H SO CH3COOH(l) + C2H5OH(l)  Ethanoic acid Ethanol CH3COOC2H5 Ethyl ethanoate H 2O Water Conclusion : Carboxylic acid reacts with alcohol in presence of conc. H2SO4 which act as a dehydrating agent to from esters."
3,Q. 4. Describe the addition reaction of carbon compounds with its application. State the function of catalyst in this reaction. How this reaction is different from a substitution reaction? ,"Ans. When any molecule like H2 adds to unsaturated hydrocarbon because of double and triple bond it is called addition reaction. CH2 = CH2 + H2 Ni → C2H6 Use — Hydrogenation of vegetable oils. Catalyst — Increase the rate of reaction. Substitution reaction — CH4 + Cl2 →CH3Cl + HCl one atom is replaced by another ; two products only, one product in addition reaction. 3 "
4,Q. 5. (a) How will you bring about following reactions? Write the concerned chemical equations (i) Ethanol to Ethene (ii) Ethanol to Ethanoic acid (b) Give one example with chemical equation for the following reactions : (i) Substitution reaction (ii) Saponification reaction (iii) Combustion reaction Conc.H SO,Ans. (a) (i) CH3CH2OH  443 K Alkaline KMnO CH2 = CH2 + H2O 1 (ii) CH3CH2OH 4 → CH3COOH Sunlight (b) (i) CH4 + Cl2  → CH3Cl + HCl NaOH (ii)CH3COOC2H5  H2 O C2H5OH + CH3COOH (iii) CH4 + O2 → CO2 + H2O + light + energy
5,Q. 6. Write balanced chemical equation for the following : (i) Methane is burned in sufficient air (ii) Ethanol is treated with sodium (iii) Ethanoic acid is reacted with sodium hydroxide (iv) Ethanoic acid is treated with sodium carbonate. (v) Ethanol is mixed with ethanoic acid in the presence of an acid.  ,Ans. (i) CH4 + 5O2 → CO2 + H2O + heat + light 1 (ii) 2CH3CH2OH + 2Na → 2CH3CH2ONa + H2 1 (iii) CH3COOH + NaOH → CH3COONa + H2O 1 (iv) CH3COOH + Na2CO3 → 2CH3COONa + H2O + CO2 1 (v) C2H5OH + CH3COOH Acid → CH3COOC2H5 + H 2O 1 
6,"Q. 7. (a) Complete the following equations : Conc.H SO (i) CH3CH2OH  Heat Sunlight (ii) CH3COOH + KHCO3 → (iii) CH4 + Cl2 → (b) Write the name of the following : (i) CH3CH2COOH, (ii) CH3CH2CH2Br. (c) Draw the electron dot structure of ethene (C2H4). [Board Term II, Set (2022) 2012] Conc.H SO → CH2 = CH2",Ans. (a) (i) CH3CH2OH  Heat (ii) CH3COOH + KHCO3 → CH3COOK + H2O + CO2 (iii) CH4 + Cl2 → CH3Cl + HCl (b) (i) CH3CH2COOH : propanoic acid (ii) CH3CH2CH2Br : 1-bromo propane (c) Electron dot structure of ethene (C2H4) : 
7,Q. 8. (a) Complete the following equations : (i) nCH2 = CH2 → ................. (ii) CH3—COOH + NaHCO3 → ........ + ...... + (b) What is the cause of hardness of water ? Why soap does not form lather with hard water ? Mention the disadvantage of cleaning clothes with soap in hard water ? ,Ans. (a) (i) nCH2 = CH2 → (—CH2—CH2—)n (ii) CH3—COOH + NaHCO3 → CH3—COONa + H2O + CO2 1 (b) Presence of Ca2+ ions and Mg2+ ions. Formation of insoluble calcium and magnesium salts with soap. Soap gets wasted simply as it does not form lather with soap.
8,"Q. 9. (i) You have three unlabelled test-tubes containing ethanol, ethanoic acid and soap solution. Explain the method you would use to identify the compounds in different test tubes by chemical tests using litmus paper and sodium metal. (ii) Give the reason of formation of scum when soaps are used with hard water. ",Ans. (i) Solution (full credit may be given to the candidate with the answer showing test only with litmus paper) Blue Lit- Red Litmus Sodium Metal mus Paper Paper No change No change Hydrogen gas Ethanoic acid Turns red No change Hydrogen gas Soap Ethanol No change Turns blue Hydrogen gas (ii) Hard water contains calcium ions or magnesium ions or both. These ions on reacting with soap solution form insoluble substance called scum.
9,"Q. 13. (i) Write the name of the following compounds. CH3CH2COOH,C6H6 (ii) What is a homologous series ? Write the formula of functional group of ketone and aldehyde. (iii) What will happen if ethanol reacts with ethanoic acid, in the presence of an acid ? Name the reactions. Write the chemical equation for this reaction. ","Ans. (i) Propanoic acid, Benzene. (ii) A series of compounds, in which the compounds have similar chemical properties is called homologous series. Ketone : , Aldehyde : — C O ½+½ (iii) If ethanol reacts with ethanoic acid in presence of any acid, ester is formed. The reaction is called esterification reaction. Chemical equation : CH3OH + CH3COOH H CH3COOCH3 + H2O  ½+½"
