questions,answers
How many covalent bonds are present in pentane (C5H12)? ,Sixteen (16) Covalent bonds.
Name the simplest ketone.,"The simplest ketone is acetone. e.g., CH3COCH3. 1"
What is the common name of CH3COOH ? ,Acetic acid or vinegar.  1
Name the gas evolved when ethanoic acid is added to sodium carbonate? ,2CH3 COOH + Na2 CO3 → 2CH3 COONa + H2O + CO2 ↑
Write balanced Chemical equation of dehydration of ethanol by hot conc. H2SO4.  Hot Conc,CH3CH2OH H → CH2 = CH2 + H2O. SO 443k
"Why is ethanol used in making of tincture, iodine, cough syrup, tonic etc. ? What is the role of conc. H2SO4 in making ethane from ethanol ? ","(a) Ethanol is a solvent used to make tincture of Iodine because the cell membrane of microorganisms is made up of lipids and ethanol is a the solvent, which can dissolve the lipid of easily and kill the micro-organisms that may be pathogenic. (b) Concentrated sulphuric acid acts as dehydrating agent i.e., removes water molecule from ethanol and also catalyse the reaction and convert ethanol to ethane. (i)"
An organic compound burns with a sooty flame. Is it saturated or unsaturated compound ? Justify. ,It is unsaturated compound because they have more carbon. It burns with sooty or smoky flame.  1
Draw the electron dot structure of nitrogen molecule. ,()  1
"In an organic compound, which part largely determine its physical and chemical properties ?",The alkyl part (carbon chain) of an organic compound determines its physical properties whereas the functional group determines its chemical properties.
What happens when methane is burnt in air ?,Methane burns in air with the formation of carbon dioxide and water. CH4+2O2 → CO2+2H2O+ Heat energy
Complete the following reaction : CH3COOH+NaHCO3 → ,CH3COOH + NaHCO3 → CH3COONa + H2O+CO2  1
Write the chemical equations for the conversion of ethanol to ethanoic acid in the presence of KMnO4.  4 ,CH3CH2OH KMnO → CH3COOH Ethanol Ethanoic acid  1
What happens when bromine water is added to ethene gas ?,Ethene gas decolourises the brown colour of bromine water.
Why is pure ethanoic acid called glacial ethanoic acid (or glacial acetic acid) ? ,"When pure ethanoic acid is cooled, it freezes to form a colourless, ice-like liquid. This pure ethanoic acid is called ethanoic acid (or glacial acetic acid). 1"
