questions,answers
What does the H-zone of a sarcomere in a myofibril contain?,Each sarcomere consists of an A-band in the middle with halves of two I-bands on its two sides.
Name the tissue which connects muscles to a bone.,The tissue which connects muscles to a bone is tendon.
What kind of muscle fibres form the extensor muscle on the back of human body? How do these fibres help?,"Red muscles fibres form the extensor muscle. They are rich in mitochondria and myoglobin, hence provide more energy for movement."
Which is the strongest bone in man?,Tibia in the leg is the strongest bone in man.
Vertebral column has 33 bones but we can see only 26. Why?,We can see only 26 bones in vertebral column because five sacral vertebrae are fused to form one sacrum and four coccygeal vertebrae are fused to form one coccyx.
Write down vertebral formula of humans.,"C7T12L5S(5)C(4) Cervical = 7, Thoracic = 12, Lumbar = 5, Sacral -5 (fused), Coccyx = 4 (fused)"
Q. 7 Why last two pairs of ribs are known as floating ribs?,Last two pairs of ribs are known as floating ribs because their anterior ends are not attached to either the sternum or the cartilage of another rib.
What is the function of supinator muscles?,The supinator muscle rotates the fore-arm to turn the palm upward or forward.
What is myology?,Lower jaw or mandible is the only movable bone of the skull.
Define locomotion.,Movement of the whole organism from place to place is called locomotion. 
"Name the cavity in the girdle, into which the head of femur fits.",(i) Single unit smooth muscle. (ii) Multi unit smooth muscles.
What is the function of an 'abductor muscle'?,The contraction of abductor muscles moves the whole limb away from the median axis of the body.
What is the function of myoglobin?,Myoglobin binds and stores oxygen as a oxymyoglobin in the red fibres.
How is axial skeleton differentiated?,"The axial skeleton in human is differentiated into skull, vertebral column and ribs."
Name the bones of the arm.,"The arm consist of the following bones: (a) Humerus, (b) Radius, (c) Ulna, (d) Carpals, (e) Metacarpals, (f) Phalanges."
Q. 20.What are the functions of ribs?,Ribs protect the delicate organs in the thoracic cavity. It also provides the surface for attachment of the muscles concerned with respiratory mechanism.
Q. 21.Name two proteins found in filament of I-band of a sarcomere. ,Actin and myosin.
Why is human skull described as dicondylic?,Human skull is described as dicondylic because it articulates with the first vertebrae of the vertebral column by means of two occipital condyles.
Name the kind of skeletal joint which permits movements in a single plane only.,"Hinge joint e.g., elbow joint, knee joint. "
What lubricates the freely movable joint at the shoulder?,Synovial fluid lubricates the freely movable joint at the shoulder.
What causes Gouty arthritis in humans?,Gouty arthritis is caused by excessive formation of uric acid.
How many types of arthritis are there? Name them.,"There are three types of arthritis: (i) Rheumatoid, (ii) Gout, (iii) Osteoarthritis."
What is sprain?,"A sprain is a twisting of a joint without dislocating it. In this, there is a damage of ligaments, tendons, muscles and nerves."
What is cramp?,Cramp is a condition when a muscle contracts and it does not relaxes again.
Name the auto - immune disorder which affects neuromuscular junction.,Myasthenia gravis.  
