questions,answers
Describe briefly the experiment conducted by T.W. Engelmann.,Engelmann split light into its spectral components by the prism and then illuminated 𝐶𝑙𝑎𝑑𝑜𝑝ℎ𝑜𝑟𝑎 (a green alga) placed in a suspension of aerobic bacteria. He found that bacteria accumulated in the region of blue and red light of the split spectrum. He thus discovered the effect of different wavelengths of light on photosynthesis and plotted the first action spectrum of photosynthesis.
Why does chlorophyll appear green in reflected light and red in transmitted light ? Explain the significance of these phenomenon in terms of photosynthesis.,"In reflected light, the chlorophyll appears red because of fluorescence. The light absorbed by chlorophyll molecules loses its energy and emits wavelengths corresponds to red colour. In transmitted light, chlorophyll appears green because it absorbs only light of wavelengths correspond to green colour."
Explain the following:    (i) There will be no life without photosynthesis. (ii) There is no oxygen evolution in bacterial photosynthesis. (iii) Chlorophyll a is an essential photosynthetic pigment.,"(i) For existence of life, food and O2 are very essential. Photosynthesis is the only process which can trap solar energy and can synthesis food for own and all other organisms. During photosynthesis, O2 is given out and CO2 is taken. So, it keeps balance of O2 and CO2 in nature. Thus, photosynthesis is essential for existence of life. (ii) In bacterial photosynthesis, the raw material of the supply of proton (H +) is H2 S. than H2 O. Thus, there is production of Sulphur and not oxygen. (iii) Chlorophyll-b and other pigments of a reaction centre or photosystem absorb solar energy and transfer it to chlorophyll-a. Ultimately it is the chlorophylI-a that initiates the photosynthesis process. "
What is difference between cyclic and non-cyclic photophosphorylation ? , (i)  (ii)  (iii)  Cyclic photophosphorylation It is a process of photophosphory- lation in which an electron expelled by the excited photo- centre is returned to it after passing through a series of electron carriers It is performed by photosystem I (PSI) only. It synthesises only ATP.  Non-cyclic photophosphorylation It is a normal process of photo phosphorylation in which the electron expelled by the excited photocentre does not return to it. It is carried out in collaboration of both photosystem I and II. Non-cyclic Photophosphorylation is not only connected with ATP synthesis but also production of NADPH. 
What is non-cyclic photophosphorylation ? Describe the process. Why is the process referred to as non-cyclic ? ,Non-cyclic photophosphorylation is the process in which electrons emitted from P680 molecule does not return to it but another electron comes from photolysis of water. It involves both PS I and PS II.
Certain plants growing in tropical region suffer from photorespiratory loss. How do they overcome it? Mention the anatomical adaptation. Mention the first stable CO2 fixation product and the enzyme responsible for it.  ,"Plants like sugarcane, maize shows C4 pathway for the CO2 fixation during the photosynthesis to oercome the problem of photorespiration which is energy consuming process. These plants have kranz anatomy. In kranz anatomy, the mesophyll is undifferentiated and its cells occur in concentric layers around vascular bundles. Vascular bundles are surrounded by large sized bundle sheath cells. The choloroplast of mesophyll cells are smaller and perform light reaction of photosynthesis and also possess PEPcase for the CO2 fixation. The first stable product of C4 pathway is oxalo-acetic acid. The enzyme responsible for the fixation of atmospheric CO2 is PEP Carboxylase (Phosphoenol Pyruvate Carboxylase)."
Represent systematically the process of ATP synthesis through chemiosmosis in chloroplast. ,
Differentiate between 𝐂𝟑 plants and 𝐂𝟒 plants.   ,S.No.  𝐂𝟑 plants  (i)  Photosynthesis occurs in in mesophyll tissues  (ii)  The carbon dioxide acceptor is RuBisCO Kranz anatomy is absent. The 1st stable compound formed is 3 C compound called 3-Phospho Glyeric acid (PGA). The optimum temper ature is 20-250 C Photorespirtory loss is high.  (iii) (iv)  (v) (vi)  𝐂𝟒 plants Photosynthesis occurs both in mesophyll and undle sheath cells The carbon dioxide acceptor is PEP carboxylase Kranz anatomy is present. The 1st stable compound is carbon oxaloacetic. Acud (OAA.) The optimum temperature is 35-440C. Photresgiration does not take place. 
What is cyclic photophosphorylation? Describe the process using a flow diagram. Why is the process referred to as cyclie? ,Cyclic photophosphorylation: It is the process ot emission of electron from P700 molecule after taking energy from sunlight. Electrons passes to a number of reducing agents and return to P700 molecule after giving energy to ADP molecule which form ATP. 
Expand the abbreviation RuBP What is its role in photosynthesis?,"Full form of RuBP is Ribulose 1, 5 biphosphate. RuBP is the first acceptor of atmospheric CO2 during dark reaction of photosynthesis. The reaction is called carboxylation. 6RuBP + 6 CO2 + 6 CH2 O → Unstable 6C compound → 3PGA RuBP is regenerated during final formation of sugar molecule."
