questions,answers
Which enzyme is required for the synthesis of ATP?,ATP synthetase.
Name the substance or product common to both aerobic as well as anaerobic pathway.,Pyruvic acid.
What role is played by ATPase?,"ATPase helps in the formation of ATP from ADP, Pi and energy by downward flow of protons."
In what form the energy released by oxidation is stored in the body?,In high - energy bonds of ATP.
What does glycolysis literally means?,Glycolysis literally means sugar splitting.
Which intermediate compound is a connecting link between glycolysis and Kreb's cycle?,Acetyl CoA is a connecting link between Glycolysis and Kreb's cycle.
What is terminal oxidation?,It is the name of oxidation found in aerobic respiration that occurs towards the end of catabolic process and involves the passage of both electrons and protons of reduced co enzymes to oxygen.
What is phosphorylation?,Phosphorylation is the reaction through which ATP is synthesized from ADP and inorganic phosphate.
What is photophosphorylation?,Light driven synthesis of ATP is called photophosphorylation.
What is significance of F 0 – F1 combination in mitochondria?,It maintains the proton gradient on the two sides of the membrane.
Why is R.Q. is less than one for fats?,"A fat molecule contains less oxygen as compared to carbon, hence, consume more oxygen and evolve less CO 2. "
What role is played by ATPase?,"ATPase helps in the formation of ATP from ADP, Pi and energy by downward flow of protons."
What is the full form of EMP pathway?,EMP = Embden - Mayerhof - Parnas pathway.
What is respirometer?,Instrument for measuring respiratory quotient as well as rate of respiration is called as respirometer.
Why oxygen is the ultimate acceptor of electrons in ETS?,Oxygen is the ultimate acceptor of electron is ETS because it becomes reactive and combines with protons to form metabolic water.
What is proton gradient?,The difference in the proton concentration on the outer and inner side of the inner mitochondrial membrane is known as proton gradient.
What are the alternative names for pentose phosphate pathway?,The alternative names for pentose phosphate pathway are oxidative phosphate pathway and Hexose monophosphate shunt (HMP).  
