questions,answers
Which is the innermost membrane in meningitis?,Pia meter.
What constitutes brain stem?,"The medulla oblongata, pons varolii and mid brain are collectively called the brain stem."
How diameter of an axon affects the speed of an impulse?,The impulse travels slower in a thinner fibre than in a thicker one.
What is arbor vitae?,The potential difference in charge on either side of the plasma membrane of a resting neuron is called as the resting potential.
What are meninges?,It performs two functions: (i) The stimuli are passed from and to the brain through the spinal cord. (ii) It is the centre of spinal reflex action. (Any two)
Name the longest cranial nerve.,Vagus nerve is the longest cranial nerve.
What does the term stimulus mean?,A stimulus is sudden change in the environment which is strong enough to excite the nerve or muscle or organism as a whole.
What is the nature of the nerve impulses?,The nature of the nerve impulse is electrochemical.
How is the shape of the cornea maintained?,An aquenous fluid called ‘aqueous humour’ supplies nutrients to the cornea and thus maintain its shape.
"Name the exposed, transparent part of the eyeball.","Cornea is the exposed, transparent part of the eyeball."
Name the bones which help in hearing. ,"Malleus, incus and stapes."
Why does a red coloured cloth look black in the evening?,The red coloured cloth appear black in the evening because only rod cells function in the dim light.
What is the function of eustachian tube?,Eustachian tube acts as a ventilator and helps in equalising air pressure on the two sides of the tympanic membrane.
Name the fluid in which the membranous labyrinth of the inner ear floats.,Perilymph.
What is otolith?,Small Particles of calcium salts in the ears of vertebrates are called otolith
why blind spot in the eye is devoid of vision?,"It is due to the absence of photoreceptors cells, rods and cones in that region."
What is binocular vision?,"When both the eyes can be focused simultaneously on a common object it is called binocular vision 𝑒. 𝑔., humans."
What are ceruminous glands?,"These are modified sweat glands found in ear, which secrete a waxy substance-the cerumen which prevents the entry of foreign bodies into the ear."
What is a yellow spot?,It is an area of retina in a human eye which contains only cone cells and no rod cells.
Which structure in the inner ear contains hair cells that act as auditory receptors?,The organ of corti contains hair cells.
Name the three layers of cells contained in the retina from inside to outside.,"Ganglion cells, bipolar cells and photoreceptor cells."
Name the three divisions of the bony labyrinth which is formed by the cochlear membrane.,(i) upper scala vestibuli (ii) middle scala media (iii) lower scala tympani 
Name the jelly like fluid present in eye ball which cannot be replaced in significant quantity.,Vitreous humour.
Why cornea can be transplanted easily?,Eornea can be transplanted as it non-vascular laver.  
