questions,answers
Glucagon is known as hyperglycemic hormone. Why? (KVS Mumbai 2016),Glucagon is known as hyperglycemic hormone because glucagon stimulates the liver to convert stored glucagon into glucose and increases the level of blood glucose.
a and 𝛃 islet of Langerhans secretes two hormones to maintain the glucose balance in blood. Name them. (DDE 2017),α - cell: Glucagon β – cell: Insulin
Which hormone regulates calcium balance in body?,Parathormone regulate calcium balance in body.
What are neurohormones?,Hormones secreted by neurosecretory cells of hypothalamus are called neurohormones.
Name the largest and smallest endocrine glands found in man.,Largest endocrine gland-Thyroid gland. Smallest endocrine gland-Pituitary gland.
What is endocrinology?,The branch of science which deals with the study of endocrine glands or hormones is called endocrinology.
What is the source of progesterone hormone?,Progesterone hormone is secreted by the corpus luteum of ovary.
What is the function of glucocorticoids?,"They regulate the metabolism of carbohydrates, fats and proteins."
How does hormone reach target organ?,Hormone reach target organ through blood stream.
Who discovered hormone for the first time?,Bayliss and Sterling discovered hormone for the first time.
"If the tadpoles are administered with thiourea, then what will happen?","If the tadpoles are administered with thiourea, they will change into giant tadpole. "
What is precocious puberty?,Early maturation of ovaries and testis before the age of 9 and 10 years in girls and boys.
Name the glands of emergency.,Adrenals are known as glands of emergency.
Name the gland that secretes vasopressin.,It is secreted by posterior lobe of the pituitary gland.
Q. 16 What are the growth factors?,Some non-endocrine tissues produce hormones named as the growth factors. They are necessary for the normal growth of tissues and their repairing or the regeneration.
Name the hormone secreted from the outermost layer of adrenal cortex.,Mineralo-corticoids hormone is secreted from the outermost layer of adrenal cortex.
"Why do the bones of a pregnant women soften, if she does not take sufficient calcium in her food?","The increased demand of calcium by the developing foetus stimulates secretions of parathormone, which, in turn causes increased mobilisation of bone minerals into the blood and thus softening of the bones."
Name the blood vessel that transports hormones from the hypothalamus to the anterior pituitary.,Hypophyseal portal vein.
Name the hormone secreted by pineal body.,Melatonin is the hormone secreted by pineal body.
What is pancreozymin? Give its function.,Pancreozymin is a hormone released from duodenal mucosa. It stimulates pancreas to secrete digestive enzymes.
What is ANF?,Atrial wall of human heart secretes a peptide hormone called atrial natriuretic factor which decreases blood pressure by dilation of the blood vessels.
Name the hormones secreted from ovarian follicles.,"The ovaries consist of large number of ovarian follicles which secretes three hormones: (i) Estrogen, (ii) Progesteron, (ii) Relaxin."
Which hormone is responsible for sex-urge?,Testosterone is responsible for the sex-urge and affinity for a female partner. 
What are catecholamines?,Adrenaline and nor-adrenaline are collectively known as catecholamines.
Name the hormones secreted by adrenal cortex.,"The hormones secreted by adrenal cortex are : (a) Mineralocorticoids, (b) Glucocorticoids, (c) Gonadocorticoids."
What is the function of cortisol?,Cortisol increases gluconeogenesis.
What is libido?,Androgens act on the central neural system and influence the male sexual behaviour and is called libido.
How does atrial natriuretic factor (ANF) reduce the blood pressure?,"When blood pressure is increased, ANF is secreted which causes dilation of blood vessels thereby reducing blood pressure."
Name the hormone and its source which stimulates the formation of RBCs (erythropoiesis).,The cells of juxtaglomerular complex in the kidney produce a peptide hormone erythropoietin which stimulates erythropoiesis.
"Which endocrine gland is considered ""the throne of immunity""?",Thymus.
Name the amino acid from which thyroxine is synthesized.,Tyrosine.
Name the bony cavity in which pituitary gland is located.,Sella tursica.
What does hormone regulates?,"Hormone regulates metabolism, growth as well as the development of our organs, endocrine organs and the cells."
What acts as second messenger in hormone,"cAMP and IP3, Ca++ etc., acts as second messenger in hormone action."
What are extracellular receptors?,Hormone receptors present on the cell membrane of target cells are called membrane bound receptors or extracellular receptors. 
What is goitre?,Lack of iodine in our diet results in goitre. It is associated with hypothyroidism.
Name any two diseases of hypothyroidism.,"Cretinism, Myxoedema."
Name the hormone whose deficiency causes diabetes insipidus.,The hormone whose deficiency causes diabetes insipidus is Antidiuretic hormone (ADH) or vasopressin.
What is the cause of abnormal elongation of long bones of arms and legs and of the lower jaw?,Oversecretion of growth hormone after adolescence.
How is acromegaly caused?,Acromegaly is usually caused by a tumour of the anterior pituitary lobe.
Mention the two causes of Cretinism.,The two causes are: (i) The primary failure of thyroid gland itself. (ii) An inadequate supply of iodine in diet or otherwise.
Define female hypogonadism.,It is the cessation of menstrual cycle by hyposecretion of estrogen.  
