questions,answers
"Name the monomers which are linked by (i) peptide bond, (ii) glycosidic bond to make their polymers. ",(i) Peptide bond-Amino acids (ii) Glycosidic bond-Monosaccharide units
Name the smallest amino acid and draw its structure. ,Smallest amine acid is glycine. 
How many types of amino acids are found to occur in proteins? 2017]  [KVS Agra ,20
What is Glycosidic bond?   ,"Glycosidic Bond: It is a bond formed during the condensation of monosaccharides for the formation of oligosaccharides and polysaccharides. 𝐸. 𝑔., Cellulose."
Which is the common sugar found in animals?,Glucose is the common sugar found in animals.
What is the other name given to carbohydrates?,Saccharides.
What are glycans?,"Glycans are polysaccharides, they are made up of sugars."
How many polypeptide chains are present in an multimeric protein?,A protein having two or more polypeptides is called multimeric proteins.
Why starch turns blue black with iodine?,Appearance of blue colour with the addition of iodine is due to its reaction with amylose fraction of starch.
Name the sugar found in fruits.,Fructose.
What are lipids? ,Lipids are the esters of fatty acids.
What are micro-nutrients?,Iron in ferritin.
What is the role of myoglobin?,Myoglobin attaches to one atom of oxygen.
What is peptidoglycan?,Peptidoglycan are composed of polysaccharide chains cross - linked by short peptides. These are found in cell wall of bacteria and blue-green algae.
Name one fibrous and one globular protein.,Myosin and actin are fibrous proteins. Egg albumin and glutelins are globular proteins.
Lipids are not biomacromolecules. Why?,Because their molecular weight does not exceed 800 Da and they are very small molecular mass compounds. 
Who proposed secondary structure of DNA?,Watson and Crick.
What are amphipathic lipids?,Lipid molecules which possess both hydrophilic and hydrophobic properties are called amphipathic lipids.
Name the polymer which make the exoskeleton of insects.,Chitin a polymer of glucosamine forms the exoskeleton of insects.
What is the name given to the inactive form of trypsin?,Trypsinogen.
Name a protein which act as a carrier.,Haemoglobin.
Name the enzyme present in the saliva.,Salivary amylase or ptyalin.
What do you understand by amphoteric nature of proteins?,"A chemical, like protein, carrying both positive and negative charge is called amphoteric."
Define isoelectric point.,Isoelectric point of the amino acid is defined as the point at which a molecule exist as zwitter ion with no net charge.
Which macromolecules in the cells have phosphodiester bonds? 13]  [KVS 2012- ,Nucleic acids (DNA and RNA).
What do you mean by PUFA?,Poly Unsaturated Fatty Acid.
What is activation energy?,Activation energy is the initial input of the energy required to initiate a reaction. 
What is zymogen?,The inactive state of enzyme is called zymogen or proenzyme.
What are ligases?,Ligases are the enzymes that join two substrate molecules. 
Define allosteric modulation or feedback inhibition.,It is an irreversible inhibition of enzyme activity by the presence of a substance that has no structural similarity with the substrate.
Who coined the term enzyme?,Kuhne coined the term enzyme.
What is an active site?,The part of enzyme that take part in catalyzing biochemical reaction is called active site.
In which case a cofactor becomes a prosthetic group?,A cofactor that firmly attaches to the apoenzyme is called prosthetic group.
Define isozymes.,The multiple molecular forms of an enzyme occurring in the same organism and having a similar substrate activity are called isozymes.
What is a holoenzyme?,"The complete conjugate enzyme, consisting of an apoenzyme and a cofactor, is called holoenzyme."
What are hydrolases?,Hydrolases break up large molecules into smaller ones with the help of hydrogen and hydroxyl groups of water molecules.
What is inhibitor?,A substance which binds to enzyme and does not allow substrate to bind with the enzyme. This reduces the activity of the enzyme.
What is turn over number?,The number of substrate molecules changed per minute by a molecule of enzyme is called turn over number.  
