questions,answers
"State the type of force-balanced or unbalanced, that acts on a rubber ball when we press it between our hands. Give reason for your answer and mention the effect produced in the ball by this force. ","Balanced, because when we press the ball, an equal and opposite force is developed changing the shape of ball.  1"
Plot the velocity - time graphs showing + a and – a. How is distance calculated from velocity - time graph ? ,+a v –a v t t Distance from velocity - time graph can be calculated by finding the area beneath the graph.
Enumerate the differences between speed and velocity in a tabular form. ,"Zero, as the body possesses uniform velocity."
What does the area under the velocity-time graph give ?,It gives the magnitude of displacement of the object.
What is the shape of velocity-time graph for nonuniformly accelerated motion ?,The velocity-time graph for non-uniformly accelerated motion can have any shape.
Is the motion of a body uniform or accelerated if it goes round the sun with constant speed in a circular orbit ?,"It is accelerated, as its velocity changes due to change in direction. 2 Marks each"
What is the difference between uniform velocity and non-uniform velocity ?,"Uniform Velocity : An object with uniform velocity covers equal distances in equal intervals of time in a specified direction e.g., an object moving with speed of 40 km h–1 towards west has uniform velocity. Non-uniform Velocity : When an object covers unequal distances in equal intervals of time in a specified direction, or if the direction of motion changes, it is said to be moving with a non-uniform or variable velocity. e.g., revolving fan at a constant speed has variable velocity."
What do you understand by instantaneous velocity? ,"Instantaneous velocity is the velocity of a body at any particular instance during its motion. For example, the instantaneous velocity of a motorcycle at a particular instance is 40 kmh–1 if it is moving at 40 km h–1 at that particular instance. It is measured by the speedometers on the vehicles. 2"
What is non-uniform or variable acceleration ? ,"If the velocity of an object changes by unequal amounts in equal intervals of time, the object is said to be in non-uniform or variable acceleration e.g., if the speed of a bus travelling along a straight road increases by unequal amounts, then the bus is moving with non-uniform acceleration."
What is negative acceleration ? ,"If the velocity of a body decreases with time, then its final velocity is less than the initial velocity and thus its acceleration is negative. Negative acceleration is called retardation or de-acceleration. For example, when brakes are applied to a moving truck, its velocity gradually decreases. In other words, it is under retardation."
What are the characteristics of the distance-time graph for an object moving at a uniform speed ? ,The characteristics of distance-time graph for an object moving with uniform speed are :  It is always a straight line.  The uniform speed of the moving object is equal to the slope of the straight line plotted. s2 s1 t1 t2 Time 
What are the uses of a distance-time graph ? ,"The various uses of a distance-time graph are as follows :  It tells us about the position of the body at any instance of time.  From the graph, we can see the distance covered by the body during a particular interval of time.  It also gives us information about the velocity of the body at any instance of time.  1 + 1"
Orbit of an artificial satellite at distance 42260 km from earth is circular. It completes one revolution around the earth in 24 hours. Calculate its linear speed. ,"Linear speed in uniform circular Motion = circumference time 2π r t Given: r = 42,260 km, t = 24h v = 2 × 3.14 × 42260 ÷ 24 = 11058.03 km/hr"
Consider the situation shown in fig. below : The X-axis is in metres :  What is the position of a particle when it is at P1 and when it is at P2 ?  Are the positions same ?  Are the two distances of the particle from the origin same ?  P2 12 : 00 noon 12 : 30 pm  Is the car moving with constant speed ?  What is the average speed ?  Which duration represents the maximum velocity ? ," As the distance travelled in equal time intervals are not equal so car is not moving with constant speed.  		Total distance covered = 60 km Total time taken = 2 hr total distance travelled Average speed = total time taken = 30 km/h.  Between 12 : 00 noon to 12 : 30 pm, velocity is maximum."
Name the motion when distance travelled by an object decreases with time. Also show the distance time variation. ,If the distance decreases with time then motion is called non-uniform motion. Slope of the graph will be negative. 11 : 00 am Slope at A is greater than at B
A cyclist travels 3/4 of a circular track from A to B as shown in figure. The radius of the circular track is 400 m.  400m 45° 400m Distance from origin point  10 : 30 am Time  P1," The position of the particle is 		 x = 2 m  		 x = – 2 m , ½ + ½  The two positions are not same as they are in different directions.  The distances of the particle from the origin in the two positions are same and is equal to 2 metres."
Study the table : Time 11 : 30 am Dist ance  Di st ance   What is the distance travelled by the cyclist ?  What is the displacement ?, Circumference = 2πr Circumference of circle × 2πr = 1885·71 m  The displacement is the shortest path between A and B. AB = 2 + 2 = 2 + 2 = 400 2 m
"State the reason, why velocity-time graph can never be a straight line parallel to velocity axis ? ",This is not possible because it would mean that velocity is increasing without increase in time i.e. acceleration is infinite and infinite acceleration is practically impossible.
"Define speed and velocity. Write their SI units. A body is moving with a velocity of 15 m/s. If the motion is uniform, what will be the velocity after 10 s ? ","Speed is the distance travelled by an object in a given time. Its SI unit is m/s. Velocity is the speed of an object moving in a definite direction. SI unit of velocity is same as speed i.e. m/s. As the motion of the body is uniform the velocity remains constant i.e. 15 m/s even after 10 s . 3 Marks each From equations  and  we get  S = 2a 2as = v2 – u2 or,"
"Using velocity-time graph of uniformly accelerated motion along a straight line, derive the equation for position-velocity relation.","Velocity-time graph of an object that moves under uniform acceleration. Since, average speed = E v 		average velocity = Net Displacement Total time taken The magnitudes of both will be equal when the total distance travelled is equal to displacement. This happens when an object moves in straight line and in unidirectional motion. u Total distance travelled Total time taken"
"Name the physical quantities denoted by :  the slope of the distance–time graph t  the area under velocity–time graph Equation for position-velocity relation : From the graph, the distance travelled by the object in time t, moving under uniform acceleration a is given by the area enclosed within the trapezium OABC under the graph. That is, S = t t = v−u a", Speed  .... 
"A biker rides 700 m north, 300 m east, 400 m north, 600 m west, 1200 m south, 300 m east and finally 100 m north. Draw the path of motion of the biker. What distance did he cover ? What was his displacement ?  .... ", Acceleration = AB  Retardation = CD  s = Area of ∆AEB 600 m = ½ × 4 × 4 = 8 m2
Define velocity and acceleration. Is it possible for a body to have zero velocity but constant acceleration ? Justify your answer. 400 m 300 m  ,"Velocity : Rate of displacement. Yes, when the body is just released, u = 0 700 m 1200 m Acceleration : Rate of change of velocity. but g = 10 m/s2"
Represent velocity-time graph. State two advantages of plotting this graph. ,Velocity - Time graph showing an object with constant acceleration 100 m 300 m Total distance he covered = 700 m + 300 m +400 m + 600 m + 1200 m + 300 m + 100 m His displacement was zero as he returned back to the point of start.
A body can have zero average velocity but not zero average speed. Justify giving an example. ,"Average velocity = Net displacement/time taken Average speed = Total distance/time taken Net displacement can be zero but total distance cannot be zero. So, average velocity can be zero but average speed cannot be zero.  3"
A cyclist goes once round a circular track of diametre 105 metres in 5 minutes. Calculate his speed. ,"Here, diameter = 105 m, radius  = t Time taken t = 5 × 60 = 300 s 2π r Speed, V = = 1·10 m/s t  2 Velocity  x"
Define distance and displacement. A body covers one complete revolution around a circular park of circumference 176 m in 4 minutes. Find the displacement of the body after 6 minutes. ,The path travelled by a body is called distance. Displacement is the shortest distance between initial and final points.
