question,answer,context
Describe in short five methods by which you can increase the yield of crops and livestock. ,Canal system. Such a system receives water from rivers or from one or more reservoirs. It consists of main canals to which are attached many branch canals. These branch canals are connected to distributaries. Distributaries distribute water to the fields.,"India has a wide variety of water resources and a highly varied climate. Under such conditions, several different kinds of irrigation systems are adopted to supply water to agricultural lands depending on the kinds of water resources available. These include wells, canals, rivers and tanks. • Wells: There are two types of wells, namely dug wells and tube wells. In a dug well, water is collected from water bearing strata. Tube wells can tap water from the deeper strata. From these wells, water is lifted by pumps for irrigation. • Canals: This is usually an elaborate and extensive irrigation system. In this system canals receive water from one or more reservoirs or from rivers. The main canal is divided into branch canals having further distributaries to irrigate fields. • River Lift Systems: In areas where canal flow is insufficient or irregular due to inadequate reservoir release, the lift system is more rational. Water is directly drawn from the rivers for supplementing irrigation in areas close to rivers. • Tanks: These are small storage reservoirs, which intercept and store the run-off of smaller catchment areas. Fresh initiatives for increasing the water available for agriculture include rainwater harvesting and watershed management. This involves building small check-dams which lead to an increase in ground water levels. The check-dams stop the rainwater from flowing away and also reduce soil erosion.
 "
 A farmer wants to harvest more than two varieties at a time from his crop field. He has no idea about the cropping patterns. Suggest him one method to get the desired result. Also state three advantages of this cropping pattern.  Name any two fodder crops. , Mixed cropping. Advantages of mixed cropping :  Reduces risk  Insurance against failure of one crop 		 Gives variety in crop yield  Fodder crops : Barseem / Oats / Sudan grass.,"all be of the same variety and germinate under the same conditions. Cultivation practices and crop yield are related to weather, soil quality and availability of water. Since weather conditions such as drought and flood situations are unpredictable, varieties that can be grown in diverse climatic conditions are useful. Similarly, varieties tolerant to high soil salinity have been developed. Some of the factors for which variety improvement is done are: • Higher yield: To increase the productivity of the crop per acre. • Improved quality: Quality considerations of crop products vary from crop to crop. Baking quality is important in wheat, protein quality in pulses, oil quality in oilseeds and preserving quality in fruits and vegetables. • Biotic and abiotic resistance: Crops production can go down due to biotic (diseases, insects and nematodes) and abiotic (drought, salinity, water logging, heat, cold and frost) stresses under different situations. Varieties resistant to these stresses can improve crop production. • Change in maturity duration: The shorter the duration of the crop from sowing to harvesting, the more economical is the variety. Such short durations allow far mers to grow multiple rounds of crops in a year. Short duration also reduces the cost of crop production. Uniform maturity makes the harvesting process easy and reduces losses during harvesting. • Wider adaptability: Developing varieties for wider adaptability will help in stabilising the crop production under dif ferent envir onmental conditions. One variety can then be grown under dif ferent climatic conditions in different areas. • Desirable agronomic characteristics: Tallness and profuse branching are desirable characters for fodder crops. Dwarfness is desired in cereals, so IMPROVEMENT
 IN
 that less nutrients are consumed by these crops. Thus developing varieties of desired agronomic characters help give higher productivity.
 15.1.2 (iii) CROPPING PATTERNS Different ways of growing crops can be used to give maximum benefit. Mixed cropping is growing two or more crops simultaneously on the same piece of land, for example, wheat + gram, or wheat + mustard, or groundnut + sunflower. This reduces risk and gives some insurance against failure of one of the crops. 207
 "
"Cross breeding programme is successfully done in poultry farming. Enlist some desirable traits for which, cross breeding is done in poultry birds. ","The desired traits include :  Number and quality of chicks : The cross bred variety should produce good quality chicks in large quantities.  Dwarf broiler parent for commercial chick production.  Summer adaptation capacity : The variety should be adaptable to survive in high temperature and different climatic conditions.  Low maintenance requirement : It is also one of the important trait desired to decrease investment.  Reduction in the size of the egg laying bird with ability to utilize more fibrous cheaper diets formulated using agricultural by-products. 3 5 Marks each  By minimizing the application of fertilizers and pesticides.  By adopting integrated farming practices, e.g., combining agriculture with livestock.  By promoting the usage of livestock excreta for production of compost, we can supply required nutrients through soil.","15.2.2 POULTRY FARMING Poultry farming is undertaken to raise domestic fowl for egg production and chicken meat. Therefore, improved poultry breeds are developed and farmed to produce layers for eggs and broilers for meat. The cross-breeding programmes between Indian (indigenous, for example, Aseel) and foreign (exotic, for example, Leghorn) breeds for variety improvement are focused on to develop new varieties for the following desirable traits— (i) number and quality of chicks;
 "
 What is meant by composite fish culture ?  What is the basis of selecting the different species of fish ?  Which method is used to get pure fish seed ?, Combination of 5 or 6 fish species in a single fish pond.  Species are selected so that they do not compete for food. Food available in all parts of the pond is utilized. This increases fish yield  Hormonal Stimulation  5 Detailed answer :  Composite fish culture is the poly culture system in which combination of 5 or 6 fish species are selected and grown in a single fish bond.  The selection of different species of fish is done so that they do not compete for food and the food available in all the parts of the pond is utilized. This increases the fish yield.  Hormonal stimulation.,"As marine fish stocks get further depleted, the demand for more fish can only be met by such culture fisheries, a practice called mariculture.
 15.2.3 (ii) INLAND FISHERIES Fresh water resources include canals, ponds, reservoirs and rivers. Brackish water resources, where seawater and fresh water mix together, such as estuaries and lagoons are also important fish reservoirs. While capture fishing is also done in such inland water bodies, the yield is not high. Most fish production from these resources is through aquaculture. Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field. More intensive fish farming can be done in composite fish culture systems. Both local and imported fish species are used in such systems.
 15.2.3 (ii) INLAND FISHERIES Fresh water resources include canals, ponds, reservoirs and rivers. Brackish water resources, where seawater and fresh water mix together, such as estuaries and lagoons are also important fish reservoirs. While capture fishing is also done in such inland water bodies, the yield is not high. Most fish production from these resources is through aquaculture. Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field. More intensive fish farming can be done in composite fish culture systems. Both local and imported fish species are used in such systems.
 (e) (f) Fig. 15.6: (a) Catla (b) Silver carp (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp
 One problem with such composite fish culture is that many of these fish breed only during monsoon. Even if fish seed is collected from the wild, it can be mixed with that of other species as well. So, a major problem in fish farming is the lack of availability of goodquality seed. To overcome this problem, ways have now been worked out to breed these fish in ponds using hormonal stimulation. This has ensured the supply of pure fish seed in desired quantities.
 uestions 1. How are fish obtained? 2. What are the advantages of composite fish culture?
 "
“Continuous use of fertilizers destroys soil fertility”. Hence long term use of fertilizers is substituted by different cropping pattern. Discuss three new techniques of cropping pattern of their significance. ,"Three different cropping patterns, namely mixed cropping, intercropping, and crop rotation are generally practised.  Mixed cropping allows two or more crops to be sowed simultaneously in the same land. Wheat and gram, wheat and mustard, ground nut and sunflower etc. are some common examples of mixed cropping. Mixed cropping also increases soil fertility by maintaining microbial diversity. In mixed cropping, crops are chosen in such a way that they require different amounts of minerals.  Intercropping allow farmers to grow two or more crops simultaneously in the same field in a definite pattern. For example, cauliflower and chilli plants are grown together in alternating rows. To ensure the maximum utilization of nutrients applied, crops are selected in such a way that their nutrient requirements are different. Other examples include soyabean and maize, finger miller  and cowpea  etc.  Crop rotation is the practice of growing two or more varieties of crops in the same region in sequential seasons. A common example of crop rotation is to cultivate maize followed by soyabean. This system also helps in preventing crops from pests and diseases. The crops selected, vary in nutrient requirements. This ensures complete and uniform utilization of nutrients.","15.1.2 (iii) CROPPING PATTERNS Different ways of growing crops can be used to give maximum benefit. Mixed cropping is growing two or more crops simultaneously on the same piece of land, for example, wheat + gram, or wheat + mustard, or groundnut + sunflower. This reduces risk and gives some insurance against failure of one of the crops. 207
 Inter-cropping is growing two or more crops simultaneously on the same field in a definite pattern (Fig.15.2). A few rows of one crop alternate with a few rows of a second crop, for example, soyabean + maize, or finger millet (bajra) + cowpea (lobia). The crops are selected such that their nutrient requirements are different. This ensures maximum utilisation of the nutrients supplied, and also prevents pests and diseases from spreading to all the plants belonging to one crop in a field. This way, both crops can give better returns.
 Fig. 15.2 : Intercropping
 The growing of different crops on a piece of land in a pre-planned succession is known as crop rotation. Depending upon the duration, crop rotation is done for different crop combinations. The availability of moisture and irrigation facilities decide the choice of the crop to be cultivated after one harvest. If crop rotation is done properly then two or three crops can be grown in a year with good harvests.
 "
 List the different ways in which biotic and abiotic factors affect stored food grains ?   What preventive and controlling measures need to be taken before and after storing the grains ?  Name two weeds. ," Biotic factors like insects, rodents, fungi, mites and abiotic factors like inappropriate temperature and moisture cause degradation in quality, loss in weight, poor germination, discolouration of produce, all leading to poor marketability.  The preventive and control measures include strict cleaning of the produce before storage, proper drying of the produce first in sunlight and then in shade and fumigation using chemicals.  Xanthium and Parthenium.","15.1.3 CROP PROTECTION MANAGEMENT Field crops are infested by a large number of weeds, insect pests and diseases. If weeds and pests are not controlled at the appropriate time then they can damage the crops so much that most of the crop is lost. Weeds are unwanted plants in the cultivated field, for example, Xanthium
 (gokhroo), Parthenium (gajar ghas), Cyperinus rotundus (motha). They compete for food, space and light. Weeds take up nutrients and reduce the growth of the crop. Therefore, removal of weeds from cultivated fields during the early stages of crop growth is essential for a good harvest. Generally insect pests attack the plants in three ways: (i) they cut the root, stem and leaf, (ii) they suck the cell sap from various parts of the plant, and (iii) they bore into stem and fruits. They thus affect the health of the crop and reduce yields. Diseases in plants are caused by pathogens such as bacteria, fungi and viruses. These pathogens can be present in and transmitted through the soil, water and air. Weeds, insects and diseases can be controlled by various methods. One of the most commonly used methods is the use of pesticides, which include herbicides, insecticides and fungicides. These chemicals are sprayed on crop plants or used for treating seeds and soil. However, excessive use of these chemicals creates problems, since they can be poisonous to many plant and animal species and cause environmental pollution. Weed control methods also include mechanical removal. Preventive methods such as proper seed bed preparation, timely sowing of crops, intercropping and crop rotation also help in weed control. Some other preventive measures against pests are the use of resistant varieties, and summer ploughing, in which fields are ploughed deep in summers to destroy weeds and pests.
 Storage losses in agricultural produce can be very high. Factors responsible for such losses are biotic— insects, rodents, fungi, mites and bacteria, and abiotic— inappropriate moisture and temperatures in the place of storage. These factors cause degradation in quality, loss in weight, poor germinability, discolouration of produce, all leading to poor marketability. These factors can be controlled by proper treatment and by systematic management of warehouses. Preventive and control measures are used before grains are stored for future use. They include strict cleaning of the produce before storage, proper drying of the produce first in sunlight and then in shade, and fumigation using chemicals that can kill pests.
 Q
 uestions 1. Why should preventive measures and biological control methods be preferred for protecting crops? 2. What factors may be responsible for losses of grains during storage?
 "
" Briefly describe the formation of vermicompost and green manure. ,  How can poultry fowl be prevented from various diseases ? State any three methods. "," Compost and vermicompost : The process in which farm waste material, vegetable waste, animal refuse, domestic waste, sewage, straw, eradicated weeds etc. are decomposed in pits. It is rich in organic matter and nutrients. Compost is also prepared by using earthworms to hasten the process of decomposition of plant and animal refuse. This is vermicompost. Green Manure : Manure prepared by the green plants like sunhemp or guar that are grown prior to the sowing of the crop seeds.   Appropriate vaccination. 		 Spraying of disinfectants at regular intervals. 		 Proper cleaning, sanitation, hygienic conditions in housing and poultry feed.  2 + 3","MANURE Manure contains large quantities of organic matter and also supplies small quantities of nutrients to the soil. Manure is prepared by the decomposition of animal excreta and plant waste. Manure helps in enriching soil with nutrients and organic matter and increasing soil fertility. The bulk of organic matter in manure helps in improving the soil structure. This involves increasing the water holding capacity in sandy soils. In clayey soils, the large quantities of organic matter help in drainage and in avoiding water logging. In using manure we use biological waste material, which is advantageous in protecting
 our environment from excessive use of fertilizers. Using biological waste material is also a way of recycling farm waste. Based on the kind of biological material used, manure can be classified as: (i) Compost and vermi-compost: The process in which farm waste material like livestock excreta (cow dung etc.), vegetable waste, animal refuse, domestic waste, sewage waste, straw, eradicated weeds etc. is decomposed in pits is known as composting. The compost is rich in organic matter and nutrients. Compost is also prepared by using earthworms to hasten the process of decomposition of plant and animal refuse. This is called vermicompost. (ii) Green manure: Prior to the sowing of the crop seeds, some plants like sun hemp or guar are grown and then mulched by ploughing them into the soil. These green plants thus turn into green manure which helps in enriching the soil in nitrogen and phosphorus.
 our environment from excessive use of fertilizers. Using biological waste material is also a way of recycling farm waste. Based on the kind of biological material used, manure can be classified as: (i) Compost and vermi-compost: The process in which farm waste material like livestock excreta (cow dung etc.), vegetable waste, animal refuse, domestic waste, sewage waste, straw, eradicated weeds etc. is decomposed in pits is known as composting. The compost is rich in organic matter and nutrients. Compost is also prepared by using earthworms to hasten the process of decomposition of plant and animal refuse. This is called vermicompost. (ii) Green manure: Prior to the sowing of the crop seeds, some plants like sun hemp or guar are grown and then mulched by ploughing them into the soil. These green plants thus turn into green manure which helps in enriching the soil in nitrogen and phosphorus.
 "
Unpredictable monsoon / droughts / low rainfall is adversly affecting the Indian agriculture.  Mention any two initiatives that have been adopted to increase the availability of water for agricultural purposes.  State two advantages of making check dams.  Briefly describe canal and river lift system of irrigation. , Rain water harvesting and water shed management.  Two advantages of check dams : 		 Increase the ground water level 		 Reduce soil erosion 		 Prevent rain water from flowing away   Canal system : From rivers /reservoirs to crop field through system of canals. River lift system : Water is drawn from rivers for supplementing irrigation. ,"India has a wide variety of water resources and a highly varied climate. Under such conditions, several different kinds of irrigation systems are adopted to supply water to agricultural lands depending on the kinds of water resources available. These include wells, canals, rivers and tanks. • Wells: There are two types of wells, namely dug wells and tube wells. In a dug well, water is collected from water bearing strata. Tube wells can tap water from the deeper strata. From these wells, water is lifted by pumps for irrigation. • Canals: This is usually an elaborate and extensive irrigation system. In this system canals receive water from one or more reservoirs or from rivers. The main canal is divided into branch canals having further distributaries to irrigate fields. • River Lift Systems: In areas where canal flow is insufficient or irregular due to inadequate reservoir release, the lift system is more rational. Water is directly drawn from the rivers for supplementing irrigation in areas close to rivers. • Tanks: These are small storage reservoirs, which intercept and store the run-off of smaller catchment areas. Fresh initiatives for increasing the water available for agriculture include rainwater harvesting and watershed management. This involves building small check-dams which lead to an increase in ground water levels. The check-dams stop the rainwater from flowing away and also reduce soil erosion.
 "
India has a wide variety of water resources and a highly varied climate. Describe in brief any five kinds of irrigation systems adopted to supply water to agricultural lands. , Dug well : Water is collected from water bearing strata. Tube well : Water is collected from deeper strata.  Canals : Extensive irrigation system. Canal receives water from one/more water reservoirs.  River lift system : In areas where canal cannot flow or canal flow is insufficient due to inadequate reservoir release. This system is more rational.  Tanks : Small storage reservoirs which intercept or store the run-off of smaller catchment area.  Rain water harvesting watershed management for increasing the water available for agriculture. ,"India has a wide variety of water resources and a highly varied climate. Under such conditions, several different kinds of irrigation systems are adopted to supply water to agricultural lands depending on the kinds of water resources available. These include wells, canals, rivers and tanks. • Wells: There are two types of wells, namely dug wells and tube wells. In a dug well, water is collected from water bearing strata. Tube wells can tap water from the deeper strata. From these wells, water is lifted by pumps for irrigation. • Canals: This is usually an elaborate and extensive irrigation system. In this system canals receive water from one or more reservoirs or from rivers. The main canal is divided into branch canals having further distributaries to irrigate fields. • River Lift Systems: In areas where canal flow is insufficient or irregular due to inadequate reservoir release, the lift system is more rational. Water is directly drawn from the rivers for supplementing irrigation in areas close to rivers. • Tanks: These are small storage reservoirs, which intercept and store the run-off of smaller catchment areas. Fresh initiatives for increasing the water available for agriculture include rainwater harvesting and watershed management. This involves building small check-dams which lead to an increase in ground water levels. The check-dams stop the rainwater from flowing away and also reduce soil erosion.
 "
What are pests ? How can plant pests be controlled ? In what way biopesticides are better than the chemical pesticides ? ,"Pests are destructive organisms which cause destruction of crop plants and their products. Plant pests can be controlled by using resistant variety of crop plants, inter-cropping and summer ploughing. Chemical pesticides cause pollution and harm useful insects whereas biopesticides are eco-friendly.  1+2+2","15.1.3 CROP PROTECTION MANAGEMENT Field crops are infested by a large number of weeds, insect pests and diseases. If weeds and pests are not controlled at the appropriate time then they can damage the crops so much that most of the crop is lost. Weeds are unwanted plants in the cultivated field, for example, Xanthium
 (gokhroo), Parthenium (gajar ghas), Cyperinus rotundus (motha). They compete for food, space and light. Weeds take up nutrients and reduce the growth of the crop. Therefore, removal of weeds from cultivated fields during the early stages of crop growth is essential for a good harvest. Generally insect pests attack the plants in three ways: (i) they cut the root, stem and leaf, (ii) they suck the cell sap from various parts of the plant, and (iii) they bore into stem and fruits. They thus affect the health of the crop and reduce yields. Diseases in plants are caused by pathogens such as bacteria, fungi and viruses. These pathogens can be present in and transmitted through the soil, water and air. Weeds, insects and diseases can be controlled by various methods. One of the most commonly used methods is the use of pesticides, which include herbicides, insecticides and fungicides. These chemicals are sprayed on crop plants or used for treating seeds and soil. However, excessive use of these chemicals creates problems, since they can be poisonous to many plant and animal species and cause environmental pollution. Weed control methods also include mechanical removal. Preventive methods such as proper seed bed preparation, timely sowing of crops, intercropping and crop rotation also help in weed control. Some other preventive measures against pests are the use of resistant varieties, and summer ploughing, in which fields are ploughed deep in summers to destroy weeds and pests.
 (gokhroo), Parthenium (gajar ghas), Cyperinus rotundus (motha). They compete for food, space and light. Weeds take up nutrients and reduce the growth of the crop. Therefore, removal of weeds from cultivated fields during the early stages of crop growth is essential for a good harvest. Generally insect pests attack the plants in three ways: (i) they cut the root, stem and leaf, (ii) they suck the cell sap from various parts of the plant, and (iii) they bore into stem and fruits. They thus affect the health of the crop and reduce yields. Diseases in plants are caused by pathogens such as bacteria, fungi and viruses. These pathogens can be present in and transmitted through the soil, water and air. Weeds, insects and diseases can be controlled by various methods. One of the most commonly used methods is the use of pesticides, which include herbicides, insecticides and fungicides. These chemicals are sprayed on crop plants or used for treating seeds and soil. However, excessive use of these chemicals creates problems, since they can be poisonous to many plant and animal species and cause environmental pollution. Weed control methods also include mechanical removal. Preventive methods such as proper seed bed preparation, timely sowing of crops, intercropping and crop rotation also help in weed control. Some other preventive measures against pests are the use of resistant varieties, and summer ploughing, in which fields are ploughed deep in summers to destroy weeds and pests.
 Storage losses in agricultural produce can be very high. Factors responsible for such losses are biotic— insects, rodents, fungi, mites and bacteria, and abiotic— inappropriate moisture and temperatures in the place of storage. These factors cause degradation in quality, loss in weight, poor germinability, discolouration of produce, all leading to poor marketability. These factors can be controlled by proper treatment and by systematic management of warehouses. Preventive and control measures are used before grains are stored for future use. They include strict cleaning of the produce before storage, proper drying of the produce first in sunlight and then in shade, and fumigation using chemicals that can kill pests.
 Q
 uestions 1. Why should preventive measures and biological control methods be preferred for protecting crops? 2. What factors may be responsible for losses of grains during storage?
 "
