question,answer,context
Explain the process of reproduction in human beings with suitable diagrams.,"Reproduction in human beings : In human, internal reproduction takes place. There are two sexes in human beings—male & female. Male reproductive parts include a pair of testes, two sperm ducts and a penis. The testes produce the sperms. The female reproductive organs are a pair of ovaries, oviduct and the Uterus Ovary Zygote Embedding embryo Fig. Reproduction in Human Beings uterus. The ovary produces female gametes called ova. Fusion of the egg and the sperm is called fertilization. This results in the formation of a fertilized egg or zygote. Zygote begins to develop into an embryo. The zygote repeatedly gives rise to a ball of cells. The cells then begin to form groups and organs of the body which form embryo. The stage of the embryo in which all the body parts can be identified is called foetus. When the development of the foetus is complete, the mother gives birth to the baby.","female gametes called ova (eggs) (Fig. 9.4). In human beings, a single matured egg is released into the oviduct by one of the ovaries every month. Uterus is the part where development of the baby takes place. Like the sperm, an egg is also a single cell.
 "
What are clones ? What are the various steps of this process ? Explain with examples.,"Cloning is the production of an exact copy of a cell; any other living part, or a complete organism. Ian Wilmut and his colleagues at the Roslin Institute, Edinburgh, Scotland successfully cloned a sheep named Dolly. Following steps were involved in cloning : 1. A cell was collected from the mammary gland of a female Finn Dorset sheep. 2. An egg was obtained from a Scottish black face ewe and its nucleus was removed. 3. The nucleus from the mammary gland cell of Dorset sheep was introduced in the egg. 4. This egg was then implanted in the uterus.","Story of Dolly, the Clone Cloning is the production of an exact copy of a cell, any other living part, or a complete organism. Cloning of an animal was successfully performed for the first time by Ian Wilmut and his colleagues at the Roslin Institute in Edinburgh, Scotland. They successfully cloned a sheep named Dolly [Fig. 9.13 (c)]. Dolly was born on 5th July 1996 and was the first mammal to be cloned.
 "
Explain and draw nitrogen cycle.,"Nitrogen cycle. Fig. Nitrogen Cycle growth of bacteria that spoils food.  Our atmosphere has 78% of nitrogen gas.  By oil and vinegar : Use of oil and vinegar Certain bacteria and blue-green algae are prevents spoilage of pickles because present in soil that fix nitrogen. bacteria cannot live in such an  They convert it into compound of environment. Nitrogen.  Refrigeration and freezing : Low  These compounds can be used by plants temperature retards this growth. Thus, it through soil. is safe for food.  Plants synthesize proteins and other  By chemicals : Chemicals such as sodium compounds. benzoate and potassium metabisulphite  Animals, feeding on plants get these. are used in jams, squash and ketchup.  When plants and animals die, bacteria   and fungi present in the soil decompose","Some bacteria present in the soil fix nitrogen from the atmosphere and convert into nitrogenous compounds.
 Ü
 Certain bacteria convert compounds of nitrogen present in the soil into nitrogen gas which is released to the atmosphere.
 Certain bacteria convert compounds of nitrogen present in the soil into nitrogen gas which is released to the atmosphere.
 "
Write a short note on useful micro-organisms. them and again convert into nitrogenous Or compound. Harmful micro-organisms. Certain bacteria convert it into nitrogen,"Useful micro-organisms : gas, which goes back to the atmosphere. 5  Friendly micro-organism—They are","Friendly Microorganisms Microorganisms are used for various purposes. They are used in the preparation of curd, bread and cake. Microorganisms have been used for the production of alcohol since ages.
 "
"What do you understand by food used for various purposes. They are used preservation ? Explain any four methods of in making curd  food preservation. and bread. They are ingredients of Idli,","Micro-organisms spoil our food. The process Dhoklas and Bhaturas. of keeping our food safe from micro-organism  Commercial use—Micro-organism are is called food preservation. Various methods used for the large scale production of of food preservation are : alcohol and wine. Yeast is grown on  Drying : It reduces the moisture of food natural sugars present in grains such as material which prevents growth of microbarley, wheat, rice, fruit juices for this organisms.  By common salt and sugar : Meat and purpose. fish are covered with dry salt to check  Medicinal use—A very useful medicine the growth of bacteria. Sugar reduces the ‘antibiotics’ is prepared from micromoisture content, which inhibits the organisms commonly-used antibiotics MICRO-ORGANISMS : FRIEND AND FOE are formed by fungi and bacteria. Vaccine also protects it from microbes.  Increasing soil fertility—Some bacteria and blue-green algae are able to fix nitrogen from atmosphere and form nitrogen compounds which increase the soil fertility.  Decomposers—They decompose the dead organic substances into their constituents and clean the environment.  Or Harmful micro organism  Pathogens—Disease causing microorganism is called pathogens. Diseases such as dysentery and malaria are caused by protozoa. Typhoid and tuberculosis are bacterial diseases. Virus shows common aliments such as cold, influenza and most coughs.  Food spoilage—Some micro-organisms spoil food, clothing and leather. Fungus developed in moisture on leather and some food articles and spoil them.","microorganisms are called pathogens. Some microorganisms spoil food, clothing and leather. Let us study more about their harmful activities. Disease causing Microorganisms in Humans Pathogens enter our body through the air we breathe, the water we drink or the food we eat. They can also get transmitted by direct contact with an infected person or carried by an animal. Microbial diseases that can spread from an infected person to a healthy person through air, water, food or physical contact are called communicable diseases. Examples of such diseases include cholera, common cold, chicken pox and tuberculosis. When a person suffering from common cold sneezes, fine droplets of moisture carrying thousands of viruses are spread in the air. The virus may enter the body of a healthy person while breathing and cause infection.
 "
What are antibiotics ? What precautions must be taken while taking antibiotics ?,Ans.. Antibiotics are medicines preferred during illness. The source of these medicines are micro-organisms. Precautions while taking antibiotics are :  They should be taken only on the advice of a qualified doctor.  One must complete the course prescribed by the doctor.  They should only be taken in right doses.  Do not take these medicines when not needed or in wrong doses. It may make the drug less effective when you might need it in future.  Antibiotics taken unnecessarily may kill the beneficial bacteria in the body. Any four ,"commonly known antibiotics which are made from fungi and bacteria. The antibiotics are manufactured by growing specific microorganisms and are used to cure a variety of diseases. Antibiotics are even mixed with the feed of livestock and poultry to check microbial infection in animals. They are also used to control many plant diseases. It is important to remember that antibiotics should be taken only on the advice of a qualified doctor. Also you must complete the course prescribed by the doctor. If you take antibiotics when not needed or in wrong doses, it may make the drug less effective when you might need it in future. Also antibiotics taken unnecessarily may kill the beneficial bacteria in the body. Antibiotics, however, are not effective against cold and flu as these are caused by viruses.
 "
What do you understand by the statement that ‘‘the known reserves of these will last only few hundred years’’.,"The known reserves of these will last only a few hundred years is true, as we know that coal and petroleum are fossil fuels. It requires the dead organisms millions of years to get converted into these fuels. Excessive and unjudicial uses of these fuels leads to shortage of these fuels and their use is also linked to global warming. It is therefore necessary that we use these fuels only when absolutely necessary.","Coal and petroleum resources are limited. We should use them judiciously.
 "
What is PCRA. What are their tips ?,"PCRA is the Petroleum Conservation Research Association. They advise people how to save petrol/diesel while driving. Their tips are :  Drive at a constant and moderate speed.  Switch off the engines at traffic lights, or at places where you have to wait.  Ensure correct type of pressure.  Ensure regular maintenance of the vehicle.","5.4 Some Natural Resources are Limited You have studied in the beginning of the chapter that some natural resources are exhaustible like fossil fuels, forests, minerals etc. You know that coal and petroleum are fossil fuels. It required the dead organisms millions of years to get converted into these fuels. On the other hand, the known reserves of these will last only a few hundred years. Moreover, burning of these fuels is a major cause of air pollution. Their use is also linked to global warming. It is therefore necessary that we use these fuels only when absolutely necessary. This will result in better environment, smaller risk of global warming and their availability for a longer period of time. In India, the Petroleum Conservation Research Association (PCRA) advises people how to save petrol/diesel while driving. Their tips are l
 "
What is electroplating ? What are its advantages ?,The process of depositing a layer of any desired metal on another material by means of electricity is called electro plating. Copper plate Copper plate Copper sulphate solution Fig. : A simple circuit showing electroplating Advantages of Electroplating :  It is used to coat a desired metal on other metal.  It protects the metals from corrosion.  It also prevents the metallic surface from rusting.  Some cheap and dull metals are coated with costly and shining metals for ornamental use.  It can make more reactive metals like iron less reactive.  Coating of chromium on metals give lustre to objects.,"The process of depositing a layer of any desired metal on another material by means of electricity is called electroplating. It is one of the most common applications of chemical effects of electric current. Electroplating is a very useful process. It is widely used in industry for coating metal objects with a thin layer of a different metal (Fig.14.8). The layer of metal deposited has some desired property, which the metal of the object lacks. For example, chromium plating is done on many objects such as car parts, bath taps, kitchen gas burners, bicycle handlebars, wheel rims and many others. Chromium has a shiny appearance. It does not corrode. It resists scratches. However, chromium is expensive and it may not be economical to make the whole object out of chromium. So the object is made from a cheaper metal and only a coating of chromium over it is deposited. Jewellery makers electroplate
 "
What do you understand by the statement that ‘‘the known reserves of these will last only few hundred years’’.,"The known reserves of these will last only a few hundred years is true, as we know that coal and petroleum are fossil fuels. It requires the dead organisms millions of years to get converted into these fuels. Excessive and unjudicial uses of these fuels leads to shortage of these fuels and their use is also linked to global warming. It is therefore necessary that we use these fuels only when absolutely necessary.","Coal and petroleum resources are limited. We should use them judiciously.
 "
What is PCRA. What are their tips ?,"PCRA is the Petroleum Conservation Research Association. They advise people how to save petrol/diesel while driving. Their tips are :  Drive at a constant and moderate speed.  Switch off the engines at traffic lights, or at places where you have to wait.  Ensure correct type of pressure.  Ensure regular maintenance of the vehicle.","5.4 Some Natural Resources are Limited You have studied in the beginning of the chapter that some natural resources are exhaustible like fossil fuels, forests, minerals etc. You know that coal and petroleum are fossil fuels. It required the dead organisms millions of years to get converted into these fuels. On the other hand, the known reserves of these will last only a few hundred years. Moreover, burning of these fuels is a major cause of air pollution. Their use is also linked to global warming. It is therefore necessary that we use these fuels only when absolutely necessary. This will result in better environment, smaller risk of global warming and their availability for a longer period of time. In India, the Petroleum Conservation Research Association (PCRA) advises people how to save petrol/diesel while driving. Their tips are l
 "
What is a Gene ? What are its functions.,Gene is a unit of inheritance in living organisms. It controls the transfer of hereditary characteristics from parents to offsprings.,"Gene is a unit of inheritance in living organisms. It controls the transfer of a hereditary characteristic from parents to offspring. This means that your parents pass some of their characteristics on to you. If your father has brown eyes, you may also have brown eyes. If your mother has curly hair, you might also end up having curly hair. However, the different combination of genes from parents result in different characteristics.
 "
