question,answer,context
"Elements in the periodic table show periodicity of properties. List any four such properties. [Board Term II, Set (2007), 2012]",(i) Atomic size (ii) Valency or combining capacity (iii) Metallic property (iv) Non-metallic property. ,"Elements thus arranged show periodicity of properties including atomic size, valency or combining capacity and metallic and non-metallic character.
 "
"In the Modern Periodic Table how does the metallic trend of the elements change as we move (i) from left to right in a period, and (ii) down a group ? ","(i) Decreases (ii) Increases  1+1 Detailed Answer : (i) On moving across a period, nuclear pull increases due to the increases in atomic number and thus the atomic size decreases. Hence, elements cannot lose electrons easily. The metallic nature decreases across a period, moving from left to right. (ii) On moving down a group, the atomic size increases and the nuclear charge also increases. The effect of an increased atomic size is greater as compared to the increased nuclear charge. Therefore, metallic nature increases as one moves down a group.","electrons is decreasing because the outermost electrons are farther away from the nucleus. Therefore, these can be lost easily. Hence metallic character decreases across a period and increases down a group. Non-metals, on the other hand, are electronegative. They tend to form bonds by gaining electrons. Let us learn about the variation of this property.
 "
"The elements Li (Z = 3), Na (Z = 11) and K (Z = 19) belong to group 1. (i) Predict the periods they belong. (ii) Which one of them is least reactive ? (iii) Which one of them has the largest atomic radius ? Give reason to justify. ","(i) The Period number to which these elements belong are Li = 2nd Period Na = 3rd Period K = 4th Period () (ii) In a Group the chemical reactivity of metals from top to bottom increases. Lithium is least reactive. (iii) Down the group the number of shells increases, So the atomic radius also increases. The element with largest atomic radius is Potassium.","If you look at the Modern Periodic Table (5.6), you will find that the elements Li, Be, B, C, N, O, F, and Ne are present in the second period. Write down their electronic configurations. Do these elements also contain the same number of valence electrons? Do they contain the same number of shells?
 You will find that these elements of second period do not have the same number of valence electrons, but they contain the same number of shells. You also observe that the number of valence shell electrons increases by one unit, as the atomic number increases by one unit on moving from left to right in a period. Or we can say that atoms of different elements with the same number of occupied shells are placed in the same period. Na, Mg, Al, Si, P, S, Cl and Ar belong to the third period of the Modern Periodic Table, since the electrons in the atoms of these elements are filled in K, L and M shells. Write the electronic configuration of these elements and confirm the above statement. Each period marks a new electronic shell getting filled. 87
 Atomic radii of the elements of the second period are given below: Period II elements : B Be O N Li C Atomic radius (pm) : 88 111 66 74 152 77 Arrange them in decreasing order of their atomic radii. Are the elements now arranged in the pattern of a period in the Periodic Table? Which elements have the largest and the smallest atoms? How does the atomic radius change as you go from left to right in a period?
 "
"How does the metallic character of the elements vary (i) in a group, (ii) in a period of the modern periodic table ? [Board Term II, Set (2017), 2012]",(i) From top to bottom in group - metallic character increases. (ii) From left to right in a period - metallic character decreases.  1,"electrons is decreasing because the outermost electrons are farther away from the nucleus. Therefore, these can be lost easily. Hence metallic character decreases across a period and increases down a group. Non-metals, on the other hand, are electronegative. They tend to form bonds by gaining electrons. Let us learn about the variation of this property.
 "
"Mention any two trends exhibited by elements when we go from left to right across the period of periodic table.[Board Term II, Set (2007) 2012]",(i) Atomic radius decreases. (ii) Metallic character decreases. ,"electrons is decreasing because the outermost electrons are farther away from the nucleus. Therefore, these can be lost easily. Hence metallic character decreases across a period and increases down a group. Non-metals, on the other hand, are electronegative. They tend to form bonds by gaining electrons. Let us learn about the variation of this property.
 "
"How would the tendency to lose electrons change as you go : (i) from left to right across a period ? (ii) down a group ? [Board Term II, Set (2022) 2012]",Tendency to lose electrons : (i) Decreases with increase in atomic number in a period from left to right. (ii) Will increase down a group. ,"You will see that the atomic radius decreases in moving from left to right along a period. This is due to an increase in nuclear charge which tends to pull the electrons closer to the nucleus and reduces the size of the atom.
 How do you think the tendency to lose electrons changes in a group? How will this tendency change in a period?
 As the effective nuclear charge acting on the valence shell electrons increases across a period, the tendency to lose electrons will decrease. Down the group, the effective nuclear charge experienced by valence
 "
"How does the atomic radius change as we go : (i) from left to right across a period (ii) down a group in the periodic table ? [Board Term II, Set (2023) 2012]","On going : (i) From left to right across a period, atomic radius decreases as one proton and one electron are added continuously, therefore effective nuclear charge increases. (ii) down a group in the periodic table, atomic radius increases because number of shells goes on increasing, therefore distance between nucleus and valence shell increases. ","As the effective nuclear charge acting on the valence shell electrons increases across a period, the tendency to lose electrons will decrease. Down the group, the effective nuclear charge experienced by valence
 "
"Four elements P, Q, R and S have atomic number 12, 13, 14 and 15 respectively. Answer the following : (a) What is the valency of Q ? (b) Classify these element as metals and nonmetals. (c) Which of these elements will form the most basic oxide ? (DDE 2017)",(a) The valency of Q is 3. (b) Elements P and Q are metals. Elements R and S are non-metals. (c) P and Q elements will form basic oxides. ½+1+½,"As the trends in the electronegativity show, non-metals are found on the right-hand side of the Periodic Table towards the top. These trends also help us to predict the nature of oxides formed by the elements because it is known to you that the oxides of metals are basic and that of non-metals are acidic in general.
 "
"(i) State the basis of classification of elements in the modern periodic table ? (ii) How does the metallic character of element vary as we go down the group. [Board Term II, Set (2025), 2012]","(i) Atomic number. (ii) Down the group, the effective nuclear charge experienced by the valence electron decreases because the outer most electrons are further away from the nucleus. Therefore, they can be lost easily. Hence metallic character increases down the group. ","electrons is decreasing because the outermost electrons are farther away from the nucleus. Therefore, these can be lost easily. Hence metallic character decreases across a period and increases down a group. Non-metals, on the other hand, are electronegative. They tend to form bonds by gaining electrons. Let us learn about the variation of this property.
 "
"(i) Atomic number of Mg and Al are 12 and 13, respectively. Write down their electronic configuration. (ii) Mention the period of the modern periodic table to which the above two elements belong. Give reason for your answer. [Board Term II, Set (2008) 2012]","(i) Mg : 2, 8, 2 Al : 2, 8, 3 (ii) 3rd period because electrons in these atoms are filled in K, L, M shells. ","If you look at the Modern Periodic Table (5.6), you will find that the elements Li, Be, B, C, N, O, F, and Ne are present in the second period. Write down their electronic configurations. Do these elements also contain the same number of valence electrons? Do they contain the same number of shells?
 You will find that these elements of second period do not have the same number of valence electrons, but they contain the same number of shells. You also observe that the number of valence shell electrons increases by one unit, as the atomic number increases by one unit on moving from left to right in a period. Or we can say that atoms of different elements with the same number of occupied shells are placed in the same period. Na, Mg, Al, Si, P, S, Cl and Ar belong to the third period of the Modern Periodic Table, since the electrons in the atoms of these elements are filled in K, L and M shells. Write the electronic configuration of these elements and confirm the above statement. Each period marks a new electronic shell getting filled. 87
 You will find that these elements of second period do not have the same number of valence electrons, but they contain the same number of shells. You also observe that the number of valence shell electrons increases by one unit, as the atomic number increases by one unit on moving from left to right in a period. Or we can say that atoms of different elements with the same number of occupied shells are placed in the same period. Na, Mg, Al, Si, P, S, Cl and Ar belong to the third period of the Modern Periodic Table, since the electrons in the atoms of these elements are filled in K, L and M shells. Write the electronic configuration of these elements and confirm the above statement. Each period marks a new electronic shell getting filled. 87
 "
