question,answer,context
Q. 1. Explain the statement “Certain groups of weavers were in a better position than others to survive the competition with mill industries“.,"Ans.  Certain groups of weavers were in a better position than others to survive the completion with mill industries. Amongst weavers some produced course cloth while others wove finer varieties.  The demand for the finer varieties bought by the well-to-do was more stable. The rich could buy these even when the poor starved.  Famines didn’t affect the sale of Banarasi or Baluchari saris.  Moreover mills could not imitate specialized weavers.  Saris with woven borders or the famous lungis and handkerchiefs of madras, could not be easily displaced by mill production. ","How did this happen? This was partly because of technological changes. Handicrafts people adopt new technology if that helps them improve production without excessively pushing up costs. So, by the second decade of the twentieth century we find weavers using looms with a fly shuttle. This increased productivity per worker, speeded up production and reduced labour demand. By 1941, over 35 per cent of handlooms in India were fitted with fly shuttles: in regions like Travancore, Madras, Mysore, Cochin, Bengal the proportion was 70 to 80 per cent. There were several other small innovations that helped weavers improve their productivity and compete with the mill sector. 98 2020-21
 New words Fly shuttle – It is a mechanical device used for weaving, moved by means of ropes and pullies. It places the horizontal threads ( called the weft) into the verticle threads (called the warp). The invention of the fly shuttle made it possible for weavers to operate large looms and weave wide pieces of cloth.
 Certain groups of weavers were in a better position than others to survive the competition with mill industries. Amongst weavers some produced coarse cloth while others wove finer varieties. The coarser cloth was bought by the poor and its demand fluctuated violently. In times of bad harvests and famines, when the rural poor had little to eat, and their cash income disappeared, they could not possibly buy cloth. The demand for the finer varieties bought by the well-to-do was more stable. The rich could buy these even when the poor starved. Famines did not affect the sale of Banarasi or Baluchari saris. Moreover, as you have seen, mills could not imitate specialised weaves. Saris with woven borders, or the famous lungis and handkerchiefs of Madras, could not be easily displaced by mill production. Weavers and other craftspeople who continued to expand production through the twentieth century, did not necessarily prosper. They lived hard lives and worked long hours. Very often the entire household – including all the women and children – had to work at various stages of the production process. But they were not simply remnants of past times in the age of factories. Their life and labour was integral to the process of industrialisation.
 Certain groups of weavers were in a better position than others to survive the competition with mill industries. Amongst weavers some produced coarse cloth while others wove finer varieties. The coarser cloth was bought by the poor and its demand fluctuated violently. In times of bad harvests and famines, when the rural poor had little to eat, and their cash income disappeared, they could not possibly buy cloth. The demand for the finer varieties bought by the well-to-do was more stable. The rich could buy these even when the poor starved. Famines did not affect the sale of Banarasi or Baluchari saris. Moreover, as you have seen, mills could not imitate specialised weaves. Saris with woven borders, or the famous lungis and handkerchiefs of Madras, could not be easily displaced by mill production. Weavers and other craftspeople who continued to expand production through the twentieth century, did not necessarily prosper. They lived hard lives and worked long hours. Very often the entire household – including all the women and children – had to work at various stages of the production process. But they were not simply remnants of past times in the age of factories. Their life and labour was integral to the process of industrialisation.
 "
Q. 2. Why did the population of London city expand over the 19th century ? Explain.    Or 		The city of London had a powerful migrant population. Explain the reason.  Or 		Why the population of London multiplied in the late 19th and early 20th century ?,"Ans. The population of London multiplied four fold in the 70 years between 1810 and 1880 increasing from 1 million to 4 millions.  London was a powerful magnet for migrant population , even though it did not have large factories.  19th Century London was a city of clerks and shopkeepers of small traders and skilled artisans, semi-skilled and sweated out workers of soldiers and servants of casual workers, street sellers and beggars.  There was a dockyard which provided opportunities of livelihood. 5 marks each  There were five major types of industries employed large numbers; clothing and footwear, wood and furniture, metals and engineering, printing and stationery and precious products.  During First World War the number of large factories increased and a large number of people joined the new created jobs. ","As food prices fell, consumption in Britain rose. From the midnineteenth century, faster industrial growth in Britain also led to higher incomes, and therefore more food imports. Around the world – in Eastern Europe, Russia, America and Australia – lands were cleared and food production expanded to meet the British demand. It was not enough merely to clear lands for agriculture. Railways were needed to link the agricultural regions to the ports. New harbours had to be built and old ones expanded to ship the new cargoes. People had to settle on the lands to bring them under cultivation. This meant building homes and settlements. All these activities in turn required capital and labour. Capital flowed from financial centres such as London. The demand for labour in places where labour was in short supply – as in America and Australia – led to more migration.
 "
Q. 3. Explain any five sources of entertainment which came up in the 19th century in England to provide leisure activities. Or 		 Describe five forms of entertainment that came up in the 19th century England.  Or 		 How did people of different classes organise their new found leisure in England ? Explain.  				 ,"Ans.  For the wealthy Londoners, there was the annual ‘London Season’ where elite groups could enjoy several cultural events such as the opera and theatre.  Working classes too had their own means of entertainment. They used to meet in pubs and enjoy a drink, exchange news and discuss political events.  The establishment of libraries, museums and art galleries provided entertainment to common people.  Music halls and later cinema houses became a source of mass entertainment.  Industrial workers spent holidays by the sea shore and enjoyed both sun and the wind which was a great source of entertainment.","In many industries the demand for labour was seasonal. Gas works and breweries were especially busy through the cold months. So they needed more workers to meet their peak demand. Bookbinders and printers, catering to Christmas demand, too needed extra hands before December. At the waterfront, winter was the time that ships were repaired and spruced up. In all such industries where production fluctuated with the season, industrialists usually preferred hand labour, employing workers for the season.
 Source A Will Thorne is one of those who went in search of seasonal work, loading bricks and doing odd jobs. He describes how job-seekers walked to London in search of work: ‘I had always wanted to go to London, and my desire … was stimulated by letters from an old workmate … who was now working at the Old Kent Road Gas Works … I finally decided to go … in November, 1881. With two friends I started out to walk the journey, filled with the hope that we would be able to obtain employment, when we get there, with the kind assistance of my friend … we had little money when we started, not enough to pay for our food and lodgings each night until we arrived in London. Some days we walked as much as twenty miles, and other days less. Our money was gone at the end of the third day … For two nights we slept out – once under a haystack, and once in an old farm shed … On arrival in London we tried to find … my friend … but … were unsuccessful. Our money was gone, so there was nothing for us to do but to walk around until late at night, and then try to find some place to sleep. We found an old building and slept in it that night. The next day, Sunday, late in the afternoon, we got to the Old Kent Gas Works, and applied for work. To my great surprise, the man we had been looking for was working at the time. He spoke to the foreman and I was given a job.’ Quoted in Raphael Samuel, ‘Comers and Goers’, in H.J. Dyos and Michael Wolff, eds, The Victorian City: Images and Realities, 1973.
 Source A Will Thorne is one of those who went in search of seasonal work, loading bricks and doing odd jobs. He describes how job-seekers walked to London in search of work: ‘I had always wanted to go to London, and my desire … was stimulated by letters from an old workmate … who was now working at the Old Kent Road Gas Works … I finally decided to go … in November, 1881. With two friends I started out to walk the journey, filled with the hope that we would be able to obtain employment, when we get there, with the kind assistance of my friend … we had little money when we started, not enough to pay for our food and lodgings each night until we arrived in London. Some days we walked as much as twenty miles, and other days less. Our money was gone at the end of the third day … For two nights we slept out – once under a haystack, and once in an old farm shed … On arrival in London we tried to find … my friend … but … were unsuccessful. Our money was gone, so there was nothing for us to do but to walk around until late at night, and then try to find some place to sleep. We found an old building and slept in it that night. The next day, Sunday, late in the afternoon, we got to the Old Kent Gas Works, and applied for work. To my great surprise, the man we had been looking for was working at the time. He spoke to the foreman and I was given a job.’ Quoted in Raphael Samuel, ‘Comers and Goers’, in H.J. Dyos and Michael Wolff, eds, The Victorian City: Images and Realities, 1973.
 "
"Q. 4. Explain the social changes in London which led to the need for the underground railways. 		  Or 		Why did underground railway soon become a necessity in London? Mention any three disadvantages of this system ?  Or 		Explain the benefits of London Tube railway for the population in the city.  Or 		Why was the underground railway criticized in London ? Explain the reasons.  Or 		 “Even though the underground railway eventually became a huge success, it was opposed by many people initially.” Explain five valid reasons for this opposition. ","Ans.  Attempts were made to decongest the city of London and solve the housing crisis. So, the British government built houses for working classes. All these efforts expanded the city and people found it difficult to walk to their work places. This made the underground rail transport essential for London. Disadvantages : The development of the underground railways was criticized because.  The underground railways were considered a menace to health due to the lack of oxygen created in the compartments by smoking pipes, fumes of gas lamps and coal dust.  A large number of houses for poor were displaced for its construction.  It added to the mess and unhealthy environment of the city.  People were afraid to travel underground.  Many felt that ‘iron monsters’ added to the mass and unhealthiness of the city.  To make approximately two miles of railways, 900 houses had to be destroyed. ","Fig. 12 – A shallow underground railway being constructed in central London, Illustrated Times, 1868. From the 1850s railway stations began coming up all over London. This meant a demand for large numbers of workers to dig tunnels, erect timber scaffolding, do the brick and iron works. Job-seekers moved from one construction site to another.
 India and the Contemporary World
 the woollen industry, women who survived on hand spinning began attacking the new machines. This conflict over the introduction of the jenny continued for a long time. After the 1840s, building activity intensified in the cities, opening up greater opportunities of employment. Roads were widened, new railway stations came up, railway lines were extended, tunnels dug, drainage and sewers laid, rivers embanked. The number of workers employed in the transport industry doubled in the 1840s, and doubled again in the subsequent 30 years.
 "
Q. 5. Ties between members of households loosened in Britain in the era of industrialization. Explain the statement.  Or 		“The function and shape of the family were completely transformed by life in the industrial city”. Support the statement with examples. ,"Ans. In the 18th century, the family had been a unit of production and consumption as well as of political decision-making. There was a big change in the newer pattern.  Ties between members of household loosened.  The institution of marriage among the working class tended to break down.  Women of the upper and middle classes in Britain, faced increasingly higher level of isolation although their lives were made easier by maids.  Women who worked for wages had some control over their lives particularly among the lower social classes.  By the 20th century, the urban family had been transformed again partly by experience of the war time and partly work done by the comen ","processes were brought together under one roof and management. This allowed a more careful supervision over the production process, a watch over quality, and the regulation of labour, all of which had been difficult to do when production was in the countryside. In the early nineteenth century, factories increasingly became an intimate part of the English landscape. So visible were the imposing new mills, so magical seemed to be the power of new technology, that contemporaries were dazzled. They concentrated their attention on the mills, almost forgetting the bylanes and the workshops where production still continued.
 "
"Q. 6. Explain any five changes that took place in the family life in the 18th century, which promoted individualism in the city life.  Or 		Explain any five social changes that took place in the family life in the 18th century in London.  Or Explain the social changes, ‘Family’ as an institution underwent in Britain in the era of industrialization. ","Ans. ‘Family’ as an institution underwent a social change due to industralization.  The class Kant joint family in the village scenario disappeared in the town and cities. The bond between family members loosened.  Women lost their jobs to machines.  Rich upper class women lived easier lives as they were served by domestic maids who made their work easier.  Forced to live at home in urban areas, leading them to face isolation at home.  Public places were dominated by males and females were confined to the home.  Women gradually began to participate in political movements to ask for their rights.  Families were small or nuclear. ","In Western and parts of Central Europe the growth of industrial production and trade meant the growth of towns and the emergence of commercial classes whose existence was based on production for the market. Industrialisation began in England in the second half of the eighteenth century, but in France and parts of the German states it occurred only during the nineteenth century. In its wake, new social groups came into being: a working-class population, and middle classes made up of industrialists, businessmen, professionals. In Central and Eastern Europe these groups were smaller in number till late nineteenth century. It was among the educated, liberal middle classes that ideas of national unity following the abolition of aristocratic privileges gained popularity.
 "
Q. 7. How did marginal groups threaten the city of London ? What was the root cause of this problem ? How did the authorities in London try to solve this problem ? ,"Ans.  The Police were worried about the law and order and industrialists wanted an orderly work force. There were professional criminals like cheats, tricksters, pick pockets and petty thieves too in the marginal groups.  Most of the people in the marginal groups were very poor who lived by selling lead stolen from roofs, food from shops, lumps of coal and cloth drying from hedges.  In order to discipline them the authorities counted the number of criminals, watched their activities and investigated their lives. High penalties were imposed and deserving poor people were offered WORK, LIFE AND LEISURE","Employers used many methods to recruit and retain labour. Heavy taxes were imposed which could be paid only by working for wages on plantations and mines. Inheritance laws were changed so that
 "
Q. 8. Why did the concept of ‘Garden City’ come up in London ? Describe the different efforts initiated to beautify London.  Or 		What steps were taken to clean London in the early and mid 20th century ? ,"Ans.  The widespread use of coal in homes and industries in 19th century England raised serious problems. Shopkeepers, home owners and others complained about the black fog, grey skies and black vegetation. All these factors caused bad temper, smoke related illness and dirty clothes. Congestion in the city also led to a yearning for the clean air.  As a result, the demand for new ‘lungs’ for the city was made. Large blocks of apartments were built and rent control was introduced to ease the housing problem.  ‘Garden City’ of New Earswick was designed with common garden spaces and landscaping.  Between the two world wars , the responsibility for housing for the working classes was accepted by the British state and million houses, most of which were single family cottages, were built by local authorities.  The British government built single family cottages for the working classes and the London underground work was started to enable the workers to reach their work places.","As food prices fell, consumption in Britain rose. From the midnineteenth century, faster industrial growth in Britain also led to higher incomes, and therefore more food imports. Around the world – in Eastern Europe, Russia, America and Australia – lands were cleared and food production expanded to meet the British demand. It was not enough merely to clear lands for agriculture. Railways were needed to link the agricultural regions to the ports. New harbours had to be built and old ones expanded to ship the new cargoes. People had to settle on the lands to bring them under cultivation. This meant building homes and settlements. All these activities in turn required capital and labour. Capital flowed from financial centres such as London. The demand for labour in places where labour was in short supply – as in America and Australia – led to more migration.
 Fig. 12 – A shallow underground railway being constructed in central London, Illustrated Times, 1868. From the 1850s railway stations began coming up all over London. This meant a demand for large numbers of workers to dig tunnels, erect timber scaffolding, do the brick and iron works. Job-seekers moved from one construction site to another.
 India and the Contemporary World
 the woollen industry, women who survived on hand spinning began attacking the new machines. This conflict over the introduction of the jenny continued for a long time. After the 1840s, building activity intensified in the cities, opening up greater opportunities of employment. Roads were widened, new railway stations came up, railway lines were extended, tunnels dug, drainage and sewers laid, rivers embanked. The number of workers employed in the transport industry doubled in the 1840s, and doubled again in the subsequent 30 years.
 "
Q. 9. How did crime grow in London in 1870s ? How were authorities able to control them ? Explain. ,"Ans. Growth of Crime in London :  In London there were 20,000 criminals in 1870s.  In the mid 19th century, Henry Mathew wrote several articles on the London labour and those who made their living from crime.  Many criminals were poor, who lived by stealing lead from roofs, food from shops, coal and also clothes. Control of Crime :  The police were worried about the law and order situation. So population of criminals were counted, their activities were watched and their ways of life were investigated.  In an attempt to discipline the criminals, authorities imposed high penalties for crime and offered work to those who were considered “deserving poor”.","The 1830s were years of great economic hardship in Europe. The first half of the nineteenth century saw an enormous increase in population all over Europe. In most countries there were more seekers of jobs than employment. Population from rural areas migrated to the cities to live in overcrowded slums. Small producers in towns were often faced with stiff competition from imports of cheap machine-made goods from England, where industrialisation was more advanced than on the continent. This was especially so in textile production, which was carried out mainly in homes or small workshops and was only partly mechanised. In those regions of Europe where the aristocracy still enjoyed power, peasants struggled under the burden of feudal dues and obligations. The rise of food prices or a year of bad harvest led to widespread pauperism in town and country. The year 1848 was one such year. Food shortages and widespread unemployment brought the population of Paris out on the roads. Barricades were erected and Louis Philippe was forced to flee. A
 "
Q. 10. When and where was the first section of the underground Railway opened in the world ? Explain any three difficulties of travelling in that underground Railway. ,"Ans. 10th January, 1863 in Paddington and Farrington Street in London. 		Difficulties :  The compartments were filled with smoke.  Atmosphere was a mixture of sulphur, coal dust and foul fumes.  Suffocation led to Asphyxiation.  Detailed Answer : Refer Ans 4 ‘Long Answer Type’ : Points , ,  and .","Fig. 5 – Industrial Manchester by M. Jackson, The Illustrated London News, 1857. Chimneys billowing smoke came to characterise the industrial landscape.
 "
