question,answer,context
"In an experiment to test starch and metanil yellow, mention the materials required for this experiment.","The materials required are : Potato, pigeon pea, iodine solution, concentrated hydrochloric acid, petridish, test tube, knife and a dropper. 20.  Potato extract contains starch which gives blue black colour with iodine solution. 21.  Colour of extract changed to deep pink. 22.  Metanil yellow is a dye that improves the colour and appearance. 23.  Dal, fish, meat are protein rich food. 24.  On adding HCl to sample pink colour shows the presence of metanil yellow. 25.  Colour of iodine solution is yellow brown. 26.  Iodine solution gives blue colour with starch. 27.  Sago powder contains starch. 28.  Rice is a starch rich food. 29.  On adding HCl to the food stuff, magenta or deep pink colour confirms the presence of metanil yellow in the food extract. 30.  Presence of starch can be tested by adding a few drops of iodine solution to the food sample. 31.  To test the presence of metanil yellow in the sample of dal, HCl is added to the sample. 32.  Presence of starch can be tested by adding a few drops of iodine solution to the food sample. 33.  Blue black colour of the shirt is due to the presence of starch in it. 34.  Metanil yellow is a dye that improves the colour and appearance. 35.  To test the presence of metanil yellow in the sample of dal, HCl is added to the sample.","Remember the temporary mount of onion peel we prepared? We had put iodine solution on the peel. Why? What would we see if we tried observing the peel without putting the iodine solution? Try it and see what the difference is. Further, when we put iodine solution on the peel, did each cell get evenly coloured? According to their chemical composition dif ferent regions of cells get coloured differentially. Some regions appear darker than other regions. Apart from iodine solution we could also use safranin solution or methylene blue solution to stain the cells. We have observed cells from an onion; let us now observe cells from our own body.
 "
How starch is tested in this experiment ?,Starch is a carbohydrate that produces blue colour when brought in contact with the iodine solution.2,"FROM BLUE /
 "
"In this experiment, how metanil yellow is tested in pigeon pea ?",Metanil yellow in pigeon pea turns into pink colour when it reacts with the concentrated hydrochloric acid.,"Sparrow Pigeon
 "
Name the adulterant of Arhar dal. Why it is harmful for us ?,The adulterant of Arhar dal is metanil yellow. It is harmful for us as it causes paralysis.,"Fig. 2.3: (a) Solution of copper sulphate does not show Tyndall effect, (b) mixture of water and milk shows Tyndall effect.
 "
"In the experiment, mention the two solutions used for testing starch and metanil yellow ?"," To test starch, iodine solution is used.  To test metanil yellow, conc. hydrochloric acid is used. en.wikipedia.org/wiki/food food.oregonstate.edu l www.slideshare.net l www.thefoodresource.com l www.agmarknet.nic.in qqq UNIT – I","Remember the temporary mount of onion peel we prepared? We had put iodine solution on the peel. Why? What would we see if we tried observing the peel without putting the iodine solution? Try it and see what the difference is. Further, when we put iodine solution on the peel, did each cell get evenly coloured? According to their chemical composition dif ferent regions of cells get coloured differentially. Some regions appear darker than other regions. Apart from iodine solution we could also use safranin solution or methylene blue solution to stain the cells. We have observed cells from an onion; let us now observe cells from our own body.
 "
Cell size may range from a few micro metre to a metre. Support this statement with the help of examples.  2 Marks each,"Many cells are visible only under a microscope e.g., Mycoplasma is the smallest cell and longest cell in human body is nerve cell or neuron. ","The invention of magnifying lenses led to the discovery of the microscopic world. It is now known that a single cell may constitute a whole organism as in Amoeba,
 Ovum
 Nerve Cell
 Fig. 5.3: Various cells from the human body
 "
Why is it said that ‘‘a cell without nucleus is without any future’’? ,Nucleus is called the control centre of the cell as it controls all the metabolic activities going in the cell directly or indirectly and also in formation of various cell organelles by controlling the synthesis of proteins.,"Nucleus
 "
 Write two points of difference between nuclear region of a bacterial cell and nuclear region of an animal cell.  Which structure present in the nuclear region of a living cell bear genes ? , S. No. Nuclear region of Nuclear region of an bacterial cell animal cell  Poorly defined and Well defined and lacks any covering. membrane bound.  Has single Has more than one chromosome. chromosome. CELL — A BASIC UNIT OF LIFE  Lacks organelles. true Well defined membrane bound cell organelles present.  Chromosomes bear ‘genes’.,"2. Nuclear region: _______________ _______________ and known as__
 2. Nuclear region: well defined and surrounded by a nuclear membrane
 2. Nuclear region: well defined and surrounded by a nuclear membrane
 "
Draw a diagram of a plant cell and label it’s any four parts. ,"  smooth ER  nucleus 1 – Cell wall, plasma membrane, 2 – Nucleoid, 3 – Cell wall  Lack nuclear membrane.  Lack cytoplasmic organelles. raphide crystal druse crystal large central vacuole amyloplast  mitochondrion cytoplasm  1 + ½ × 4","Cell-wall Chloroplast Pyrenoids Nucleus Cytoplasm
 "
Draw a neat diagram of an animal cell and label any four parts of it.,pinocytotic vesicle  mitochondrion lysosome golgi vesicles golgi apparatus nucleolus rough ER (endoplasmic reticulum) nucleus smooth ER  centrioles  Each composed of 9 microtubule triplets microtubules cell  membrane cytoplasm ribosome  1 + ½ × 4,"5.2.5 (ii) GOLGI APPARATUS The Golgi apparatus, first described by Camillo Golgi, consists of a system of membrane-bound vesicles (flattened sacs) arranged approximately parallel to each other in stacks called cisterns. These membranes often have connections with the membranes of ER and therefore constitute another portion of a complex cellular membrane system. The material synthesised near the ER is packaged and dispatched to various targets inside and outside the cell through the Golgi apparatus. Its functions include the storage, modification and packaging of products in vesicles. In some cases, complex sugars may be made from simple sugars in the Golgi apparatus. The Golgi apparatus is also involved in the formation of lysosomes [see 5.2.5 (iii)].
 "
Write three differences between Prokaryotic and Eukaryotic cells. ,"Difference between Prokaryotic and Eukaryotic cell : S. Prokaryotic cell Eurkaryotic cell No. Size : generally small Size : generally  1 µm = 10–6 large  m. Nuclear region : containing only nucleic acid and is undefined due to the absence of nuclear membrane and known as nucleoid. Nuclear region : well defined and surrounded by a nuclear membrane. Chromosome : single. Chromosome : more than one chromosome M e m b r a n e -bou n d Membrane bound c e l l - o r g a n e l l e s cell organelles absent. (e.g., chloroplasts, golgi bodies etc.) present.  1 × 3 ","Prokaryotic Cell
 Eukaryotic Cell
 "
