question,answer,context
What was the result result of the peace negotiation in Geneva that followed the French defeat in Vietnam ? ,Vietnam is divided into two parts : North and South.,"SECTION II
 "
Name the writer writer who wrote wrote a play based on the ,Phan Boi Chau.,"BA DE N
 "
When did the war war between Vietnam Vietnam and the US officially end?,"In January 1974, in Paris, a peace settlement was signed.","Willingness to make peace
 "
Who overthrew the Bao Dai government in the South Vietnam?,A coup led by Ngo Dinh Diem of the United Opposition Parties called the National Liberation Front.,"2.4 The Revolutionaries
 "
Trace the reason reason because of which Gandhiji started Satyagraha in 1919. ,To protest against the Rowlatt Act.,"1.2 The Rowlatt Act Emboldened with this success, Gandhiji in 1919 decided to launch a nationwide satyagraha against the proposed Rowlatt Act (1919). This Act had been hurriedly passed through the Imperial Legislative Council despite the united opposition of the Indian members. It gave the government enormous powers to repress political activities, and allowed detention of political prisoners without trial for two years. Mahatma Gandhi wanted non-violent civil disobedience against such unjust laws, which would start with a hartal on 6 April.
 "
What did British do to repress the Rowlatt Satyagrahis ? ,"To repress the Rowlatt Satyagrahis, British decided to clamp down on them.","1.2 The Rowlatt Act Emboldened with this success, Gandhiji in 1919 decided to launch a nationwide satyagraha against the proposed Rowlatt Act (1919). This Act had been hurriedly passed through the Imperial Legislative Council despite the united opposition of the Indian members. It gave the government enormous powers to repress political activities, and allowed detention of political prisoners without trial for two years. Mahatma Gandhi wanted non-violent civil disobedience against such unjust laws, which would start with a hartal on 6 April.
 with the British, as they had done in 1921-22, but also to break colonial laws. Thousands in different parts of the country broke the salt law, manufactured salt and demonstrated in front of government salt factories. As the movement spread, foreign cloth was boycotted, and liquor shops were picketed. Peasants refused to pay revenue and chaukidari taxes, village officials resigned, and in many places forest people violated forest laws – going into Reserved Forests to collect wood and graze cattle. Worried by the developments, the colonial government began arresting the Congress leaders one by one. This led to violent clashes in many palaces. When Abdul Ghaffar Khan, a devout disciple of Mahatma Gandhi, was arrested in April 1930, angry crowds demonstrated in the streets of Peshawar, facing armoured cars and police firing. Many were killed. A month later, when Mahatma Gandhi himself was arrested, industrial workers in Sholapur attacked police posts, municipal buildings, lawcourts and railway stations – all structures that symbolised British rule. A frightened government responded with a policy of brutal repression. Peaceful satyagrahis were attacked, women and children were beaten, and about 100,000 people were arrested. In such a situation, Mahatma Gandhi once again decided to call off the movement and entered into a pact with Irwin on 5 March 1931. By this Gandhi-Irwin Pact, Gandhiji consented to participate in a Round Table Conference (the Congress had boycotted the first 40 2020-21
 Fig. 8 – Police cracked down on satyagrahis, 1930.
 Fig. 8 – Police cracked down on satyagrahis, 1930.
 Round Table Conference) in London and the government agreed to Box 1 release the political prisoners. In December 1931, Gandhiji went to ‘To the altar of this revolution we have London for the conference, but the negotiations broke down and brought our youth as incense’ he returned disappointed. Back in India, he discovered that the Many nationalists thought that the struggle government had begun a new cycle of repression. Ghaffar Khan against the British could not be won through non-violence. In 1928, the Hindustan Socialist and Jawaharlal Nehru were both in jail, the Congress had been Republican Army (HSRA) was founded at a declared illegal, and a series of measures had been imposed to prevent meeting in Ferozeshah Kotla ground in Delhi. meetings, demonstrations and boycotts. With great apprehension, Amongst its leaders were Bhagat Singh, Jatin Das and Ajoy Ghosh. In a series of dramatic Mahatma Gandhi relaunched the Civil Disobedience Movement. actions in different parts of India, the HSRA For over a year, the movement continued, but by 1934 it lost targeted some of the symbols of British power. its momentum. In April 1929, Bhagat Singh and Batukeswar
 "
During which movement was the Indian tricolour first designed ?,Swadeshi Movement.,"The visions of these movements were not defined by the Congress programme. They interpreted the term swaraj in their own ways, imagining it to be a time when all suffering and all troubles would be over. Yet, when the tribals chanted Gandhiji’s name and raised slogans demanding ‘Swatantra Bharat’, they were also emotionally relating to an all-India agitation. When they acted in the name of Mahatma Gandhi, or linked their movement to that of the Congress, they were identifying with a movement which went beyond the limits of their immediate locality.
 "
Why did Gandhiji Gandhiji take up the Khilafat issue ?,To launch a more broad-based movement and bring Hindus and Muslims together.,"‘I have no hesitation in declaring that if the principle that the Indian Muslim is entitled to full and free development on the lines of his own culture and tradition in his own Indian home-lands is recognised as the basis of a permanent communal settlement, he will be ready to stake his all for the freedom of India. The principle that each group is entitled to free development on its own lines is not inspired by any feeling of narrow communalism … A community which is inspired by feelings of ill-will towards other communities is low and ignoble. I entertain the highest respect for the customs, laws, religions and social institutions of other communities. Nay, it is my duty according to the teachings of the Quran, even to defend their places of worship, if need be. Yet I love the communal group which is the source of life and behaviour and which has formed me what I am by giving me its religion, its literature, its thought, its culture and thereby its whole past as a living operative factor in my present consciousness …
 "
What did the the idea of Satyagraha emphasize ?,Appeal to the conscience of the oppressor.,"Activity Read the text carefully. What did Mahatma Gandhi mean when he said satyagraha is active resistance?
 Nationalism in India
 the racist regime with a novel method of mass agitation, which he called satyagraha. The idea of satyagraha emphasised the power of truth and the need to search for truth. It suggested that if the cause was true, if the struggle was against injustice, then physical force was not necessary to fight the oppressor. Without seeking vengeance or being aggressive, a satyagrahi could win the battle through nonviolence. This could be done by appealing to the conscience of the oppressor. People – including the oppressors – had to be persuaded to see the truth, instead of being forced to accept truth through the use of violence. By this struggle, truth was bound to ultimately triumph. Mahatma Gandhi believed that this dharma of non-violence could unite all Indians.
 the racist regime with a novel method of mass agitation, which he called satyagraha. The idea of satyagraha emphasised the power of truth and the need to search for truth. It suggested that if the cause was true, if the struggle was against injustice, then physical force was not necessary to fight the oppressor. Without seeking vengeance or being aggressive, a satyagrahi could win the battle through nonviolence. This could be done by appealing to the conscience of the oppressor. People – including the oppressors – had to be persuaded to see the truth, instead of being forced to accept truth through the use of violence. By this struggle, truth was bound to ultimately triumph. Mahatma Gandhi believed that this dharma of non-violence could unite all Indians.
 "
Which act gave the government power to supress political activity and detain political prisoners without trial ?,The Rowlatt Act.,"1.2 The Rowlatt Act Emboldened with this success, Gandhiji in 1919 decided to launch a nationwide satyagraha against the proposed Rowlatt Act (1919). This Act had been hurriedly passed through the Imperial Legislative Council despite the united opposition of the Indian members. It gave the government enormous powers to repress political activities, and allowed detention of political prisoners without trial for two years. Mahatma Gandhi wanted non-violent civil disobedience against such unjust laws, which would start with a hartal on 6 April.
 The power of the printed word is most often seen in the way governments seek to regulate and suppress print. The colonial government kept continuous track of all books and newspapers published in India and passed numerous laws to control the press. During the First World War, under the Defence of India Rules, 22 newspapers had to furnish securities. Of these, 18 shut down rather than comply with government orders. The Sedition Committee Report under Rowlatt in 1919 further strengthened controls that led to imposition of penalties on various newspapers. At the outbreak of the Second World War, the Defence of India Act was passed, allowing censoring of reports of war-related topics. All reports about the Quit India movement came under its purview. In August 1942, about 90 newspapers were suppressed.
 Source F Gandhi said in 1922: ‘Liberty of speech ... liberty of the press ... freedom of association. The Government of India is now seeking to crush the three powerful vehicles of expressing and cultivating public opinion. The fight for Swaraj, for Khilafat ... means a fight for this threatened freedom before all else ...’
 "
Name any one film made by Dada Saheb Phalke.,Raja Harishchandra.,"Fig. 17 – Raja Ritudhwaj rescuing Princess Madalsa from the captivity of demons, print by Ravi Varma. Raja Ravi Varma produced innumerable mythological paintings that were printed at the Ravi Varma Press.
 "
Name any two Presidencies in British India.,"Bombay  1 Bombay,, Bengal and Madras.","Bombay
 Madras
 "
The very first section of the underground railways in the world was opened between which two places ?,Paddington and Farrington street in London.,"Source A Will Thorne is one of those who went in search of seasonal work, loading bricks and doing odd jobs. He describes how job-seekers walked to London in search of work: ‘I had always wanted to go to London, and my desire … was stimulated by letters from an old workmate … who was now working at the Old Kent Road Gas Works … I finally decided to go … in November, 1881. With two friends I started out to walk the journey, filled with the hope that we would be able to obtain employment, when we get there, with the kind assistance of my friend … we had little money when we started, not enough to pay for our food and lodgings each night until we arrived in London. Some days we walked as much as twenty miles, and other days less. Our money was gone at the end of the third day … For two nights we slept out – once under a haystack, and once in an old farm shed … On arrival in London we tried to find … my friend … but … were unsuccessful. Our money was gone, so there was nothing for us to do but to walk around until late at night, and then try to find some place to sleep. We found an old building and slept in it that night. The next day, Sunday, late in the afternoon, we got to the Old Kent Gas Works, and applied for work. To my great surprise, the man we had been looking for was working at the time. He spoke to the foreman and I was given a job.’ Quoted in Raphael Samuel, ‘Comers and Goers’, in H.J. Dyos and Michael Wolff, eds, The Victorian City: Images and Realities, 1973.
 "
How did the East India Company get possession of Bombay ?,The Portuguese government gifted it to Britain’s King Charles-II on the occasion of his marriage to the Portuguese.,"PORTUGUESE EAST AFRICA
 "
Who was proclaimed German Emperor in a ceremony held at Versailles in January 1871 ? ,Kaiser William-I of Prussia.,"Fig. 11 — The proclamation of the German empire in the Hall of Mirrors at Versailles, Anton von Werner. At the centre stands the Kaiser and the chief commander of the Prussian army, General von Roon. Near them is Bismarck. This monumental work (2.7m x 2.7m) was completed and presented by the artist to Bismarck on the latter’s 70th birthday in 1885.
 EAST PRUSSIA MECKLENBURGSCHWERIN
 POMERANIA
 HANOVER BRANDENBURG BRUNSWICK
 "
"Who was proclaimed the King of United Italy Term-II, Outside Delhi, 2016 in 1861 ? ",Victor Emmanuel-II.,"SECTION II
 "
What is the meaning of concentration camps camps ? ,A prison where people are detained without due process of law.,"Being freed
 "
Why were Nghe An and Ha Tinh provinces called the electrical fuses of Vietnam ? ,Nghe An and Ha Tinh provinces of Vietnam were among the poorest and had an old radical tradition.,"The poorer peasantry were not just interested in the lowering of the revenue demand. Many of them were small tenants cultivating land they had rented from landlords. As the Depression continued and cash incomes dwindled, the small tenants found it difficult to pay their rent. They wanted the unpaid rent to the landlord to be remitted. They joined a variety of radical movements, often led by Socialists and Communists. Apprehensive of raising issues that might upset the rich peasants and landlords, the Congress was unwilling to support ‘no rent’ campaigns in most places. So the relationship between the poor peasants and the Congress remained uncertain. 41 2020-21
 "
Who formed the Communi st Party o f Vietnam ?,Ho Chi Minh.,"Acheh
 Malacca
 Bombay
 "
Who formed the Revolutionary Society in Vietnam in 1903 ?,Phan Boi Chau.,"BA DE N
 "
By whom Bao-Dai regime in Vietnam was overthrown ?,Ngo Dinh Diem.,"ALGERIA
 SIERRA LEONE
 CAMEROONS
 IVORY COAST
 "
Which book was written by Phan Boi Chau ?,History of the Loss of Vietnam.,"drew up the Treaty of Vienna of 1815 with the object of undoing most of the changes that had come about in Europe during the Napoleonic wars. The Bourbon dynasty, which had been deposed during the French Revolution, was restored to power, and France lost the territories it had annexed under Napoleon. A series of states were set up on the boundaries of France to prevent French expansion in future. Thus the kingdom of the Netherlands, which included Belgium, was set up in the north and Genoa was added to Piedmont in the south. Prussia was given important new territories on its western frontiers, while Austria was given control of northern Italy. But the German confederation of 39 states that had been set up by Napoleon was left untouched. In the east, Russia was given part of Poland while Prussia was given a portion of Saxony. The main intention was to restore the monarchies that had been overthrown by Napoleon, and create a new conservative order in Europe.
 "
Who wrote the book ‘The Bitter Cry of Outcaste London’ in the 1880s ?,Andrew Mearns.,"Fig. 16 – Jamsetjee Jeejeebhoy. Jeejeebhoy was the son of a Parsi weaver. Like many others of his time, he was involved in the China trade and shipping. He owned a large fleet of ships, but competition from English and American shippers forced him to sell his ships by the 1850s.
 "
Which industry in London did not employ large number of people in the 19 th century ?,Railway manufacturing.,"Fig. 12 – A shallow underground railway being constructed in central London, Illustrated Times, 1868. From the 1850s railway stations began coming up all over London. This meant a demand for large numbers of workers to dig tunnels, erect timber scaffolding, do the brick and iron works. Job-seekers moved from one construction site to another.
 India and the Contemporary World
 the woollen industry, women who survived on hand spinning began attacking the new machines. This conflict over the introduction of the jenny continued for a long time. After the 1840s, building activity intensified in the cities, opening up greater opportunities of employment. Roads were widened, new railway stations came up, railway lines were extended, tunnels dug, drainage and sewers laid, rivers embanked. The number of workers employed in the transport industry doubled in the 1840s, and doubled again in the subsequent 30 years.
 Fig. 18 – Partners in enterprise – J.N. Tata, R.D. Tata, Sir R.J. Tata, and Sir D.J. Tata. In 1912, J.N. Tata set up the first iron and steel works in India at Jamshedpur. Iron and steel industries in India started much later than textiles. In colonial India industrial machinery, railways and locomotives were mostly imported. So capital goods industries could not really develop in any significant way till Independence.
 "
Who wrote several volumes volumes on the London labour in the mid of the 19th century ?,Henry Mayhew. changed the form of,"Some important dates 1918-19 Distressed UP peasants organised by Baba Ramchandra. April 1919 Gandhian hartal against Rowlatt Act; Jallianwala Bagh massacre. January 1921 Non-Cooperation and Khilafat movement launched. February 1922 Chauri Chaura; Gandhiji withdraws NonCooperation movement. May 1924 Alluri Sitarama Raju arrested ending a two-year armed tribal struggle. December 1929 Lahore Congress; Congress adopts the demand for ‘Purna Swaraj’. 1930 Ambedkar establishes Depressed Classes Association. March 1930 Gandhiji begins Civil Disobedience Movement by breaking salt law at Dandi. March 1931 Gandhiji ends Civil Disobedience Movement. December 1931 Second Round Table Conference. 1932 Civil Disobedience re-launched.
 "
