question,answer,context
How do Gujjar Bakarwals spend their life on the mountains of Jammu and Kashmir? Why did pastoral nomads of Jammu and Kashmir migrate?,"(i) By the end of April, they began their northern march for their summer grazing grounds. Poor pastoralists who depended only on their livestock did not have resources to tide over bad times. In times of war and famine, they lost nearly everything. (ii) They had to go looking for work in towns. (iii) Some managed a living by working as charcoal burners or by doing other odd jobs. The lucky ones got more regular work in road or building construction. (iv) Several households came together for this journey, forming what is known as Kafila. They crossed the Pir Panjal passes and entered the valley of Kashmir. (v) They are great herders of goat and sheep. Many of them have migrated to this region while searching for greener pastures. (vi) Gradually, they have established themselves in the area and moved annually between their summer and winter grazing grounds. (vii) In winter, when the high mountains were covered with snow, they lived with their herds in the low hills of the Shiwalik range. (viii) By the end of April, they move upwards for their summer pastures. In summer, these mountains were lush green with a variety of grasses that provided nutritious forage for the animal herds.","Even today the Gujjar Bakarwals of Jammu and Kashmir are great herders of goat and sheep. Many of them migrated to this region in the nineteenth century in search of pastures for their animals. Gradually, over the decades, they established themselves in the area, and moved annually between their summer and winter grazing grounds. In winter, when the high mountains were covered with snow, they lived with their herds in the low hills of the Siwalik range. The dry scrub forests here provided pasture for their herds. By the end of April they began their northern march for their summer grazing grounds. Several households came together for this journey, forming what is known as a kafila. They crossed the Pir Panjal passes and entered the valley of Kashmir. With the onset of summer, the snow melted and the mountainsides were lush green. The variety of grasses that sprouted provided rich nutritious forage for the animal herds. By end September the Bakarwals were on the move again, this time on their downward journey, back to their winter base. When the high mountains were covered with snow, the herds were grazed in the low hills.
 "
Discuss how the life of pastoralists changed dramatically under the colonial rule.,"(i) The colonisers wanted to transform all grazing lands into cultivated farms. Land revenue was one of the main sources of income for them. By expanding cultivation, it could increase the revenue collection. To the colonial people, all uncultivated land appeared to be unproductive.  (ii) Through Forest Acts, some forests which produced commercially valuable timber like deodar or sal, were declared ‘Reserved’. No pastoralist was allowed to enter these forests. The colonisers believed that grazing destroyed the saplings and young shoots of trees that germinated on the forest floor. (iii) The colonisers wanted nomadic tribes to live in villages, in fixed places with fixed rights. Those who were settled were seen as peaceable and law abiding. (iv) Pastoralists had to pay tax on every animal they grazed on the pastures. In most pastoral tracts of India, grazing tax was introduced in the mid-19th century. This tax per head of cattle went up rapidly and the system of collection was made more efficient.","Under colonial rule, the life of pastoralists changed dramatically. Their grazing grounds shrank, their movements were regulated, and the revenue they had to pay increased. Their agricultural stock declined and their trades and crafts were adversely affected. How?
 India and the Contemporary World
 First, the colonial state wanted to transform all grazing lands into cultivated farms. Land revenue was one of the main sources of its finance. By expanding cultivation it could increase its revenue collection. It could at the same time produce more jute, cotton, wheat and other agricultural produce that were required in England. To colonial officials all uncultivated land appeared to be unproductive: it produced neither revenue nor agricultural produce. It was seen as ‘waste land’ that needed to be brought under cultivation. From the mid-nineteenth century, Waste Land Rules were enacted in various parts of the country. By these Rules uncultivated lands were taken over and given to select individuals. These individuals were granted various concessions and encouraged to settle these lands. Some of them were made headmen of villages in the newly cleared areas. In most areas the lands taken over were actually grazing tracts used regularly by pastoralists. So expansion of cultivation inevitably meant the decline of pastures and a problem for pastoralists. Second, by the mid-nineteenth century, various Forest Acts were also being enacted in the different provinces. Through these Acts some forests which produced commercially valuable timber like deodar or sal were declared ‘Reserved’. No pastoralist was allowed access to these forests. Other forests were classified as ‘Protected’. In these, some customary grazing rights of pastoralists were granted but their movements were severely restricted. The colonial officials believed that grazing destroyed the saplings and young shoots of trees that germinated on the forest floor. The herds trampled over the saplings and munched away the shoots. This prevented new trees from growing. These Forest Acts changed the lives of pastoralists. They were now prevented from entering many forests that had earlier provided valuable forage for their cattle. Even in the areas they were allowed entry, their movements were regulated. They needed a permit for entry. The timing of their entry and departure was 104 2020-21
 Third, British officials were suspicious of nomadic people. They distrusted mobile craftsmen and traders who hawked their goods in villages, and pastoralists who changed their places of residence every season, moving in search of good pastures for their herds. The colonial government wanted to rule over a settled population. They wanted the rural people to live in villages, in fixed places with fixed rights on particular fields. Such a population was easy to identify and control. Those who were settled were seen as peaceable and law abiding; those who were nomadic were considered to be criminal. In 1871, the colonial government in India passed the Criminal Tribes Act. By this Act many communities of craftsmen, traders and pastoralists were classified as Criminal Tribes. They were stated to be criminal by nature and birth. Once this Act came into force, these communities were expected to live only in notified village settlements. They were not allowed to move out without a permit. The village police kept a continuous watch on them. Fourth, to expand its revenue income, the colonial government looked for every possible source of taxation. So tax was imposed on land, on canal water, on salt, on trade goods, and even on animals. Pastoralists had to pay tax on every animal they grazed on the pastures. In most pastoral tracts of India, grazing tax was introduced in the mid-nineteenth century. The tax per head of cattle went up rapidly and the system of collection was made increasingly efficient. In the decades between the 1850s and 1880s the right to collect the tax was auctioned out to contractors. These contractors tried to extract as high a tax as they could to recover the money they had paid to the state and earn as much profit as they could within the year. By the 1880s the government began collecting taxes directly from the pastoralists. Each of them was given a pass. To enter a grazing tract, a cattle herder had to show the pass and pay the tax. The number of cattle heads he had and the amount of tax he paid was entered on the pass.
 "
How did the British carry out the administration of the Maasais?,"(i) The British appointed chiefs of different sub-groups of the Maasais, who were made responsible for the affairs of the tribe. (ii) They imposed restrictions on raiding and warfare, thereby restricting the authority of elders and warriors. (iii) The chiefs, often collected wealth over time. They had a regular income with which they could buy animals, goods and land. (iv) They lent money to poor neighbours who needed cash to pay taxes. Many of them began to live in towns as traders. (v) Their wives and children stayed back in the villages to look after the animals. (vi) These chiefs managed to survive the devastations of war and drought. They had now both pastoral and non-pastoral income, and could buy animals when their stock was depleted.","3.3 When Pastures Dry Drought affects the life of pastoralists everywhere. When rains fail and pastures are dry, cattle are likely to starve unless they can be moved to areas where forage is available. That is why, traditionally, pastoralists are nomadic; they move from place to place. This nomadism allows them to survive bad times and avoid crises. But from the colonial period, the Maasai were bound down to a fixed area, confined within a reserve, and prohibited from moving in search of pastures. They were cut off from the best grazing lands and forced to live within a semi-arid tract prone to frequent droughts. Since they could not shift their cattle to places where pastures were available, large numbers of Maasai cattle died of starvation and disease in these years of drought. An enquiry in 1930 showed that the Maasai in Kenya possessed 720,000 cattle, 820,000 sheep and 171,000 donkeys. In just two years of severe drought, 1933 and 1934, over half the cattle in the Maasai Reserve died. As the area of grazing lands shrank, the adverse effect of the droughts increased in intensity. The frequent bad years led to a steady decline of the animal stock of the pastoralists.
 In Maasailand, as elsewhere in Africa, not all pastoralists were equally affected by the changes in the colonial period. In pre-colonial times Maasai society was divided into two social categories – elders and warriors. The elders formed the ruling group and met in periodic councils to decide on the affairs of the community and settle disputes. The warriors consisted of younger people, mainly responsible for the protection of the tribe. They defended the community and organised cattle raids. Raiding was important in a society where cattle was wealth. It is through raids that the power of different pastoral groups was asserted. Young men came to be recognised as members of the warrior class when they proved their manliness by raiding the cattle of other pastoral groups and participating in wars. They, however, were subject to the authority of the elders.
 To administer the affairs of the Maasai, the British introduced a series of measures that had important implications. They appointed chiefs of different sub-groups of Maasai, who were made responsible for the affairs of the tribe. The British imposed various restrictions on raiding and warfare. Consequently, the traditional authority of both elders and warriors was adversely affected. The chiefs appointed by the colonial government often accumulated wealth over time. They had a regular income with which they could buy animals, goods and land. They lent money to poor neighbours who needed cash to pay taxes. Many of them began living in towns, and became involved in trade. Their wives and children stayed back in the villages to look after the animals. These chiefs managed to survive the devastations of war and drought. They had both pastoral and non-pastoral income, and could buy animals when their stock was depleted. But the life history of the poor pastoralists who depended only on their livestock was different. Most often, they did not have the resources to tide over bad times. In times of war and famine, they lost nearly everything. They had to go looking for work in the towns. Some eked out a living as charcoal burners, others did odd jobs. The lucky could get more regular work in road or building construction. The social changes in Maasai society occurred at two levels. First, the traditional difference based on age, between the elders 114 2020-21
 "
In what ways was cultivation practised in Maharashtra by Dhangars? What lifestyle did the Dhangars—the pastoral community of Maharashtra—follow?,"(i) They stayed in the central plateau of Maharashtra during the monsoon.  (ii) During monsoons, this tract became a vast grazing ground for the Dhangar flocks. (iii) Since the land is semi-arid with low rainfall, nothing but dry crops like bajra could be sown here. (iv) By October, the Dhangars harvested their bajra and moved westward. After a march of about a month, they reached the Konkan. (v) This was a flourishing agricultural tract with high rainfall and rich soil. Here, the shepherds were welcomed by the Konkani peasants. (vi) After the kharif harvest was out at this time, the fields had to be fertilised and made ready for the rabi harvest. (vii) Dhangar flocks manured the fields and fed on stubble. The Konkani peasants also gave supplies of rice which the shepherds took back to the plateau where grain was scarce. (viii) With the onset of monsoon, the Dhangars left the Konkan and the coastal areas with other flocks and returned to their settlements on the dry plateau.","Dhangars were an important pastoral community of Maharashtra. In the early twentieth century their population in this region was estimated to be 467,000. Most of them were shepherds, some were blanket weavers, and still others were buffalo herders. The Dhangar shepherds stayed in the central plateau of Maharashtra during the monsoon. This was a semi-arid region with low rainfall and poor soil. It was covered with thorny scrub. Nothing but dry crops like bajra could be sown here. In the monsoon this tract became a vast grazing ground for the Dhangar flocks. By October the Dhangars harvested their bajra and started on their move west. After a march of about a month they reached the Konkan. This was a flourishing agricultural tract with high rainfall and rich soil. Here the shepherds
 Fig.5 – Raika camels grazing on the Thar desert in western Rajasthan. Only camels can survive on the dry and thorny bushes that can be found here; but to get enough feed they have to graze over a very extensive area.
 were welcomed by Konkani peasants. After the kharif harvest was cut at this time, the fields had to be fertilised and made ready for the rabi harvest. Dhangar flocks manured the fields and fed on the stubble. The Konkani peasants also gave supplies of rice which the shepherds took back to the plateau where grain was scarce. With the onset of the monsoon the Dhangars left the Konkan and the coastal areas with their flocks and returned to their settlements on the dry plateau. The sheep could not tolerate the wet monsoon conditions. 100 2020-21
 were welcomed by Konkani peasants. After the kharif harvest was cut at this time, the fields had to be fertilised and made ready for the rabi harvest. Dhangar flocks manured the fields and fed on the stubble. The Konkani peasants also gave supplies of rice which the shepherds took back to the plateau where grain was scarce. With the onset of the monsoon the Dhangars left the Konkan and the coastal areas with their flocks and returned to their settlements on the dry plateau. The sheep could not tolerate the wet monsoon conditions. 100 2020-21
 New words Kharif – The autumn crop, usually harvested between September and October Rabi – The spring crop, usually harvested after March Stubble – Lower ends of grain stalks left in the ground after harvesting
 In Karnataka and Andhra Pradesh, again, the dry central plateau was covered with stone and grass, inhabited by cattle, goat and sheep herders. The Gollas herded cattle. The Kurumas and Kurubas reared sheep and goats and sold woven blankets. They lived near the woods, cultivated small patches of land, engaged in a variety of petty trades and took care of their herds. Unlike the mountain pastoralists, it was not the cold and the snow that defined the seasonal rhythms of their movement: rather it was the alternation of the monsoon and dry season. In the dry season they moved to the coastal tracts, and left when the rains came. Only buffaloes liked the swampy, wet conditions of the coastal areas during the monsoon months. Other herds had to be shifted to the dry plateau at this time. Banjaras were yet another well-known group of graziers. They were to be found in the villages of Uttar Pradesh, Punjab, Rajasthan, Madhya Pradesh and Maharashtra. In search of good pastureland for their cattle, they moved over long distances, selling plough cattle and other goods to villagers in exchange for grain and fodder. Source B The accounts of many travellers tell us about the life of pastoral groups. In the early nineteenth century, Buchanan visited the Gollas during his travel through Mysore. He wrote: ‘Their families live in small villages near the skirt of the woods, where they cultivate a little ground, and keep some of their cattle, selling in the towns the produce of the dairy. Their families are very numerous, seven to eight young men in each being common. Two or three of these attend the flocks in the woods, while the remainder cultivate their fields, and supply the towns with firewood, and with straw for thatch.’
 "
How did Raikas of Rajasthan practise cattle rearing? Who are pastoral nomads ? Explain the life style and occupational activities of pastoral nomads of deserts of Rajasthan.,"(i) They are groups of people. (ii) In the deserts of Rajasthan lived the Raikas. (iii) The rainfall in the region is less and uncertain. On cultivated land, harvest fluctuated every year. Over vast stretches, no crop could be grown. (iv) So the Raikas combined cultivation with pastoralism. (v) During the monsoon, the Raikas of Barmer, Jaisalmer, Jodhpur and Bikaner stayed in their home villages, where pasture was available. (vi) By October, when grazing grounds were dry and exhausted, they moved out in search of other pastures and water, and returned again during the next monsoon. (vii) One group of Raikas—known as Maru Raikas—herded camels and another group reared sheep and goat.  (i) They are groups of people on the move with their herds of goats and sheep or camels or cattle. (ii) Pastoral Nomads of Desert of Rajasthan: a. They are called Raikas. b. Raikas combined cultivation with pastoralisms. c. During monsoons Raikas of Barmer, Jaisalmer stayed in their home villages where pastures were available. d. By October, they move out in search of other pastures and return again during the next monsoon.","In the deserts of Rajasthan lived the Raikas. The rainfall in the region was meagre and uncertain. On cultivated land, harvests fluctuated every year. Over vast stretches no crop could be grown. So the Raikas combined cultivation with pastoralism. During the monsoons, the Raikas of Barmer, Jaisalmer, Jodhpur and Bikaner stayed in their home villages, where pasture was available. By October, when these grazing grounds were dry and exhausted, they moved out in search of other pasture and water, and returned again during the next monsoon. One group of Raikas – known as the Maru (desert) Raikas – herded camels and another group reared sheep and goat.
 Read Sources A and B.
 Fig.6 – A camel herder in his settlement. This is on the Thar desert near Jaisalmer in Rajasthan. The camel herders of the region are Maru (desert) Raikas, and their settlement is called a dhandi.
 "
Which factors affected the lives of pastoral groups of Rajasthan?,"Life of pastoral group of Rajasthan was affected by a number of factors. (i) They needed to calculate the timings of their movements, and ensure that they could move through different territories. (ii) They had to set up relationship with farmers on the way, so that the herds could graze in harvested fields and manure the soil. (iii) They combined a range of different activities—cultivation, trade and herding—to make their living.","So we see that the life of these pastoral groups was sustained by a careful consideration of a host of factors. They had to judge how long the herds could stay in one area, and know where they could find water and pasture. They needed to calculate the timing of their movements, and ensure that they could move through different territories. They had to set up a relationship with farmers on the way, so that the herds could graze in harvested fields and manure the soil. They combined a range of different activities – cultivation, trade, and herding – to make their living.
 2.2 How Did the Pastoralists Cope with these Changes? Pastoralists reacted to these changes in a variety of ways. Some reduced the number of cattle in their herds, since there was not enough pasture to feed large numbers. Others discovered new pastures when movement to old grazing grounds became difficult. After 1947, the camel and sheep herding Raikas, for instance, could no longer move into Sindh and graze their camels on the banks of the Indus, as they had done earlier. The new political boundaries between India and Pakistan stopped their movement. So they had to find new places to go. In recent years they have been migrating to Haryana where sheep can graze on agricultural fields after the harvests are cut. This is the time that the fields need manure that the animals provide. Over the years, some richer pastoralists began buying land and settling down, giving up their nomadic life. Some became settled peasants cultivating land, others took to more extensive trading. Many poor pastoralists, on the other hand, borrowed money from moneylenders to survive. At times they lost their cattle and sheep and became labourers, working on fields or in small towns. Yet, pastoralists not only continue to survive, in many regions their numbers have expanded over recent decades. When pasturelands in one place was closed to them, they changed the direction of their movement, reduced the size of the herd, combined pastoral activity with other forms of income and adapted to the changes in the modern world. Many ecologists believe that in dry regions and in the mountains, pastoralism is still ecologically the most viable form of life.
 Pastoralists in the Modern World
 Such changes were not experienced only by pastoral communities in India. In many other parts of the world, new laws and settlement patterns forced pastoral communities to alter their lives. How did pastoral communities elsewhere cope with these changes in the modern world?
 "
Discuss why the colonial government in India brought Forest Acts.,"(i) By the mid-19th century, various Forests Acts were also being enacted in the different provinces. (ii) Through these Acts, some forests which produced commercially valuable timber like deodar or sal were declared ‘Reserved’. (iii) No pastoralist was allowed to access these forests. (iv) Other forests were classified as ‘Protected’. In these, customary grazing rights of pastoralists were granted but their movement was severely restricted. (v) The colonial officials believed that grazing destroyed the saplings and young shoots of trees that germinated on the forest floor. (vi) The herds trampled over the saplings and ate away the shoots. This prevented new trees from growing.","First, the colonial state wanted to transform all grazing lands into cultivated farms. Land revenue was one of the main sources of its finance. By expanding cultivation it could increase its revenue collection. It could at the same time produce more jute, cotton, wheat and other agricultural produce that were required in England. To colonial officials all uncultivated land appeared to be unproductive: it produced neither revenue nor agricultural produce. It was seen as ‘waste land’ that needed to be brought under cultivation. From the mid-nineteenth century, Waste Land Rules were enacted in various parts of the country. By these Rules uncultivated lands were taken over and given to select individuals. These individuals were granted various concessions and encouraged to settle these lands. Some of them were made headmen of villages in the newly cleared areas. In most areas the lands taken over were actually grazing tracts used regularly by pastoralists. So expansion of cultivation inevitably meant the decline of pastures and a problem for pastoralists. Second, by the mid-nineteenth century, various Forest Acts were also being enacted in the different provinces. Through these Acts some forests which produced commercially valuable timber like deodar or sal were declared ‘Reserved’. No pastoralist was allowed access to these forests. Other forests were classified as ‘Protected’. In these, some customary grazing rights of pastoralists were granted but their movements were severely restricted. The colonial officials believed that grazing destroyed the saplings and young shoots of trees that germinated on the forest floor. The herds trampled over the saplings and munched away the shoots. This prevented new trees from growing. These Forest Acts changed the lives of pastoralists. They were now prevented from entering many forests that had earlier provided valuable forage for their cattle. Even in the areas they were allowed entry, their movements were regulated. They needed a permit for entry. The timing of their entry and departure was 104 2020-21
 Source C H.S. Gibson, the Deputy Conservator of Forests, Darjeeling, wrote in 1913: ‘… forest which is used for grazing cannot be used for any other purpose and is unable to yield timber and fuel, which are the main legitimate forest produce …’
 "
What do you know about pastoralists communities of Africa? ,"(i) In Africa, where over half of the world’s pastoral population lives, even today 22 million Africans depend on some forms of pastoral activity for their livelihood. (ii) They include communities like Bedouins, Berbers, Maasai, Somali, Boran and Turkana. (iii) Most of them now live in the semi-arid grasslands or arid deserts where rainfed agriculture is difficult. (iv) They raise cattle, camels, goats, sheep and donkeys; and they sell milk, meat, animal skin and wool. (v) Some of them also earn through trade and transport, others combine pastoral activity with agriculture, still others do a variety of odd jobs to supplement their meagre and uncertain earnings from pastoralism.","3 Pastoralism in Africa
 Let us move to Africa where over half the world’s pastoral population lives. Even today, over 22 million Africans depend on some form of pastoral activity for their livelihood. They include communities like Bedouins, Berbers, Maasai, Somali, Boran and Turkana. Most of them now live in the semi-arid grasslands or arid deserts where rainfed agriculture is difficult. They raise cattle, camels, goats, sheep and donkeys; and they sell milk, meat, animal skin and wool. Some also earn through trade and transport, others combine pastoral activity with agriculture; still others do a variety of odd jobs to supplement their meagre and uncertain earnings from pastoralism.
 Let us move to Africa where over half the world’s pastoral population lives. Even today, over 22 million Africans depend on some form of pastoral activity for their livelihood. They include communities like Bedouins, Berbers, Maasai, Somali, Boran and Turkana. Most of them now live in the semi-arid grasslands or arid deserts where rainfed agriculture is difficult. They raise cattle, camels, goats, sheep and donkeys; and they sell milk, meat, animal skin and wool. Some also earn through trade and transport, others combine pastoral activity with agriculture; still others do a variety of odd jobs to supplement their meagre and uncertain earnings from pastoralism.
 "
Who were Maasais?,"The title Maasai derives from the word ‘Maa’. ‘Ma-Sai’ means ‘My People’. The Maasais are traditionally nomadic and pastoral people who depend on milk and meat for subsistence. High temperatures combine with low rainfall to create conditions which are dry, dusty and extremely hot. Drought conditions are common in this semi-arid land of equatorial heat. During such times pastoral animals die in large numbers.","Fig.15 – The title Maasai derives from the word Maa. Maa-sai means 'My People'. The Maasai are traditionally nomadic and pastoral people who depend on milk and meat for subsistence. High temperatures combine with low rainfall to create conditions which are dry, dusty, and extremely hot. Drought conditions are common in this semi-arid land of equatorial heat. During such times pastoral animals die in large numbes. Courtesy: The Massai Association.
 "
Which similarities are observed in the lifestyles of the Pastoralists of Jammu and Kashmir and Himachal Pradesh? Describe.,"(i) Gujjar Bakarwals of J & K are great herders of goat and sheep. They established and moved annually between their summer and winter grazing grounds. (ii) In winter, high mountains covered with snow, they lived in shiwalik range. (iii)In summer, they begin northern march for the grazing grounds in the valleys of Kashmir. They go in groups called as ‘kafila’. (iv) Gaddi shepherds of Himachal Pradesh have a similar cyclic movement. They too spend the winters in shiwaliks – grazing – in scrub forest. (v) By April they move north and spend summer in Lahul and Spiti.  (vi) When snow melts, many move to high ground.  ","Even today the Gujjar Bakarwals of Jammu and Kashmir are great herders of goat and sheep. Many of them migrated to this region in the nineteenth century in search of pastures for their animals. Gradually, over the decades, they established themselves in the area, and moved annually between their summer and winter grazing grounds. In winter, when the high mountains were covered with snow, they lived with their herds in the low hills of the Siwalik range. The dry scrub forests here provided pasture for their herds. By the end of April they began their northern march for their summer grazing grounds. Several households came together for this journey, forming what is known as a kafila. They crossed the Pir Panjal passes and entered the valley of Kashmir. With the onset of summer, the snow melted and the mountainsides were lush green. The variety of grasses that sprouted provided rich nutritious forage for the animal herds. By end September the Bakarwals were on the move again, this time on their downward journey, back to their winter base. When the high mountains were covered with snow, the herds were grazed in the low hills.
 India and the Contemporary World
 In a different area of the mountains, the Gaddi shepherds of Himachal Pradesh had a similar cycle of seasonal movement. They too spent their winter in the low hills of Siwalik range, grazing their flocks in scrub forests. By April they moved north and spent the summer in Lahul and Spiti. When the snow melted and the high passes were clear, many of them moved on to higher mountain
 "
