questions,answers
List four observations that help us to determine whether a chemical reaction has taken place., Evolution of a gas  Change in temperature   Change in state  Change in colour. 
Translate the following statement into chemical equation and then balance it : ‘‘A metal in the form of ribbon burns with a dazzling white flame and changes into a white powder.’ ,Magnesium combines with atmospheric oxygen to form magnesium oxide. → 2MgO 2Mg + O2  
State what happens when zinc granules are heated with sodium hydroxide solution. Write the balanced chemical equation for the reaction. Name the main product formed in this reaction. ,"When zinc granules are heated with NaOH solution, sodium zincate is formed with the evolution of hydrogen gas. Heat 2NaOH + Zn → Na2ZnO2 + H2 The main product formed in this reaction is H2 gas. 2"
Give reactions of calcium and magnesium with dilute nitric acid.  → Ca2 + H2,Ca + 2HNO3  → Mg2 + H2 Mg + 2HNO3  
Write balanced chemical equations for the following reactions :  Silver bromide on exposure to sunlight decomposes into silver and bromine.  Sodium metal reacts with water to form sodium hydroxide and hydrogen gas.  Sunlight, 2AgBr → 2Ag + Br2 → 2NaOH + H2  2Na + 2H2O  
"Q. 15 In a test-tube, hydrochloric acid is poured over a few zinc granules. List two observations that suggest that a chemical reaction has occurred. → ZnCl2 + H2 2HCl + Zn  ", A colourless gas is evolved.  Test-tube becomes hot. 
Convert the following statements into balanced chemical equations :  Zinc reacts with sulphuric acid to form zinc sulphate and hydrogen gas.  Magnesium burns in oxygen to form magnesium oxide.  → ZnSO4 + H2, Zn + H2SO4  → 2MgO  2Mg + O2  
Write the balanced chemical equations for the following reactions.  Calcium hydroxide + Carbon dioxide → Calcium carbonate + Water  Zinc + Silver nitrate → Zinc nitrate + Silver  Aluminium + Copper chloride → Aluminium chloride + Copper  Barium chloride + Potassium sulphate → Barium sulphate + Potassium chloride , Ca2 + CO2 → CaCO3 + H2O  Zn + 2AgNO3 → Zn 2 + 2Ag  2Al + 3CuCl2 → 2AlCl3 + 3Cu  BaCl2 + K2SO4 → BaSO4 + 2KCl
Define a chemical reaction. Which observation help you to determine whether a chemical reaction has taken place ? ,Chemical Reaction : Refer to Very Short Answer Type
Define the term decomposition reaction. Give one example each of thermal decomposition and electrolytic decomposition. ,"Reaction in which a single reactant breaks down to give simpler products. Thermal decomposition— → CaO + CO2 CaCO3    Electrolytic decomposition— Electric current 2 H2O → 2H2 + O2  3 Detailed Answer : In a decomposition reaction, a single reactant breaks down into two or more simpler products. When a decomposition reaction is carried out by heating, it is called thermal decomposition reaction. CaCO3 Heat → CaO + CO2    When a decomposition reaction is carried out with the help of electric current, the process is called electrolysis. Electric current 2H2O  → 2H2 O2   "
Write the steps for balancing the chemical equation for the formation of ammonia by the combination of nitrogen and hydrogen.  → NH3 .,"N2 + H2   Examine the number of atoms of different elements present in the unbalanced equation.  In the above reaction, left hand N2 and H2 of both the sides are unbalanced.  To balance hydrogen, H2 is multiplied by 3 on side. It makes 6H- atoms on the left hand side.  Now to balance hydrogen atoms on the right hand side, NH3 should be multiplied by 2. It makes 6Hatoms on this side.  Now to balance nitrogen atoms, they are counted separately for both the sides and we will find that, nitrogen atoms are 2 on both the sides.  Balanced chemical equation will be : → 2NH3 ½+½+½+½+½+½ N2 + 3H2 "
 Mention the four informations given by an equation.  State the law of conservation of mass as applicable in a chemical reaction. ,"  Physical state of reactants and products.  Conditions such as temperature, pressure, heat etc.  Catalyst involved.  Change in state.  Total mass of the elements present in the products in a chemical reaction has to be equal to the total mass of elements present in the reactants or Mass can neither be created nor destroyed in a chemical reaction.  1"
"When a copper wire was left in silver nitrate solution for sometime, it was observed that the solution turned bluish green.  Explain the observation.  Write the balanced chemical equation to represent the change taking place. "," Copper is more reactive than silver. Hence, when copper wire is dipped in silver nitrate solution, it displaces silver from AgNO3 solution forming copper nitrate which is bluish green in colour.  Cu + 2AgNO3 → Cu2 + 2Ag Copper  nitrate Silver bluish green  1½ + 1½"
2 g ferrous sulphate crystals are heated in a dry boiling tube.  List any two observations.  Name the type of chemical reaction taking place.  Write the chemical equation of the reaction. ," Before heating, it is pale green. After heating, it is brown or reddish brown. Two observations are : 		 Change in state and colour. 		 Evolution of gas.  Decomposition reaction. Heat → Fe2O3 + SO2 + SO3  2FeSO4 "
" In the following reactions, name the reactants, which undergo oxidation and reduction : → Cu + H2O  CuO + H2  → ZnO + Cu  CuO + Zn   State one industrial application of reduction. ",  The reactants are copper oxide and hydrogen. Copper oxide undergoes reaction and hydrogen  undergoes oxidation.  The reactants are copper oxide and zinc. Zinc undergoes oxidation and copper oxide undergoes reduction.  Calcium carbonate is reduced in industries to get CaO and CO2.
