questions,answers
Who was Menocchio ? ,Menocchio was a miller of sixteenth century in Italy. He reinterpreted the message of the Bible and formulated a view of God and Creation that enraged the Roman Catholic Church.  1 
Who was Martin Martin Luther Luther ? Germany..,Religious reformer of Germany
Who introduced introduced hand-printing technology in  Japan ?,Buddhist missionaries from China.
Who was the enlightened thinker whose writings are said to have created conditions for a revolution in France ?,Rousseau.
"Name the first book printed by Johann Term-I, DDE-2015, Set-E)] Gutenberg. [Board Term-I,",Bible.
"How we can say that, that, Gutenberg’s press was too too slow as compared to present press technology ? Give one example. ",It could print 180 copies of Bible in three years.  1
What is Calligraphy ?,The art of beautiful and stylish writing. 
Which is the oldest printed Japanese book ? ,Diamond Sutra.
Mention any one feature of the oldest Japanese book. ,Oldest Japanese book contained six sheets of text and woodcut illustrations.  1 developed the first printing press ?
"Who developed [Board Term-I, Term-I, , ,",Johann Gutenberg.
Which method method of hand-printing was developed in China ? ,Woodblock printing.
"Despite the woodblock printing, printing, what factor raised the demand of new technology in print ? ",Gradual increase in demand than the rate of printing by the use of wood-block printing led to the demand of new technology.  1
How were Biliotheque Bleue different from penny chap books ? ,Both were low priced books printed on poor quality paper but the Biliotheque Bleue were bounded in cheap blue covers.  1
Who agreed to revise Press Laws in 1835 ?,Governor General Bentinck.
In which country was the earliest kind of print technology developed ?,China.
Give the ancient name of Tokyo. ,Edo.
How did Louise Sebestian Mercier interpret the the printing press ?,He said that ‘Printing press is the most powerful engine of progress and public opinion is the force that will sweep despotism away away..
Why were cheap paperback editions of books printed by the end of the eighteenth century ? ,So that poor people could buy them.
