questions,answers
What was the main aim of revolutionaries of Europe during the years following 1815 ? ,To oppose monarchial forms of government.
What was the meaning of liberalism in early nineteenth century in Europe ? ,Liberalism stood for freedom for individual and equality for all before the laws. 
What was the main aim of Treaty of Vienna 1815 ? ,Undoing most of the changes that had come about in Europe.
What was the major change that occurred in the political and constitutional scenario due to French Revolution in Europe ? ,The French Revolution led to the transfer of sovereignty from the monarchy to a body of French citizen.
What was the main aim of the French Revolutionaries ? ,The main aim of French Revolutionaries was to create a sense of collective identity amongst the French people.
What was the major issue taken up by the liberal nationalists ? ,Freedom of the Press.
What is meant by Nation State?,"When people living in a particular region develop an identity, with definite boundary, common ruler and common culture, it is called as Nation State. 1"
What is meant by Nationalism?,Nationalism is the love and patriotic feeling for ones own country.
Which revolution was the first clear expression of nationalism?,"It was the French Revolution, which was started in the year 1789. It marked the transfer of power from monarch to a body of French citizen."
Name the areas occupied by the French armies under Napoleon.,"Holland, Belgium and Switzerland."
Who comprised of the new middle-class?,"Industrialists, Businessmen and Professionals."
How did the artists of the time of the French Revolution personified Liberty?,The artists of the time of the French Revolution personified Liberty as a female figure.
What was Sorrieu’s utopian vision?,"In Sorrieu’s utopian vision, the people of the world are grouped as distinct nations, identified through their flags and national costume."
When did Napoleonic war begin?,The Napoleonic war began in 1797 when Napoleon invaded Italy.
When was Vienna Peace Settlement signed?,The Vienna Peace Settlement was signed in 18141815 after the fall of Napoleon.
When did Greek struggle for independence begin?,The Greek struggle for independence began in
What does La Patrie mean?,The Fatherland.
Which country is known as the cradle of civilisation?,Greece is known as the cradle of civilisation.
The basic aim of Zollverein was ____ (to abolish tariff barriers/to reunite Germany).,To abolish tariff barriers.
List names of any three Balkan states which earlier constituted a part of the Ottoman Empire.,"States were :  Bulgaria,  Greece and  Romania."
