questions,answers
Compare the rate of diffusion of liquids and solids with reason. , Rate of diffusion of liquids is higher because particles of liquid move freely.  Particles of liquid have greater spaces between each other than solids.  1 + 1  2 Marks each
Explain :  Sponge though compressible is a solid.  Rubber band though stretchable is a solid. ," In minute pores of sponge air is trapped. When pressed, air is expelled out so it is compressible. It is a solid as it has definite shape and volume.  Rubber band changes shape under force and regain shape when force is removed. 1 + 1 "
"Among solids, liquids and gases, which one has :  maximum force of attraction between the particles.  minimum spaces in between particles. "," solids, particles are closely packed  solids, particles are closely packed.  1 + 1 Detailed Answer :  Solids have maximum force of attraction between the particles & closely packed.  Solids have minimum spaces in between particles as the particles are closely packed."
Write the chemical name of dry ice. Justify its name. How is it stored ? ,Chemical name of dry ice is solid CO2. It just looks like ice but is absolutely different. Solid CO2 converts directly to gaseous state on decreasing pressure to one atmosphere without coming into liquid state. It is stored at high pressure. ½ + 1 + ½
State reason for the following :  The smell of lighted incense stick reaches you several metres away but to get the smell from unlighted incense stick you have to go close.  Naphthalene balls disappear with time without leaving any solid. 		 ," Particles of matter are continuously moving. Rate of movement of particles increases with temperature; therefore the smell of lighted incense stick reaches us several metres away due to diffusion.  Because it sublimes, due to which it directly converts into vapour and disappear without leaving any solid. "
 How can we liquify gases ?  Why do clothes take more time in drying on a rainy day ? ," We can liquify gases by applying pressure and reducing temperature.  On a rainy day, the amount of water vapours present in air  is already high, the rate of evaporation decreases.  1 + 1"
A wooden chair is solid at room temperature. Give two reasons. ,"A wooden chair is solid at room temperature because :  it has definite shape and volume,  it cannot be compressed. "
2 ml of dettol is added to a beaker containing 500 ml of water and stirred. State four observations that you make. , Level of water remains same.  A uniform mixture is formed / a true solution is obtained.  The solution becomes white in colour.  Smell can be detected even on repeated dilution.  ½ × 4
Arrange the three states of matter in the increasing order of :  rate of diffusion  particle motion. , Rate of diffusion : solid < liquid < gas.  Particle motion : solid < liquid < gas 
Mention two properties of water to justify that water is liquid at room temperature. ,Water is liquid at room temperature as it takes the shape of the container in which it is put and it shows fluidity. 
A small amount of gas is let into a large evacuated chamber.  How much of the chamber gets filled with the gas ?  What property of the gas helps it to do so ? , The whole chamber gets filled with gas.  The particles move about randomly at high speed. 
Write the physical state of matter that shows the property given below :  Most compressible form of matter.  Has definite shape and volume.  Has definite volume but no fixed shape.  Rigid and incompressible., Gas  Liquid   Solid  Solid 
Gases are more compressible. Write two reasons for this. ,Gases are more compressible due to weak forces of attraction between molecules of gases and more intermolecular spaces. 
Rate of diffusion is faster in gases. Why ? ,"In case of gaseous state, due to negligible force of attraction they can move freely. That is why rate of diffusion is faster in gases. "
Design an experiment to show that air contains water vapours. , Take ice cold water in a metallic tumbler and keep it in open air.  After some time water droplets will be seen on the outer surface of the tumbler.  The water vapours present in air on coming in contact with the cold metallic surface of the tumbler loses energy and gets converted to liquid state.  This shows that air contains water vapours.
"Ice, water and steam are three states of a substance and not different substances. Justify. ",When ice is melted water is produced and when water is heated steam is produced. Conversely when steam is cooled water is produced and when water is cooled ice is produced. 
" Write the full form of  L.P.G.,  C.N.G.  Give one use for each. ",  L.P.G. : Liquified Petroleum Gas.  C.N.G. : Compressed Natural Gas  Use of L.P.G. : Fuel at home. Use of C.N.G. : Fuel of vehicles. 
" A diver is able to cut through water in a swimming pool. Which property of matter does this observation suggest ? How ?  Liquids generally have lower density as compared to solids, but ice floats on water. Find out why ? "," The particles of water are held together by weak forces of attraction. It is these forces of attraction which the diver cuts through water in the swimming pool.  In ice, the mass per unit volume  =D  i.e. V density of ice is lesser than the density of water, hence ice floats on water."
What is the effect of change of pressure on physical state of matter ? Explain with an example of a gas. ,The physical state of matter can be changed by changing the pressure. By lowering temperature and increasing the pressure gases can be changed into liquids and some solids can be changed into gases on decreasing the pressure. This happens with gases as there is lots of space between the particles of a gas and upon applying high pressure particles come close to each other which upon cooling gets liquified.
 After winters people pack off their woollens by keeping Naphthalene balls in them. With passage of time these balls become smaller in size. Why does this happen ? What type of change is involved during this process ?  How can you convert a saturated solution into an unsaturated solution ? ," Sublimation, Naphthalene balls sublimate and becomes smaller in size. It is a physical change.  By adding large quantities of the solvent into the solution.  3 Detailed Answer :  With time these naphthalene balls sublimes directly into vapour. It is a physical change and the process is known as sublimation.  By adding large quantities of the solvent into the solution."
List three characteristics of particulate nature of matter. , Particles of matter have space between them  Particles of matter are continuously moving  Particles of matter attract each other  1 × 3
Give reasons for the following :  Solids are incompressible  Solids have negligible kinetic energy. ," Solids are incompressible because the particles are closely packed and there is no space for their movement.  The particles of solids do not have any intermolecular space and hence no movement. Therefore, they have negligible kinetic energy."
Give reasons :  Why gases exert pressure on the walls of container.  Gases undergo diffusion very fast. ," The particles of a gas are free to move randomly in all directions. During the motion they collide with each other and also with the walls of container.  Particles of a gas are loosely packed, move randomly due to space between them, so they intermix with other particles present there.  1½ + 1½"
Give reasons :  Naphthalene balls disappear with time without leaving any solid.   A gas fills a vessel completely. ," Naphthalene being volatile converts from solid to gas directly by the process called sublimation. Therefore, no solid residue is left after sometime as it takes the heat from surroundings and sublimes.  Particles of gas have negligible force of attraction between them and possess high kinetic energy. Therefore, they move very fast to fill the vessel completely in which they are kept."
Explain the inter conversion of three states of matter in terms of force of attraction and kinetic energy of the molecules. ,"During the inter conversion of a solid into a liquid, and liquid into gas, on increasing the temperature the kinetic energy of the molecules increases and force of attraction among molecules decreases and vice versa.  3"
Carbon dioxide was taken in an enclosed cylinder and compressed by applying pressure :  Which state of matter will we obtain after completion of the process ?  Name and define this process.  What is the common name of the product obtained in the above process ? , Solid.  Sublimation : The process of conversion of solid directly into vapours or vice-versa.  Dry ice
State all the factors that affect the rate of evaporation of water and also state how these factors affect it. ,"Rate of evaporation increases with an increase in surface area, an increase in temperature, a decrease in humidity, an increase in speed of wind. "
"Write in brief, an activity to show the particulate nature of matter. List any two characteristics of particles of matter. ","Activity :  Take a 100 ml beaker.  Fill half the beaker with water and mark the level of water.  Dissolve some salt / sugar with the help of a glass rod.  Observe any change in water level. Observation : Level of water remains same and salt/ sugar, has now spread throughout water. When we dissolve salt in water, the particles of salt get into the spaces between particles of water. This shows the particulate nature of matter. 100 ml 100 ml 100 ml 50 ml 50 ml 50 ml Adding salt Stirring Salt particles Salt Two characteristics of particles of matter are :  They have space between them.  They are continuously moving.  They attract each other.   + 1"
"With the help of labelled diagram describe an activity to show that the particles of matter are very small. Use the following material that has been provided to you. 4 beakers, spatula, 4 test-tubes, distilled water and a few crystals of potassium permanganate. "," Take 2-3 crystals of potassium permanganate and dissolve them in 100 ml of water.  Take out approximately 10 ml of this solution and put it into 90 ml of clear water.  Take out 10 ml of this solution and put it into another 90 ml of clear water.  Keep on diluting the solution like this 5 to 8 times.  This experiment shows that just a few crystals of potassium permanganate can change colour of a large volume of water . 10 ml 100 ml 100 ml 10 ml 100 ml 100 ml 10 ml 100 ml Fig : Set up to explain that particles of matter are very small. With every dilution, though the colour becomes light, it is still visible. So, we conclude that there must be millions of tiny particles in just one crystal of potassium permanganate, which kept on dividing themselves into smaller and smaller particles."
