questions,answers
Explain Van Niel experiment on purple and green sulphur bacteria.,"Van Niel on his studies with purple and green sulphur bacteria doemonstrated that photosynthesis is a light dependent reaction in which hydrogen from an oxidisable compound reduces CO2 to form sugar. 2H2 A + CO2 →  𝑙𝑖𝑔ℎ𝑡  2A + CH2 O  In Green plants, HO is the hydrogen donor and is oxidised to O2 In green sulphur bacteria, when H2 O instead of HO was used as hydrogen donor no O2 was evolved. He inferred that O2 evolved by green plants come from H2 O but not from C O2"
Explain the photochemical phase of photosyn-thesis. What is the light reaction product. ,"The photochemical phase : this phase of involve all those events which require sunlight. A photon absorbed by the molecules of the trapping or harvesting aone of P'S Iand PS II pass their energy to their respective reacion centre.  For pigment system 1 the light energy is gathered by cholorphyill a, and posibly by chlerophyll b, while for PS II ight energy is gathered by chlorophyll a, chlorophyll b and phycobillins. Arnon et al (1954) discovered that in addition to carrying out Hill reaction the choloroplast also synthesize ATP in presence of light from ADP and inorganic phosphate. This process is called as photophosphorylation. "
Under high concentration of 𝐎𝟐 RuBP binds with 𝐎𝟐 and forms one molecule of phosphoglycerate and phosphoglycolate.,"Non-cyclic photophosphorylation: (i) It takes place in the grana of chloroplasts. (ii) The process initiates with excitation of special types of chlorophyll molecules P680 and P700 (The letter Pstands for pigment and the figures for the wavelength of light at which these molecules absorb). (iii) P 680 and P700, molecules of chlorophyll form the reaction centres or photocentres. (iv) The accessory pigments and other chlorophyll molecules harvest the solar energy and pass it on to the reaction centres. (v) Thus, a photon absorbed anywhere in the molecules harvest the solar energy and pass its on to the P680 molecule. (vi) The cluster of pigment molecules which transfer their energy to P 680 absorb at or below the wavelength of 680 nm. (vii) Together with P 680 they form the photosystem II or PS II. Similarly P700 forms photosystem I or PS I along with pigment molecules which absorb at or below 700 nm. (viii) When P680 acquires a sufficient quantum of energy, it emits an electron, This electron with high potential energy moves down an electron transport chain and during this process ATP is formed. (ix) The electron lost from P 680 is ultimately compensated by P700 which transfers it to ferredoxin (an iron-containing protein). In turn, ferredoxin transfers the electron to NADP to generate NADPH. (x) As synthesis of ATP occurs in light and the process is not cyclic 𝑖. 𝑒., the same not coming back to the oxidised photosystem or in other words, it needs a constant su of water molecules to be oxidised and NADP to be reduced, the process is called non-cyclic photophosphorylation."
Esplain chemiosmotic bypothests briefly.,"The chemiosmotic hypothesis has been put forward to explain thse machanism of ATP synthesis in the chloroplast, ATE synthests is linked to the development of pruton gradient actoss the membranes of the thylakoid. (i) Since splitting of the water molecule takes place on the inner side of the thylakoid membrane the protons produced by the photolysis of water accuimulates within the lumen of the thylakoids.  (ii) As electrons move through the photosystems, protons are transported across the membrane. (iii) This occur because the primary acceptor ot electron which is located towards the outer side of the membrane transfers its electrons to an hydrogen carrier. Hence this molecule removes a proton from the stroma while transporting an electron. (iv) When this molecule passes on its electron to the electron carrier on the inner side of the membrane, the proton is released into the lumen side of the membrane. (v) The NADP teductase enzyme is located on the stroma side of the membrane. Along with electrons that come from the acceptor of electrons of PSl, protons are also needed to reduce NAD+ to NADPH + H + and so these protons are also removed from the stroma. (vi) As a result, protons in the stroma decrease in number, while in the lumen it increases, thus creating a proton gradient across the thyłakoid membrane. (vi) This gradientis important because the breakdown of this gradient leads to release of energy. The gradient is broken down due to the facilitated diffusion of protons across the membrane to the stroma through F0 part of ATP ase. (vii) The other portion of ATP synthetase called F1 undergoes conformational change due to the energy produced by the breakdown of proton gradient which enables the enzyme to synthesize several ATP. "
What is photorespiration 7 How do some plants like sugafcane minimize the photorespiratory loss? Explain  ,"Photorespiration : It is light dependent process of oxygenation of ribulose biphosphate (RuBP) and release of carbon dioxide by the photosynthetic organs of a plant. The photorespiratory losses are checked by sugarcane by having physiological adaptations The process of photosynthests occurs in mesophyll cells and bundle sheath cells. Mesophyll cells : (i) Initially, CO2 in taken up by phosphoenol pyruvate (PEP) and changed to oxaloacetate (OAA) in the presence of PEP carboxylase (PEPCO). (ii) Oxaloacetate is reduced to malate/aspartate, the product formed reach into bundle sheath. Bundle Sheath : (i) The oxidation of malate (an aspartate) occurs with release of carbon dioxide and formation of pyruvate (3C). (iii) Due to increased CO2 concentration, the RuBisco function as carboxylase and not as oxygenase. (iv) This prevents the photosynthetic losses. (v) RuBP operates now under Calvin cycle and pyruvates transported back to mesophyil cells changed into phosphoenol pyruvate, to keep the cycle going."
What are the products of light reaction ? Name first stable product of C3 plants Explain different steps of calvin cycle.,"ATP and NADPH, the product of light reaction are used in synthesis of food. The first CO2 fixation product in C3 Plants is 3-phosphoglyceric acid. The CO2 acceptor is RuBP. Calvin cycle has three stages: (i) Carboxylation : CO2 + RuBP → 2 molecule of PGA. (ii) Reduction : Glucose is formed at the expense of ATP and NADPH It involves 2 ATP for phosphorylation and 2 NADPH2 for reduction per CO2 molecule fixed. (iii) Regeneration : RuBP is formed again. 6 turns of Calvin cyde and 18 ATP molecules are required to synthesize one molecule of glucose For diagram: Refer to SAQ-IIL/Q.14.6 CO2 + 6RuBP + 18 ATP + 12NADPH-C6 H12 O6 + 6 RuBP + 18ADP +18Pi + 12NADP."
What are the external and internal factors affecting photosynthesis ?,"The external and internal factors affecting photosynthesis are: (i) External factors: (a) Light : The quality, intensity and duration of light received by plants greatly influences the rate of photosynthesis. The quality of light influence the photosynthesis as blue and red regions of the visible spectrum are most effective. Green light has minimum effect. When sufficient intensity of light is available, they starts performing photosynthesis. Rate of photosynthesis increase proportionately with an increase in light intensity till plants achieve light saturation point. Beyond this point photosynthesis does show any change. Longer exposure to continuous light favours good photosynthesis. (b) Carbon dioxide : CO2 concentration in atmosphere act as a limiting factor. An increase in CO2 come upto 0.1% shows an increase in photosynthesis. Higher conc. becomes toxic and inhibit the rate of photosynthesis. (c) Oxygen : High concentration of usygen has an inhibitory effect on photosynthesis in C3 plants, because RuBP oxygenase becomes more active resulting in photorespiration. (d) Water: Its photooxidation supplies H + for the reduction of NADP. The reduced NADP H2 is used in the reduction of CO2 in Calvin cycle. It also donates the electrons to P680 in non-cyclic photophosphorylation. (e) Temperature: Rate of photosynthesis doubles with every 100 C rise in temperature till the optimum value is achieved. An increase in temperature above 300 C results in a fall in the rate of photosynthesis. The optimum temperature for photosynthesis in C3 plants is 10-2 50 C and in C4 plants it is 30450 C. (ii) Internal factors:  (a) Chlorophyll content: Chlorophyll is essential for cyclic and non-cyclic photophosphorylation and reduction of NADP, the ssimilatory power, used to fix and reduce CO2 in Calvin cycle. (b) Leaf anatomy: The important anatomical features that influence photosynthesis include thickness of cuticle, stomatal index, distribution of stomata, degree of opening of stomata, size and distribution of intercellular spaces and number and distribution of vascular strands. Kranz anatomy of C4 plants increases the efficiency of photosynthesis. (c) Age of leaf: As leaf develops, the rate of its photosynthesis increases gradually reaching maximum when the leaf becomes fully matured. Rate of photosynthesis decreases with age of leaf."
Name the three cellular organelles that are involved in photorespiration. Mention the various steps of photorespiratory pathway. Name the cell organelles involved in photorespiration. Explain the mechanism of this process. ,"Chloroplast, perosisome and mitochondria are three celilar organelles invalved in photurespiration. Varinus steps of photorespiratory pathway : (a) In presence ut high O2 RuBP cartovylase acts as oxygenase and resuts in formation of 3PGA Phosphoglyceric arid) and 2-phosphoglyoolate 2-phosphoglycolate loses P O4 igoup to make glycolate. (b) Siynthesized glycolate in chlomptest enters into peroxisome.  (c) The glycolate is oxidised into glyosylate and H2 O2 by oxidase enzyme. (d) Clyoxylate is changed into glycine (amino acid) by glutamate glyoxylate transaminase (enzyme). (e) Two molecules of glycine form serine and one mol. of CO2 in mitochondria but no ATP and NADPH are formed. (f) Finally serine passes into mitochondria and is changed into carbohydrate (3 carbon) and Phospłtoglycolate (2 carbon). (g) Soon glycolate is formed by phosphoglycolate. In peroxisomes, glycolate soon changes into glycine and glycine into serine and CO2 without production of assimilatory powers (ATP and NADP H2 )."
How is CAM completed in two phases ? Explain.,"Crassulacean acid metabolism occurs in succulent plants and gets completed in two phases: Phase 1: (i) Stomata are open at night. CO2 is absorbed from outside. With the help of PEP carboxylase, it is immediately fixed. (ii) The acceptor is Phosphoenol pyruvate or PEP. PEP Carboxylase  PEP + НСO3 (СO2 + H2 O) →  Dehydregenase  Oxaloacetic acid + NADPH →  Oxaloacetic acid + H3 PO4 Malic acid + NADP +  (iii) Malic acid is end product of dark fixation of C O2 It is stored inside cell vacuoles. Phase II: (i) During day time, stomata are closed. However, light is available for photosynthesis. (ii) Malic acid moves out of the cell vacuoles. (iii) It is decarboxylated with the help of malic enzyme. (iii) Pyruvate is produced and is metabolised.  (iv) The released CO2 is fixed again through Calvin cycle with the help of RuBP and Rubisco. (v) Crassulacean plants have developed a unique mechanism to perform photosynthesis without much lose of water."
Describe calvin cycle by flow chart.,   
