questions,answers
How do chylomicrons differ from micelles with regard to their structural components?,"Differences between chylomicrons and micelles: S. No.  Chylomicrons  Micelles  (i)  Protein coated water soluble fat droplets of about 150mm released into the lymph.  It is formed by combination of fatty acids, monoylglycerols and the bile salts.  (ii)  In this form fats/ lipids are put into circulation.  In this form, digested fats are absorbed in intestinal cells in alimentary canal. "
The stomach of a patient had to be removed on medical grounds. What special diet would you recommend him and why?,"When the stomach of a patient is to be removed on medical grounds and the oesophagus is directly connected with the duodenum, the patient should be given simple diet in liquid form only. Milk is to be avoided because the curdling of milk takes place only in the stomach. The food may consist of glucose, protein, carbohydrates all mixed together in the liquid form. No solids should be given to him. This liquid food should be such that it could be acted upon by intestinal juice."
"How vitamin E helps in maintaining normal membrane structure, and thus keeping skin healthy ?","Primary role of vitamin-E is to serve as an antioxidant as it prevents oxidation of certain materials (i.e., it inhibits peroxide formation and thereby prevents damage of membrane lipids and thus maintains normal membrane structure). Thus vitamin E keeps skin healthy."
What digestive disorders do you expect in a habitual alcoholic?,"Alcoholic is a person who consumes lots of alcohol regularly. Alcohol is directly absorbed from the stomach by the blood capillaries. The alcohol is known to cause damage to the liver cells. Liver cells produce bile juice. If the liver cells are damaged they would not be able to produce bile. If the bile is not produced in required quantities, the emulsification and further digestion of fats is not possible. This would bring about disturbances in the digestion and adsorption of fats. The alcohol also hardens the stomach wall, which would reduce the churning of food in the stomach.  "
Persons suffering from very low blood pressure pass no urine. Why? What suggestion would you offer for the removal of waste products from the blood in such a situation?,"It is true that a person suffering from very low blood pressure does not pass sufficient urine. The reason for this is, the blood to pass through the glomerulus of the nephron must have required amount of pressure in it. If the pressure is not sufficient it will not flow through the glomerulus and filtration would not take place, hence no urine would be formed. This is quite harmful to the person as waste products go on accumulating in the body. To avoid this, a person should be advised to take sufficient amount of water and medicines to keep the blood pressure at an optimum level."
"Suppose the kidneys of a person are damaged, can you predict what is going to happen to him?","The kidneys are considered as master chemists of the body. (i) If they are damaged, it would disturb the normal functioning of the life processes. (ii) Due to the effect of toxins produced by some bacteria the filters of tiny uriniferous tubules are damaged. (iii) They become perforated with larger holes and allow blood cells, and proteins to pass through them along with the urea and water during filtration of blood in formation of urine."
An aquarium fish and a pigeon were fed on protein diet. In what different forms would they excrete their nitrogenous wastes? Why do they excrete so differently?,An aquarium fish excrete ammonia whereas a pigeon excretes uric acid. Ammonia is highly toxic and needs to be eliminated as rapidly as it is formed. A fish living in water have immediate access to water and can eliminate ammonia easily and directly. Ammonia being soluble in water requires a large volume of water for its elimination which a fish can afford. A bird has very less access to water and can conserve water in its body by eliminating insoluble uric acid crystals.  
Why aldosterone is called as salt retaining hormone?,"(i) Aldosterone (salt-retaining hormone) is the principal mineralocorticoid in humans. Its main function is to regulate the sodium content of the body. It is secreted when the sodium level is low. (ii) It acts on the kidneys to cause more sodium to be returned to the blood and more potassium to be excreted. (iii) As the sodium concentration in the blood increases, water follows it by osmosis, so the blood volume also increases. Thus, the effect of aldosterone is to increase both sodium and water in the blood."
How control of insulin and glucagon is regulated by push and pull mechanism ?,"(i) It is regulated by a ‘limit-control feedback’ or ‘push and pull feedback' mechanism. (ii) When sugar level in blood increases, insulin is secreted and glucagon secretion is inhibited. (iii) When blood-sugar level falls, for instance during excessive physical labour or stress, secretion of glucogen is stimulated and insulin secretion is inhibited. (iv) This is the self-regulating device."
How is communication among parts of an organism accomplished?,"(i) Hormones, a chemical messenger is transported by blood, they reach target organs, i.e., organs for which they are intended. (ii) Hormones may stimulate or inhibit specific biological processes in target organs to modify their activities. Thus they regulate organs and tissues. (iii) The activity of these messenger molecules, i.e., hormones secreted in the blood by endocrine glands is under the direct control of the nervous system.  "
What is oxygen debt? Explain.,"(i) The muscles fails to get sufficient oxygen during strenuous exercise to fulfil their energy requirements and contracts anaerobically. It accumulates lactic acid produced by glycolysis. The oxygen consumption of muscles exceed during recovery, known as oxygen debt of the muscle. (ii) This oxygen is used in oxidising the accumulated lactic acid aerobically and restoring ATP in muscle fibre."
Why a red muscle fibre works for a prolonged period while a white muscle fibre suffers from fatigue after a shorter work?,"(i) Red muscle fibres are rich in myoglobin and contain large number of mitochondria. (ii) Function of myoglobin is to bind and store oxygen and oxymyoglobin. (iii) During muscle contraction oxygen is released from the oxymyoglobin. (iv) Red muscle fibres produce energy only under aerobic conditions so very less amount of lactic acid gets accumulated in the muscle. Hence these muscles can work for a prolonged period. (v) White muscle fibre, myoglobin is absent and there are very less number of mitochondria so they depend on aerobic glycolysis for their energy production. (vi) As a result of this, large amount of lactic acid gets accumulated in the muscle and hence these muscle gets fatigued soon.  "
"Write a note on ""Regulation of Cardiac Activity""","Regulation of Cardiac Activity : (i) The special neural centre located in medulla oblongata of brain can moderate cardiac function through autonomic nervous system. Therefore, ANS helps in controlling heart regulation. (ii) The parasympathetic neural signals, (componentof ANS) decreases the rate of heart beat, speed of condition of action potential and also the cardiac output. (iii) The adrenal medullary hormones enhance cardiac output. (iv) The neural signals through sympathetic nerves may increase heart beat rate and the strength of ventricular contraction and also cardiac output."
"If a patients' ECG revealed an abnormally long delay between the P wave and the QRS deflection, what would that suggest?","If a patients' ECG revealed an abnormally long delay between P wave and the QRS deflection, it suggest that there is a delay of conduction from the atria to the ventricles, hence the stimulation from SA nodes are conducting stimuli very slowly to theventricles.  "
