questions,answers
"What were the three proposals regarding Non-cooperation Movement, as suggested by Mahatma Gandhi ? ",Refer to of Q. 13. short Type Ques.  1 × 3= 3
How had the First World War created a new economic situation in India? Explain with three examples. ,Three points on the First World War’s impact on the economic situation in India are given below :  It speeded up the process of indu strialisation.  It led to a huge rise in the defence expenditure of the Government of India.  It created a demand for industrial goods  and caused a decline of imports from other countries into India.  
Explain the idea of Satyagraha according to  Gandhiji.," The idea of ‘Satyagraha’ emphasized the power of truth and the need to search for truth.   Acco According rding to Gandhiji, without seeking vengeance or being aggressive, a satyagrahi could win the battle through non-violence. "
How did d id Mahatma Gandhi successfully organize Satyagraha Movement in various places just after arriving India ? Explain by giving three examples. ,"After arriving India, Mahatma Gandhi successfully organized Satyagraha Movement in various places :  In 1916, he travelled to Champaran in Bihar to inspire the peasants to struggle against the oppressive plantation of Indigo.  In 1917, he organized a Satyagraha to support suppo rt the peasants of the Kheda district of Gujarat who were affected by crop failure and plague epidemic and could not pay the revenue.  In 1918, Mahatma Gandhi went to Ahmedabad to organize Satyagraha Movement amongst cotton mill workers. "
Why did Mahatma Gandhiji decide to launch a nationwide Satyagraha against the proposed Rowlatt Act ? Explain any three reasons. ,Mahatma Gandhi decided to launch a nationwide Satyagraha against the proposed Rowlatt Act :  The Rowlatt Act had been hurriedly passed through the Imperial Legislative Council despite the united opposition of the Indian members.  It gave the government enormous power to repress political activities.  Allowed detention of political prisoners without trial for two years.  It was an unjustful law.   1 × 3 = 3
"Write about the Rowlatt Act, 1919. ", It gave enormous powers to repress political activities.  Allowed detention of political prisoners without trial.  It was passed by Imperial Legislative Assembly despite the strong opposition of the Indian members. 
How was the Rowlatt Act opposed by the people in India? Explain with examples. ,The Rowlatt Act of 1919 was opposed in the following manner :  Rallies were organized in various cities.  Workers went on strike in railway workshops.  Shops were closed down. It was in opposition to the Rowlatt Act that the infamous Jallianwala Bagh Massacre took place. General Dyer ordered his troops to open fire on the innocent civilians who had gathered from the city of Amritsar and outside to attend a peaceful  3 meeting.
Describe any three suppessive measures taken by the British administration to clamp down on nationalists. ," Barring local leaders from Amritsar alongwith Mahatma Gandhi from entering Delhi.  Open firing upon a peaceful procession in Amritsar, which led to widespread attacks on banks, police stations, etc. Imposition of Martial Law.  Forcing the Satyagrahis to rub their noses on the ground, flogging people and bombing villages."
"Describe the incident of Jallianwala Bagh which took place during the British rule. [Board Term-II erm-II,, (Set-68 ",Refer to of Q. 7. L.A.T.Q.  the issue behind the Khilafat
Explain Movement.  What was the Khilafat Agitation ? Why did Gandhiji gave support to this agitation ? ,"Khilafat Agitation :  World War-I had ended with defeat of Ottoman Turks. There were rumours of harsh treaty on Khalifa.  To defend Khalifa’s temporal powers, Khilafat Committee was formed in 1919 as he was considered as the spiritual head of Muslims. Gandhiji supported it because he saw it as an opportunity to bring Muslims under the umbrella of a unified National Movement. "
“British rule in India would have collapsed if Indians had not cooperated”. How did this statement help in starting a mass movement in India against the British rule? ," Mahatma Gandhi declared that British rule was established in India with the cooperation of Indian and if Indians had refused to cooperate, British rule in India would have collapsed within a year.  He proposed that the movement should unfold in stages.  It should begin with the surrendering of titles that the government had awarded to the Indians.  A boycott of civil services, army, police, courts and legislative assemblies, schools and foreign goods would show their non-cooperation to the British empire. Mahatma Gandhi felt that in case the government used repression, a full civil disobedience campaign would be launched.   1 × 3 = 3 could Non-Cooperation became a"
How movement ? Give your opinion. ,"Non-Cooperation became a movement :  It was the view of Gandhiji that the British rule was set in India with the cooperation of Indians.  If Indians refused cooperation, British rule in India would collapse within a year and Swaraj would come.  Gandhiji proposed that the movement should unfold in stages.  In case the government used repression, a full civil disobedience campaign would be launched.  Mahatma Gandhi and Shaukat Ali toured extensively, mobilising popular support of the  1 × 3 = 3 movement. "
Discuss the various stages of the NonCooperation Movement launched by Mahatma  Gandhi.,"Gandhiji proposed that the movement should unfold in stages : 1st Stage– Stage–Surrender Surrender of titles that the government awarded. 2nd Stage– Stage–Boycott Boycott of civil services, army, police, courts and legislative, councils, schools, and foreign goods. 3rd Stage– Stage–Then, Then, in case the government used repression, a full civil disobedience campaign would be launched. "
