questions,answers
Why is nylon fibre becoming very popular for making clothes ?,"Nylon fibre is strong, elastic, light and water resistant. It is lustrous and easy to wash. Thus it is becoming very popular for making clothes."
Name five articles made from nylon.,"Articles made from nylon are socks, ropes, tents, toothbrushes, car seat belts, sleeping bags etc."
Why is nylon used for making parachutes and ropes for rock climbing ?,Nylon thread is stronger than a steel wire.
What is polyester ?,Polyester is actually made up of the repeating units of a chemical called ester.
Why is acrylic more popular than natural woolich fibres ?,"Polywool is available in a variety of colours, more durable and affordable which make them more popular than natural woolen fibres."
What are petrochemicals ?,"All synthetic fibres are prepared by a number of processes using raw materials of petroleum origin, called petrochemicals."
Which are the unique characteristics are possessed by synthetic fibres ?,"Synthetic fibres are more durable and affordable, available in a variety of colours, making them unique."
What is plastic ?,Plastic is a polymer like the synthetic fibre.
Why does plastic find such variety of uses ?,"Plastic is easily mouldable, i.e., can be shaped in any form. Plastic can be recycled, reused, coloured, melted, rolled into sheets or made into wires. That is why it finds such variety of uses."
"When we add hot water in a plastic bottle, it gets deformed. What kind of plastic is it ? Give two more examples.","It is ther moplastic. Two examples are polythene, PVC."
What are the disadvantages of synthetic fibres ?,"Disadvantages of synthetic fibres :  It melts on heating.  Its clothes catch fire easily.  It melts and sticks to the body of the person wearing it, when it is heated.  "
What are thermosetting plastics ? Write two examples with their characteristics ?,"There are some plastics which when moulded once, cannot be softened by heating. These are called thermosetting plastics. e.g., bakelite and melamine. Bakelite : It is a poor conductor of heat and light. Melamine : It is fire resistant."
Why do plastic containers seem most convenient ?,"Plastic containers seem most convenient because of their light weight, lower price, good strength and easy handling."
How can we say that plastic is non-reactive ?,When plastic is left exposed to moisture and air it is not corroded easily. So they are nonreactive.
Write any three positive characters of plastic.,"Plastic is very strong, light and durable. It can be moulded into different shapes and sizes. It is used for various purposes. Plastics are generally cheaper than metals. They are widely used in industry and for household articles."
What are the uses of plastic in health care industry ?,"Plastics find extensive use in the healthcare industry. Some examples of their uses are the packaging of tablets, threads used for stitching wounds, syringes, doctor ’s gloves and a number of medical instruments."
What is teflon ?,Teflon is a special plastic on which oil and water do not stick. It is used for nonstick coating on cookwares.
"Arrange the following wastes as biodegradable and non-biodegradable. Peel of vegetables and fruits, leftover food stuff, paper, cotton cloth, wood, woolen clothes, Tin, aluminium, plastic bags.","Biodegradable : Peel of vegetables and fruits, leftover food stuff, paper, cotton cloth, wood and woollen cloth. Non-biodegradable : Tin, aluminium, plastic bags etc."
What is 4R principle ?,"The 4R principle means Reduce, Reuse, Recycle and Recover. One should develop these habits, which are environment friendly."
