questions,answers
Name the tissue which is responsible for increase in length of stem and root. ,Apical meristem.  1
Name the four elements of phloem. ,"Sieve tubes, companion cells, phloem parenchyma and phloem fibres."
What are the types of complex permanent tissues ? ,Xylem and phloem.
Name the two types of plant tissues.,Meristematic tissue and permanent tissue.
What is meristematic tissue ?,Meristematic tissue is capable of dividing and is found in the developing regions of the plant.
How many types of meristematic tissues are there on the basis of their presence ?,"Three namely—apical, lateral  and intercalary. 1 Mark each"
What do you understand by differentiation ?,"When meristematic tissues lose their ability to divide and become permanent in shape, size and function, the process is called differentiation."
How is permanent tissue formed from meristematic tissue ?,When the cells take up a specific role and lose their ability to divide.
What is source of cork ?,"Cork is obtained from the bark of a tree i.e., oak plant’s stem."
What are stomata ?,Stomata are the small pores present in the epidermis of leaf.
What do you mean by guard cells ?,Stomata are enclosed by two kidney-shaped cells which are called guard cells.
Name the complex plant tissues.,Xylem and phloem.
What are vascular bundles ?,"Vascular bundles consist of xylem and phloem. 1 TISSUES, ORGANS, ORGAN SYSTEM, ORGANISM"
"What is the function of cutin, the waxy substance present in epidermis of desert plants ?",Cutin checks loss of water in desert plants.
Water Hyacinth floats on water surface. Explain.,Water Hyacinth has spongy petioles which enclose a lot of air in its aerenchyma. Air makes the plant lighter than water and so it is able to float on the surface of water.
Why is cork impervious to gases and water ? ,Cork is impervious due to a chemical called suberin.
