questions,answers
What do you understand by the term skill?   ,"Skill is defined as proficiency, facility or dexterity that is acquired or developed through training and experience."
What are the different types of skills?,"American Psychological Association (1973) has identified three sets of skills. They are assessment of individual differences, behaviour modification skills, counselling and guidance skills."
State two skills of an effective psychologist.  [CBSE (AI) 2015] ,"Skills can be defined as the proficiency, facility or dexterity that is acquired or developed through training and experience. Skills of an effective psychologist are: i. ii.  General skills: Ability to listen and be empathetic, to develop respect for or interest in others’ culture and experience. Observational skills: A psychologist can begin observations by carefully scrutinizing the physical setting to capture the atmosphere. "
What is communication?,"Communication is a conscious or unconscious, intentional or unintentional process in which feelings and ideas are expressed as verbal and/or non-verbal messages that are sent, received and comprehended."
Define ‘intra-personal communication’.  [CBSE Dehi 2011; (AI) 2015] ,"Intra-personal communication involves communicating with yourself. It encompasses such activities as thought processes, personal decision making and focusing on self."
"What is meant by interpersonal communication? [CBSE (AI) 2011, 2013, 2015]","Inter-personal communication refers to the communication that takes place between two or more persons who establish a communicative relationship. For example, the communication between doctor and patient, or a salesman and a customer."
What is public communication?  [CBSE (AI) 2012] ,"Public communication is characterized by speaker sending a message to an audience. It may be direct such as face to face message delivered by the speaker to an audience, or indirect such as message relayed over radio or TV."
Explain ‘encoding’ in the communication process. [CBSE Delhi 2011; (AI) 2012],"Encoding in the communication process involves taking ideas, giving them meaning and putting them in message forms. For example, while taking an examination you realize that you have not brought your pen and you ask your friend for it, i.e., encode a message that you need a pen."
Differentiate between hearing and listening.,"Hearing is a biological activity that involves reception of a message through sensory channels. It is only a part of listening. Listening is a process that involves reception, attention, assignment of meaning and the listener response to the message presented."
What is paraphrasing?    Explain the term paraphrasing in human communication. 2011]  [CBSE (AI) ,Paraphrasing involves the ability of a counsellor to reflect on what the client says and feels using different words. Human communication becomes effective if the counsellor understands and is again able to relate in his words what feelings and emotions the client has described.
What is the role of culture in listening?,"Some cultures, such as India, emphasize on listening by being a silent communicator while some cultures focus on controlling attention."
Differentiate between verbal and non-verbal communication.,"Verbal communication involves using a language while non-verbal communication involves gestures, postures, eye-contact, clothing style and body movement."
What do you mean by congruency in communication?,Consistency between verbal and non-verbal communication is called congruency.
What is counselling?,"Counselling involves a helping relationship that involves someone seeking help and someone trained to give help, in a setting that permits help to be given and received. "
Explain ‘authenticity’ as a quality of an effective counsellor.,"The degree to which the counselor is aware of the perceptions of his clients as well as the perception of his own self indicates his self-awareness. Authenticity means that the counsellor’s behavioural expressions are consistent with what he values, the way he feels and relates his inner self-image."
Explain ‘positive regard for others’ in the context of counselling.,"‘Positive regard’ by a counselor is accepting the feelings of the client. This is possible by using ‘I’ messages rather than ‘you’ messages, giving the client the freedom to share feelings by not interrupting or cutting in between, by avoiding labeling the person as an introvert etc."
Describe ‘empathy’ as one of the characteristics of a good counsellor.,Empathy is the ability of a counsellor to understand the feelings of another person from her/his perspective. It is like stepping into someone else’s shoes and trying to understand the pain and troubled feelings of the other person.  
