,questions,answers
0,Q. 1. Highlight the social changes in Britain which led to an increase in women readers. ,"Ans.  As the middle classes became more affluent, women got more leisure time to read and write novels.  Novels began to explore the world of women, their emotions, identities, experiences and problems.  Domestic life became an essential subject of novels-a field women had an authority to speak"
1,"Q. 2. Describe the theme of Charlotte Bronte’s novels, giving an example.  3 marks each","Ans.  Charlotte Bronte dealt with women who broke established norms of society before adjusting to them. Such stories allowed women readers to sympathise with rebellious actions.  In Charlotte Bronte's Jane Eyre, Published in 1874, young Jane is shown as independent and assertive. While girls of her time were expected to be quiet and well behaved, Jane at the age of ten protests against the hypocrisy of her elders with startling bluntness.  She tells her Aunt who is always unkind to her : 'People think you a good women, but you are bad... You are deceitful! I will never call you aunt as long as live.' NOVELS, SOCIETY AND HISTORY"
2,Q. 3. Explain how novel reading became a popular source of pleasure in India. ,"Ans.  In India, novels became a popular medium of entertainment among middle class.  The circulation of printed books allowed people to amuse themselves in new ways.  Picture books were translated in other languages.  Popular songs composed on contemporary events.  Stories in newspaper and magazine offered new forms of entertainment.   3"
3,Q. 4. How did access to books create a new culture of reading ? Examine any 3 points. ,"Ans.  The worlds created by novels were absorbing and believable, and seemingly real.  While reading novels, the reader was transported to another person’s world, and began looking at life as it was experienced by the characters of the novel.  Besides, novels allowed individuals the pleasure of reading in private, as well as the joy of publicly reading or discussing stories with friends or relatives."
4,"Q. 5. How does Daniel Defoe’s ‘Robinson Crusoe’ justify colonialism ? Explain. [Board Term 1, KVS-2014, 2012 , 2011 ] Or 		Describe the role of early novels with the help of an example that they promoted colonialism in Europe.  Or 		How did the novels written in the 18th century glorify colonization ? ","Ans.  Writing of novels and colonizing the world started simultaneously in Europe.  These novels glorified colonialism. For example, the hero of Daniel Defoe’s Robinson Crusoe is an adventurer and slave trader. Shipwrecked on an island, he treats the coloured people as inferior. He rescues a native and renames him as ‘Friday’ and tries to change him culturally. His behaviour was not seen as unacceptable.  Most of the writers and readers believed that the colonized people were primitive and barbaric and the colonial rule was essential to civilize them. "
5,Q. 6. On which issue and what did Charles Dickens wrote in his novel ‘Hard Times’ ? Describe.  Or 		Explain any three aspects highlighted by Charles Dicknes in his novel ‘Hard Times’. ,Ans. Dickens wrote about :  Europe in the industrial age.  Terrible effects of industrialization on the lives of people.  Terrible conditions under industrial capitalism.
6,Q. 7. “The novels bring together many cultures.” Justify the statement.  Or 		“The novels bring together many cultures.” Support the statement with suitable points. ,"Ans.  By coming closer to different spoken languages of the people, the novel produces the sense of a shared world between diverse people in a nation.  Novels may combine classical languages and languages of the streets and make them all a part of Vernaculars."
7,Q. 8. How did serialization of novels increased the popularity of novel and magazines ? ,"Ans.  In 1836, Charles Dicken’s Pickwick Papers were serialized in a magazine.  Magazines were attractive and cheaper since they were illustrated.  Serialization of novels allowed the readers to enjoy suspense and discuss the characters for weeks in the anticipation of next plot of the story.  Serialization of novels not only increased the circulation of magazines but also made novels more popular. "
8,Q. 9. What did G.A. Henry write about in his novels which attracted the young ? 			 ,"Ans.  G.A. Henry’s historical adventure novels for boys were widely popular during the height of British empire.  They created excitement and adventure of conquering strange lands. His stories were set in Mexico, Alexandria and Siberia.  His novels were always about young boys who witnessed grand historical events."
9,Q. 10. How did Jane Austen portray the women of the 19th century in her novels ? 				 ,"Ans.  Jane Austen’s novel gives us a glimpse of the world of women in rural society in the early nineteenth century.  Her novel makes us think about a society which encouraged women to look for good marriages and wealthy or propertied husbands.  In the novel ‘Pride and Prejudice’, Jane Austen portrays the female characters as pre-occupied with marriage and money and states ‘a single man in possession of a good fortune, must be in want of a wife'. "
