,questions,answers
0,Q. 1. What are top carnivores ? Give two examples. ,"Ans. Organisms which feed upon small carnivores and constitute the fourth trophic level. Examples : Hawk, lion."
1,Q. 2. Write any two differences between food chain and food web. ,Ans. S.No. Food Chain Food Web (i) Sequential process of Network of food chains one organism con- with intercrosses and suming the other. linkages. (ii) Each organism at a Each organism at a tropic tropic level receives level receives food from food from one group more than one group. of organisms. (According to 10% Law)
2,Q. 3. Write any four examples of abiotic factors.,"Ans. Four examples of abiotic factors are : (i) Temperature, (ii) Rain, (iii) Soil, (iv) Wind."
3,Q. 4. State two advantages of conserving (i) forests and (ii) wildlife. ,"Ans. Conserving forests helps in (i) retaining sub soil water and (ii) checking floods/ any other Conserving wild life helps in (i) maintaining ecological balance and (ii) protecting the nature (or any other)  Detailed Answer : Two advantages of conserving forests are : (i) Forests maintain balance between abiotic and biotic factors of the environment. (ii) They provide us various products in the form of food, medicines, wood and raw materials for different industries. Advantages of conserving wildlife are ; (i) For protecting biodiversity. (ii) Some wildlife is essential for the survival of other animals."
4,Q. 5. Why must we conserve our forest ? List two factors responsible for causing deforestation. ,"Ans. Forests help in preventing soil erosion / protect biodiversity / maintain ground water level / help in rainfall / provide raw materials / prevent floods / (any other two points). Exploitation by industries / increase in population / urbanization / cattle grazing / (any other two points)  Detailed Answer : We must conserve our forests to conserve the biodiversity, ecological stability, habitat for wildlife, purify air and protect our Earth from greenhouse effect. Two factors responsible for causing deforestation : (i) Over utilisation of forest wood for human needs (ii) Mining."
5,"Q. 6. With the help of an example of a food chain, prove that the flow of energy in the biosphere in unidirectional.  Energy 10% Energy",Ans. Sun 1% → Producer / Plant  Energy Primary consumer/Herbivore 10% Energy Secondary consumer / Carnivore 10% → Top carnivore. The above concept explained with the help of an example highlighting. (1) At each trophic level only 10% of the energy is passed on to the next and the rest is either utilized for its own metabolic activities or is lost in the environment as heat. (2) Lost energy is not returned to the previous level/ Solar input.
6,Q. 7. Differentiate between the food habits of organisms belonging to first and second trophic levels. ,"Ans. Difference between food habits of Organisms belonging to first trophic level and second trophic level : — The organisms at the first trophic levels are primary producers who make organic compounds using inorganic inputs like light, water, carbon dioxide etc. E.g. Plants. — The organisms at the second trophic level are primary consumer. They are herbivores who eat plants (producers) for nutrition. E.g., Deer.  1+1"
7,Q. 8. What are decomposers ? List two important roles they play in the environment. ,"Ans. Decomposers are micro-organisms such as bacteria and fungi, that obtain nutrients by breaking down the remains of dead plants and animals. Role of decomposers : (i) They recycle matter by breaking down the organic remains and waste products of plants and animals. (ii) These recycled matter are washed up and enter the soil from where plants absorb the nutrients again."
8,Q. 9. List two reasons to show that the existence of decomposers is essential in an ecosystem.  Explain the role of decomposers in the environment.,"Ans. (i) They help in the breakdown of organic matter or biomass of dead plants and animals into simple inorganic raw materials such as CO2, H2O and nutrients. (ii) They help in the natural replenishment of soil. They help in keeping the environment clean."
9,Q. 10. State with reason any two possible consequences of elimination of decomposers from the earth. ,"Ans. (i) The earth would be covered with dead organisms and their excrement. (ii) Decomposers are recyclers of life materials, returning materials to the system for use by living organisms."
