,questions,answers
0,Q. 1. Why has the Surat and Hoogly ports declined by the end of 10th century ? Explain any three reasons.,"Ans. Surat decline by the end of 18th century. (i) The port of Surat declined mainly because of the growing power of the European Companies in India. (ii) These European Companies gradually gained power and started to control sea-trade in India. (iii) They secured a variety of concessions which they obtained from local court and by gaining monopoly rights to trade. (iv) These companies did not want to use the old ports of Surat, Masulipatanam, and Hoogly etc. (v) Instead they developed the ports of Bombay."
1,"Q. 2. “In the eighteenth century Europe, the peasants and artisans in the countryside readily agreed to work for the merchants.” Explain any three reasons. [DDE-2015-16, Set-M] [Board Term 1, 2014 (WQTFXWC)] Or 		In the 17th century merchants from towns in Europe began. Employing peasants and artisans within the villages. Explain. (NCERT)  THE AGE OF INDUSTRIALIZATION ","Ans. (i) Many peasants had tiny plots of land which could not provide work for all members of the household. (ii) So when merchants came around and offered advances to produce goods for them, peasant households eagerly agreed. (iii) By working for the merchants, they could remain in the countryside and continue to cultivate their small plots. (iv) Income from proto-industrial production supplemented their shrinking income from cultivation. It also allowed them a fuller use of their family labour resources. (Any three) 1×3=3"
2,"Q. 3. Describe the contributions of Dwarkanath Tagore as an entrepreneur of Bengal.  [Board Term 1, 2015, School of Yavatmal]","Ans. (i) Dwarkanath Tagore believed that India would develop through westernization and industrialisation. (ii) He invested in shipping, shipbuilding, mining, banking, plantations and insurance. (iii) Dwarkanath Tagore made his fortune in China trade before he turned to industrial investment, setting up six joint stock companies in the 1830s and 1840s. 1×3=3"
3,"Q. 4. Explain the role played by advertisements in creating new consumers for the British products.  [Board Term 1, 2014, (X30T4XE)]","Ans. (i) Advertisements make products appear desirable and necessary. (ii) They try to shape the minds of people and create new needs. (iii) If we look back into history, the very beginning of the industrial age, advertisements have played a very vital role in expanding the markets for products and in shaping a new consumer culture. 1×3=3"
4,"Q. 5. “The upper classes, during Victorian period, preferred things produced by hands.” Explain.  [Board Term 1, DDE-2014, (WQ7FXWC)]","Ans. The upper classes, during Victorian period preferred things produced by hands because : (i) They symbolised refinement and classic. (ii) They were better finished. (iii) They were individually produced and carefully designed. 1×3=3"
5,"Q. 6. “Although wages increased somewhat in the nineteenth century but they could not improve the welfare of the workers.” How do you agree with this statement ? Explain any three points.  [Board 2013, Term I, BHTK]","Ans. (i) The average figures hide the variations between trades and fluctuations from year to year. (ii) The real value of workers’ income fell significantly, since the same wages could now buy fewer things. (iii) The workers did not get employment everyday, hence the number of days worked determined the average daily income of the workers. (CBSE Marking Scheme, 2013) 1×3=3  [ 21"
6,"Q. 7. What is meant by proto-industrialization ? Why was it successful in the countryside in England in the 17th Century ? 		[Board Term 1, 2012 (40), 2011 (580032, 37, 17,  39, 43)]","Ans. Proto-industrialization was the early phase of industrialization in Europe and England when there was large scale industrial production for an international market. This was not based on factories.  It was successful in the countryside in England due to the following reasons : (i) The peasants had been shut out of village commons due to enclosure movement. (ii) They now looked for alternative source of income (CBSE Marking Scheme, 2012) 1+2=3"
7,"Q. 8. Why did technological changes occur slowly in Britain in early nineteenth century ? Explain any three reasons. [Board Term 1, 2012 (59)] Or  “Technological changes occurred slowly in Britain.” Give three reasons for this. 				 [Board Term 1, 2011(5800, 24, 40), 2010 (B2)]","Ans. (i) New technology was expensive and merchants and industrialists were cautious about using it. (ii) The machines often broke down and repair was costly. (iii) They were not much effective as compared to cheap labour. 1×3=3  (CBSE Marking Scheme, 2012)"
8,"Q. 9. How did the abundance of labour in the market affect the lives of worker in Britain during the 19th century ? Explain with examples.  [Board Term 1, 2011 (580027)]","Ans. Abundance of labour in the market affected the lives of the workers in Britain in following ways : (i) The work available in most of the industries were seasonal. So workers had long period without work. Many returned to the countryside. But most of them looked for odd jobs. (ii) Most of the workers had to wait for weeks or more to get job. They had to spend nights under bridges or in night shelters. (iii) Wages had increased somewhat in the early nineteenth century. When prices rose sharply during the prolonged Napoleonic war, the real value of what the workers earned fell significantly, since the same wages could now buy fewer things. 1×3=3"
9,"Q. 10. Mention any three restrictions imposed by the British government upon the Indian merchants in the 19th Century ?  [Board Term 1, 2011 (5800, 11, 13, 28, 45)]","Ans. Restrictions imposed by the British government upon the Indian merchants were : (i) The colonial control over Indian trade tightened and space within which Indian merchants could function became limited. (ii) They were barred from trading with Europe in manufactured goods. (iii) They had to export mostly raw materials and foodgrains.  22 ]  Oswaal CBSE (CCE) Question Bank (Term-1), SOCIAL SCIENCE, Class – 10  (iv) They were also gradually edged out of the shipping business. (Any three) 1×3=3"
10,"Q. 11. Why there was no shortage of human labour in Victorian Britain in the mid of nineteenth century? Explain. [Board Term 1, 2011 (5800, 16, 27)]","Ans. (i) Poor peasants and vagrants moved to cities in large number in search of jobs, waiting for work. (ii) There was plenty of labour and their wages were low. (iii) Industrialists had no shortage of labour. (iv) They did not want to introduce machines or large investments. (Any three) 1×3=3"
11,"Q. 12. Why did women workers in Britain attack the Spinning Jenny ? Give any three reasons. 		(NCERT) [Board Term 1, 2011 (5800, 24, 33, 34, 36)]","Ans. (i) The Spinning Jenny speeded up the spinning process and reduced labour demands.   (ii) Many workers were left without any job and became unemployed. (iii) By the use of this machine, a single worker could make a number of spindles and spin several threads. That is why the women workers attacked Spinning Jenny. 1×3=3"
12,"Q. 13. After industrial development in England, what steps did the British government take to prevent competition with the Indian textile ?  [Board Term 1, 2010 (A1)]",Ans. (i) The British government imposed import duties on cotton textiles so that Manchester goods could be sold in Britain without competition. (ii) It persuaded the East India Company to sell the British manufactured goods in Indian market. (iii) It increased the export of British cotton goods. (iv) It decreased the Indian imports into Britain. (Any three) 1×3=3  5 marks each
