questions,answers
What is sustainable development ? State its two main objectives.,The development which can be maintained for a long time without undue damage to the environment. Two objectives :  To provide the economic well being to the present and future generation.  To maintain a healthy environment and life support system.  ½
What is meant by “Sustainable management“ ? Why is reuse considered better than recycling. ,"“Sustainable development is the development which can be maintained for a longtime without undue damage to the environment. Ways to achieve sustainable development are to plant more trees. Recycling needs additional energy to make a usable item. Reuse does not require additional energy and hence, is better than recycle. "
What is sustainable management ? Why is reuse considered better in comparison to recycle ? ,"Since natural resources are limited, if they are over exploited for short term gains, future generation will suffer heavily. Reuse does not consume energy.   Detailed Answer: Sustainable management is a resource management technique which aims to conserve the resources, use them efficiently and avoid their misuse for individual purpose such that they are conserved for future. Reuse is better than recycle because :  Reuse saves energy by using material again without any changes  Reuse prevents environmental pollution.  Reuse saves time as same material is used again.  2"
What is meant by biodiversity ? List two advantages of conserving forests and wildlife. ,"Biodiversity is the existence of a variety of species of plants, animals and micro-organisms in a natural habitat within a particular environment. Two reasons each for conserving  Forest :  It helps in retaining the sub-soil water  It checks flood.  Wildlife :  To maintain ecological equilibrium,  To protect the nature."
How do advantages of exploiting natural resources with short term gains in mind differ from the advantages of managing our resources with a long-term perspective ? ,"Former leads to huge immediate profits/selfish gains while latter leads to sustainable approach so that the resource may last for future generations too.  Detailed Answer. Exploitation of natural resources with short term gains aims at providing all the benefits to the current generation for their growth and development without any consideration for the future. In case of long term perspective, the resources are utilised in a more judicious manner so that they are also conserved for the future generations. It ensures uniform distribution among the people."
What is meant by three types of ‘R’  to save the environment ? Explain with example how would you follow the 3-R’s in your School to save the environment. ,"Reduce, Reuse, Recycle   Examples :  Switch off the fans and bulbs when not in use,  Reuse of paper, polythene bags, etc.,  Reduce the wastage of water / paper or any other item   ½ × 2 "
Why is sustainable management of natural resources necessary ? Out of the two methods reuse and recycle which one would you suggest to practice and why ? ,"Sustainable management of natural resources is necessary to increase the overall life of natural resources especially non-renewable resources and also to control the environmental pollution. Both reuse and recycle are the good choices. Reuse : If we reuse something then the cost of recycle will be saved. Recycle : It is not necessary that each and everything can be reused, so after getting recycled the life of the resource will be enhanced."
Management of forest and wild life resources is a very challenging task. Why ? Give any two reasons. ,"Local people are dependent on forest produce for various aspects of their life, therefore they develop practices to ensure that the resources are used in sustainable manner.  Detailed Answer. Management of forest and wildlife resources are considered as a challenging task because :  There are many stakeholders of forest. Management of forest and wildlife has to take into account the interests of all these stakeholders which become a challenging task.  Industries would consider the forest as merely a source of raw material for its factories and huge interest groups lobby the government for access to these raw materials at artificially low manage the forest and wildlife resources."
Explain how would the involvement of local people be useful for successful management of forests. ,The involvement of local people is useful for successful management of forests in the following ways :  People should be aware of the fact that diminishing forest cover would disturb the ecological balance.  Phenomena like forest fires must be reported immediately to the forest officers. The sooner the action taken more will be the area which can be protected. Forest fires purposely caused by local people must not be practiced.
Write two advantages of sustainable management of natural resources. Out of the two—reuse and recycle—Which is better and why ? ,Two advantages :  Provides the resources for the present generation.  Preserve the resources for the future generation as well. Reuse is better than recycling because it does not involve use of energy. 
Why is sustainable management of natural resources necessary ? Which one out of reuse and recycle would you suggest to practice and why ? ,"Our natural resources are limited. With the rapid increase in human population, due to improvement in health care, the demand for all resources is also increasing. Sustainable management is necessary to provide the economic well being to the present and the future generations and to maintain a healthy environment and life support system. Reuse can be practised by use, i.e., as we can reuse plastic bottles and envelopes."
 What is Chipko movement ?  Why should we conserve forests ? ," Chipko movement was started in early 1970s in village Reni in Garhwal by the women of Uttarakhand to stop felling of forest trees of their area.  We should conserve forests because they maintain biological diversity, provide food and safeguard the future of the tribals besides providing ecological balance of ecosystems. "
List four stakeholders of forests.   R List four stakeholders which may be helpful in the conservation of forests. ," The people living in or around the forests who are directly dependent on forest product.  The Forest Department of the government which owns the land and controls the resources from forests.  The industrialists who use the forest produce, but are not dependent on the forest of a particular area.  The wildlife and nature enthusiasts who want to conserve nature in its present form.  "
Why do we need alternative sources of energy ? Give two reasons. , Fossil fuels are conventional sources of energy that will not last longer.  To reduce air pollution.
What is the role of wildlife and nature enthusiasts as stakeholders with reference to forests ? ,"They are in no way dependent on forests, but have a considerable stake in their management. They recognize the need to preserve biodiversity as a whole."
Which natural resource are the ‘biodiversity hot spots’ ? Suggest what happens when there is a loss of biodiversity ? ,Forest are the natural resources known as biodiversity hot spots. When there is a loss of biodiversity there is a loss of ecological stability.
How did ‘Chipko Andolan’ ultimately benefit the local people ? Explain briefly.  ,"The Government had to rethink their priorities in the use of forest produce and change their forest policies, this ensured a stable availability of the forest produce to the villagers. It led to efficient management of forest and also resulted in conservation of soil and water which ultimately benefitted the local people. "
Explain giving example where active involvement of local people lead to efficient management of forest. , In West Bengal the Sal forests had been very badly degraded.  A forest officer involved villagers in protection of Sal forest and gave them employment in silviculture and harvesting operations.  Villagers were allowed to collect firewood and fodder on a nominal payment.  Within a period of 10 years the previously worthless forests became valuable. 
“Reuse is better than recycling of materials”. Give reason to justify this statement. ," Reuse refers to the use of the same material again and again.  In reuse of materials no energy is consumed and the resources are saved.  In recycling certain used materials are converted into other useful materials.  In recycling of materials, energy is consumed and the resources may be wasted. "
Forests are ‘’biodiversity hot spots.’’ Justify this statement. ,"The measure of biodiversity of an area is the number of species found there. Since, in a forest we can find a range of different life forms of plants and animals the forests are the biodiversity hot spots.  1 + 1"
