questions,answers
Briefly describe the types of xylem.,"Depending upon the time of origin and internal structure, the xylem is of two types: (i) Protoxylem: It is first or easily formed xylem. It is made up of small tracheids and vessels, with annular or spiral thickenings. (ii) Metaxylem: It is later formed xylem. It consist of larger tracheids and vessels and have reticulate, scalariform and pitted thickenings."
What are tissues? What are their main groups?,"Tissue: A group of similar or dissimilar cells having a common origin and co-operating with one another to perform a similar or a set of similar functions is called a tissue. Plant tissues have been classified into two fundamental types: (1) Meristematic tissue: These are the tissues which are made up of group of immature and similar cells and are in continuous state of division, forming new cells. (2) Permanent tissue: These are composed of mature cells which have definite shape, size and functions and have lost the power of divisions."
Write any three main functions of parenchymatous tissues.,"(i) Parenchyma cells contain chloroplasts and take part in photosynthesis, so they are known as chlorenchyma. Thus, they are meant for storage of food. (ii) Paremchyma have fibre like prosenchyma which is meant for providing turgidity and strength. (iii) Parenchyma in aquatic plants possess air spaces, and are known as aerenchyma which stores air and provides buoyancy to aquatic plants."
Write differences between vessels and tracheids.,S. No.  Vessels  Tracheid  (i)  Vessels are longer and may be as long as 10 cm.  They are comparatively short and are usually upto 1 mm. in length.  (ii)  A Vessel is composed of a row of cells placed one above the other. Vessels are comparatively wider.  A tracheid is a single cell which is elongated and has tapering end walls.  (iii)  Tracheids are comparatively narrower. 
Name the main components of xylem. Which of these is suitable for carrying water and why?,"The main components of xylem are: (i) Tracheids, (ii) Vessels, (ii) Xylem parenchyma, (ii) Xylem fibres. (i) Tracheids and vessels are responsible for the conduction of water and minerals because they are elongated tubular channels with wide lumen. (ii) Xylem tracheids possesses pits with pores and vessels possess perforated plates through which they are able to conduct water and minerals from one cell to the another."
(1) What is periderm? How does periderm formation take place in dicot? (ii) How are vascular bundles arranged in monocot root?,"(i) Periderm: The cork, cork cambium and secondary cortex collectively form a protective tissue called periderm. In order to increase in girth and prevent rupturing of the outer ground tissues due to the formation of secondary vascular tissues, dicot stems produce a cork cambium or phellogen in the outer cortical cells. Phellogen cells divide on both the outer side as well as the inner side to form secondary tissue. The secondary tissue produced on the inner side of the phellogen is parenchymatous. It is called secondary cortex or phelloderm. Phellogen produce cork or phellem on the outer side. The phelloderm, phellogen and phellem together constitute the periderm. (ii) The vascular bundles are arranged in the form of ring around the central pit. The xylem bundles are exarch, i.e., protoxylem lies towards the outer side while the metaxylem faces inwards. Phloem bundles alternate with xylem bundles."
"The transverse section of a plant material shows the following features: vascular bundles are conjoint, closed and scattered and are surrounded by the sclerenchymatous bundles sheath. What will you identify it as? Also, write any other four features of this specimen. ","It is a monocot stem. It is characterised by conjoint, collateral, and closed vascular bundles, scattered in the ground tissue containing the parenchyma. Each vascular bundles is surrounded by sclerenchymatous bundle-sheath cells. Other four features are: (i) Vascular bundles are scattered in the ground tissue. (ii) Y-shaped xylem endarch condition. (iii) Cambium is absent. (iv) Phloem parenchyma and medullary rays are absent in monocot stems."
Differentiate between: (i) Early wood and late wood (ii) Heart wood and sap wood,"(i) Differences between early wood and late wood:  S. No.  Early Wood  Late Wood  (i)  It is produced during the favourable period of the year.  (ii)  Early wood constitutes the major part of the annual ring.  It is formed towards the close of the active growing period of the year just before the arrival of unfavourable period. Late wood forms a narrow strip in the annual ring.  (iii)  The wood is lighter in colour.  The wood is darker.  (iv)  It has lower density.  It has higher density.  (ii) Difference between heartwood and sapwood. S. No.  Heartwood  Sapwood  (i)  It is the central wood of an old stem.  It is outer wood of an old stem.  (ii)  Heartwood is dark coloured.  It is light coloured.  (iii)  Living cells are absent.  Living cells are Present.  (iv)  Tracheary elements have deposition of tannins, resins, gums etc.  Tracheary elements do not possess any deposition in their lumen. "
Describe the types of vascular bundle found in angiosperms. ,"Types of vascular bundles in angiosperms: In angiosperms vascular bundles occur in distinct patches. Based on the arrangement in the plant body. These are radial in roots and conjoint in case of stems and leaves. (i) Radial Bundles: Here xylem and phloem are arranged separately in different radii, called xylem bundles and phloem bundles. (ii) Conjoint Bundles: In this type, the xylem and phloem lie together on the same radius with phloem on the outer side and xylem towards the inner side Based on the presence or absence of cambium, vascular bundles are divided into open and closed vascular bundles. When a strip of cambium is present between xylem and phloem, they are called as open bundles while if cambium strip is absent between xylem and phloem, they are called closed bundles. Open bundles are characteristics of dicot plants whereas closed bundles are characteristics of monocot plants only."
Draw a nearly labelled diagram of T.S. Dicot stem. (Any six correct labellings) (DDE 2017),Refer to LAQ Q.5. 
