,questions,answers
0,Q. 1. Expand FYM.,Ans. Farm Yard Manure.
1,Q. 2. Name the two types of manure on the basis of the kind of biological material involved.,Ans.  Compost and vermicompost.  Green manure.
2,Q. 3. What is organic farming ?,"Ans. It is a farming system with minimal or no use of chemicals and with maximum input of organic manures, recycled farm wastes and bio-agents with healthy cropping system."
3,Q. 4. Name a bio-pesticide.,Ans. Neem.
4,Q. 5. Why do droughts occur ?,Ans. Because of scarcity or irregular distribution of rains.
5,Q. 6. What is mixed cropping ?,Ans. Mixed cropping is growing two or more crops simultaneously on the same piece of land.
6,Q. 7. What is the main benefit of mixed cropping ?,Ans. It reduces risk and gives some insurance against failure of one of the crops.
7,Q. 8. What is inter-cropping ?,Ans. It is growing two or more crops simultaneously on the same field in a definite pattern. 1 Mark each
8,Q. 9. What is crop-rotation ?,Ans. It is growing different crops on a piece of land in a pre-planned succession.
9,Q. 10. Give an example of the crops grown in two-year rotation.,Ans. Maize-potato-sugarcane-peas.
10,Q. 11. How are diseases in plants caused ?,"Ans. Diseases in plants are caused by pathogens such as bacteria, fungi and viruses."
11,Q. 12. Name the biotic factors responsible for storage losses in agricultural produce.,"Ans. Insects, rodents, fungi, mites and bacteria."
12,Q. 13. What is Organic farming ? ,"Ans. It is a farming system with minimal use of chemicals and maximum input of organic manures, recycled farm wastes, and bioagents with healthy cropping systems."
13,Q. 14. What do you understand by the term photoperiod? ,"Ans. It is daily duration of light hours, which also affects plants’ growth along with climatic conditions, temperature etc. It is the duration of light required by plants for doing their normal activities."
