questions,answers
What does ‘Segregation’ mean in South Africa?,"Trains, buses, taxis, hotels, hospitals, schools and colleges, libraries, cinema halls, theaters, beaches, swimming pools, public toilets, were all separate for the whites and blacks in South Africa. This was called ‘Segregation’."
How white racist continued their apartheid besides protests?,Many sensitive whites also joined the African National Congress to oppose apartheid. Several countries denounced apartheid as unjust and racist. But the white racist government continued to rule by torturing and killing black and coloured people.
When did apartheid end in South Africa?,"As protests and struggles against apartheid had increased, the government realised that they could no longer keep the blacks under their rule through repression. Finally at midnight of 26th April, 1994, the Republic of South Africa got freedom from apartheid."
What policies were changed by white regime in South Africa?,Discriminatory laws were repealed. Ban on political parties and restrictions on media was lifted. After 28 years of imprisonment Nelson Mandela came released from Jail. The apartheid government came to an end.
What compromise was made by whites minority in South Africa?,The whites agreed to the principle of majority rule and that of one person one vote. They also agreed to accept some basic rights for the poor and the workers.
What compromise was made by black majority in South Africa?,The blacks agreed that majority rule would not be absolute. They agreed that the majority would not take away the property of the white minority.
Which basic values were incorporated in our constitution from these pre-independence decisions?,(i) Universal Adult Franchise.  (ii) Right to freedom and equality. (iii) Protecting the rights of minorities.
What institutional details and procedures Indians derive from colonial laws?,The experience gained by Indians in the working of the legislative institutions proved to be very useful for the country in setting up its own institutions and working in them. Many institutional details and procedures from colonial laws like the Government of India Act of 1935 have been referred while drafting the constitution.
Which countries’ constitutional features inspired Indian Constitution makers?,(i) Ideals of French Revolution (ii) Parliamentary democracy of Britain (iii) Bill of Rights in US and (iv) Socialist Revolution in Russia.
Name some of the members of the Constituent Assembly?,"(i) Dr. Rajendra Prasad (President). (ii) Jaipal Singh (A sportsman and educationist later founder of Jharkhand Party) (iii) Baldev Singh (An entrepreneur and a leader of the Panthic Akali Party) (iv) B.R. Ambedkar (Chairman Drafting Committee) (v) JawaharLal Nehru (Prime Minister of the Interim Government) (vi) Sarojini Naidu (Poet, writer and political activist) (vii) Shyama Prasad Mukherjee (Minister for industry and supply in the interim Government Educationist and lawyer)."
What do you know about Nelson Mandela?,"(i) Nelson Mandela was a South African leader who was tried for treason by the White South African government. (ii) He and seven other leaders were sentenced to life imprisonment in 1964, for daring to oppose the apartheid regime in his country. (iii) He spent the next 28 years in Robben Island, South Africa’s most dreaded prison.  (iv) He was released after 28 years from jail, and at midnight of the 26th of April 1994, South Africa got independence. He became the first President of independent South Africa."
What do you understand by the term ‘apartheid’?,Apartheid refers to the official policy of racial separation and illtreatment of blacks followed by the white government of South Africa between 1948 and 1989. This practice of racial discrimination remained for the longest period in South Africa.
