questions,answers
Elements in the periodic table show periodicity of properties. List any four such properties. , Atomic size  Valency or combining capacity  Metallic property  Non-metallic property. 
"In the Modern Periodic Table how does the metallic trend of the elements change as we move  from left to right in a period, and  down a group ? "," Decreases  Increases  1+1 Detailed Answer :  On moving across a period, nuclear pull increases due to the increases in atomic number and thus the atomic size decreases. Hence, elements cannot lose electrons easily. The metallic nature decreases across a period, moving from left to right.  On moving down a group, the atomic size increases and the nuclear charge also increases. The effect of an increased atomic size is greater as compared to the increased nuclear charge. Therefore, metallic nature increases as one moves down a group."
"The elements Li , Na  and K  belong to group 1.  Predict the periods they belong.  Which one of them is least reactive ?  Which one of them has the largest atomic radius ? Give reason to justify. "," The Period number to which these elements belong are Li = 2nd Period Na = 3rd Period K = 4th Period   In a Group the chemical reactivity of metals from top to bottom increases. Lithium is least reactive.  Down the group the number of shells increases, So the atomic radius also increases. The element with largest atomic radius is Potassium."
"How does the metallic character of the elements vary  in a group,  in a period of the modern periodic table ? ", From top to bottom in group - metallic character increases.  From left to right in a period - metallic character decreases.  1
Mention any two trends exhibited by elements when we go from left to right across the period of periodic table., Atomic radius decreases.  Metallic character decreases. 
How would the tendency to lose electrons change as you go :  from left to right across a period ?  down a group ? ,Tendency to lose electrons :  Decreases with increase in atomic number in a period from left to right.  Will increase down a group. 
How does the atomic radius change as we go :  from left to right across a period  down a group in the periodic table ? ,"On going :  From left to right across a period, atomic radius decreases as one proton and one electron are added continuously, therefore effective nuclear charge increases.  down a group in the periodic table, atomic radius increases because number of shells goes on increasing, therefore distance between nucleus and valence shell increases. "
"Four elements P, Q, R and S have atomic number 12, 13, 14 and 15 respectively. Answer the following :  What is the valency of Q ?  Classify these element as metals and nonmetals.  Which of these elements will form the most basic oxide ? ", The valency of Q is 3.  Elements P and Q are metals. Elements R and S are non-metals.  P and Q elements will form basic oxides. ½+1+½
 State the basis of classification of elements in the modern periodic table ?  How does the metallic character of element vary as we go down the group. ," Atomic number.  Down the group, the effective nuclear charge experienced by the valence electron decreases because the outer most electrons are further away from the nucleus. Therefore, they can be lost easily. Hence metallic character increases down the group. "
" Atomic number of Mg and Al are 12 and 13, respectively. Write down their electronic configuration.  Mention the period of the modern periodic table to which the above two elements belong. Give reason for your answer. "," Mg : 2, 8, 2 Al : 2, 8, 3  3rd period because electrons in these atoms are filled in K, L, M shells. "
