questions,answers
Write the name of the products formed by heating gypsum at 373K. Write one use of it. ,Plaster of Paris and water. Use– It is used for plastering fractured bone.½ + ½
Write an equation to show the reaction between Plaster of Paris and water.  → CaSO4.2H2O,CaSO4.½ H2O + 1½ H2O  Plaster of Paris Gypsum
Name a salt which does not contain water of crystallisation.   ,Baking soda.
Name two constituents of Baking Powder. ,Baking powder is a mixture of baking soda and a mild edible acid like tartaric acid.
How would you distinguish between baking powder and washing soda by heating ? ,Baking powder  on heating produces carbon dioxide which extinguishes a burning matchstick. It also give sodium carbonate and water vapour. 2NaHCO3 ∆ → Na2CO3 + CO2 + H2O When washing soda  is heated it does not produce carbon dioxide but it loses water of Crystallisation molecules. Na2CO3. 10H2O  → Na2CO3 + 10 H2O
Name the sodium compound which is used for softening hard water. ,Sodium carbonate.
Which by-product of chloralkali process is used for manufacturing bleaching powder ? ,Bleaching powder is produced by the action of chlorine on dry slaked lime.
What is the common name of the compound CaOCl2 ? ,Bleaching powder.
What would be the colour of litmus in a solution of sodium carbonate ? ,The colour of litmus in a solution of sodium carbonate is blue.
Plaster of Paris should be stored in a moisture proof container. Explain why ? ,The Plaster of Paris should be stored in a moistureproof container as it absorbs water from moisture and turn into hard substance  as shown in the following chemical equation. CaSO4. H2O + 1 H2O → CaSO4. 2H2O 
