questions,answers
What is fertilisation ? Where does it occur in a human female ? ,Fission of male and female gamete is known as fertilization. It occurs in fallopian tube.
What is gestation period ?,The time period from the development of foetus inside the uterus till birth is called gestation period.
What happens when egg is not fertilized ? ,"The lining of the uterus becomes spongy and thick to nourish the embryo but when the egg is not fertilized, the lining breaks down and comes out through vagina in the form of blood and mucus. 1"
In the human female reproductive system where does fertilization occur ? ,Oviduct or Fallopian tube.  
List two functions of ovary of human female reproductive system.  ,Two functions of Ovary :  To Produce female gamete / ovum.  To secrete female hormones / estrogen and progesterone.  ½ + ½ HOW DO ORGANISMS REPRODUCE ? 
Name the organs producing sperms and ova respectively in humans. ,"Testis : Sperms, Ovary : Ova."
Give the function of prostate gland and seminal vesicles. What is the role of seminal vesicles and the prostate gland ?,"Prostate glands provides secretion which contains chemical for motility of sperm. Seminal vesicles contain fructose, protein and other chemicals that are necessary for nourishing and stimulating sperms."
Write the role of testes in male reproductive system. ,Formation of sperms and to secrete hormone.  ½ + ½
Name the parts where sperms are formed in a male’s body and eggs are formed in female’s body. ,Sperms are produced in testes and eggs are produced in ovary. 
"If a woman is using a Copper-T, will it help in protecting her from sexually transmitted diseases ?","No, because copper T, will not prevent contact of body fluids. Thus, it will not protect her from sexually transmitted diseases."
Write the full form of IUCD and HIV.,IUCD : Intra-Uterine Contraceptive Devices. HIV : Human Immunodeficiency Virus.
"Give reason for the statement–Since the ovary releases one egg every month, the uterus also prepares itself every month by making its lining thick and spongy. ",It is required for nourishing the embryo if fertilization takes place and reaches the uterus.  1
No two individuals are absolutely alike in a population. Why ? ,"Because hundreds of biochemical reactions occur during preparation of DNA copies. Few of them are liable to run and form a different product and hence they are not identical to the original. Thus, this gives rise to variations."
