questions,answers
What are characteristics ? Give an example.,"Characteristics are details of appearance of behaviour, in other words, a particular form or a particular function. Presence of four limbs in humans is an example of characteristics."
Where are the genes located ? What is the chemical nature of gene ? ,Genes are located on chromosomes in linear sequence and at fixed positions. Chemically genes are made up of nucleic acids which constitute DNA.
Why will each gamete contain only one gene set ?,The genes controlling a particular trait separate from each other during gamete formation. Hence gamete is always pure as far as contrasting characters are considered and will possess only one gene set.
Organisms showing asexual reproduction show very little variation from each other. Why ?,"In asexually reproducing organisms, there is no mixing of genes of two different individuals since only one partner is involved. There are very minor variations generated in such organisms due to small inaccuracies in DNA copying."
“The chromosome number of the sexually reproducing parents and their offspring is the same.” Justify this statement. ,"Male individual have 46 chromosomes but because the gametes are always haploid i.e., they have half  the number of chromosomes; sperms will be haploid . Female individual also contains only 23 chromosomes in egg. It is the fusion of the sperm and egg which leads to an offsprings with 46 chromosomes."
What is the difference between F1 generation and F2 generation ?,"F1 generation F2 generation F1 generation refers to the offspring resulting immediately from a cross among the first set of parents. F2 generation on the other hand, refers to the offspring resulting from a cross among the members of F1 generation."
"During crossing, why do new features which are not present in the parents appear in the offsprings ?","In crossing, if two or more traits are involved, their genes assort independently, irrespective of the combinations present in the parents. So, new combinations of genes appear in the offsprings leading to new traits."
Why cannot the experiences of an individual during its lifetime be passed on to its progeny ?,"The experiences of an individual may only affect the somatic cells, but will not change the DNA of the germ cells. Change in non-reproductive tissues cannot be passed on to the DNA of the germ cells. Therefore, the experiences of an individual during its lifetime cannot be passed on to its progeny."
Why are traits acquired during lifetime of an individual not inherited ?,Traits acquired by an organism during its lifetime are known as acquired traits. These traits are not inherited because they do not cause any change in the DNA of the organism.
How is the equal genetic contribution of male and female parents ensured in the progeny ?,"During sexual reproduction, a female gamete  fuses with a male gamete  which are haploid to form zygote. Zygote is diploid and contains 23 chromosomes from mother and 23 from father. In this way, an equal genetic contribution of male and female parents is ensured in the progeny."
"If a trait A exists in 10% of a population of an asexually reproducing species and a trait B exists in 60% of the same population, which trait is likely to have arisen earlier ?","As the population of the given species reproduce asexually there would be only very minor differences generated due to small inaccuracies in DNA copying, so trait B is likely to be arisen earlier as it is present in 60% of the population. Trait A which exists in 10% of the population may have originated due to variations."
A man with blood group A marries with a woman with blood group O and their daughter has blood group O. Is this information enough to tell you which of the traits—blood group A or O is dominant ? Why or why not ?,"No, the information provided is not enough to tell whether blood group A or O is dominant. Every character is controlled by a pair of alleles. And here it is not mentioned whether the man and woman were homozygous or heterozygous for their traits."
Explain Mendel’s experiment with peas on inheritance of characters considering only one visible contrasting character. ,Mendel conducted breeding experiments with garden peas :  He studied  plants of a tall/short varieties.  He crossed them and obtained F1 progeny.   He found that F1 progeny was all tall plants.  He selfed the  plants of F1 progeny.  He found that in F2 progeny there were tall as well as short plants.  The three quarter plants were tall and one quarter was short .   6 × ½ = 3
How do Mendel’s experiment show that traits are inherited independently ? ," When a cross was made between a tall pea plant with round seeds and a short pea plant with wrinkled seeds, the F1 progeny plants are all tall with round seeds. This indicates that tallness and round seeds are the dominant traits.  When the F1 plants are self pollinated the F2 progeny consisted of some tall plants with round seeds and some short plants with wrinkled seeds which are the parental traits.  There were also some new combinations like tall plants with wrinkled seeds and short plants with round seeds.  Thus it may be concluded that tall and short traits and round and wrinkled seed traits have been inherited independently. A flow chart depicting the same. Note : Any other contrasting characters can also be taken  Detailed Answer :  Tall plants with round Seeds Short plants with wrinkled seeds ttrr Cross TR Pollination tr tr F1 generation TtRr Self Pollination Tr tr tr Tall Round TTRr Tall Round Tall Round TTRr Tall Round Tr TTRr TTrr TtRr Ttrr Tall Round Tall wrinkled Tall Round Tall wrinkled tR TtRR Tall Round tr ttrr ttRr TtRr Ttrr Tall Round Tall wrinkled Short Round Short wrinkled ttRR ttRr TtRr Tall Round Short Round Short Round Genotype = 9 : 3 : 3 : 1 9 = Tall Round 3 = Tall Wrinkled 3 = Short Round 1 = Short Wrinkled"
"List two differences in tabular form between dominant trait and recessive traits. What percentage / proportion of the plants in the F2 generation/progeny were round, in Mendel’s cross between round and wrinkled pea plants ? ","S. No.  Dominant trait Recessive trait The trait which The trait which remains appears in the F1 hidden or which does not progeny, is domi- appear in the F1 prognant. eny is the recessive trait.  It appears in more It appears in less numnumbers. ber. 75% of the plants were with round seeds. 2 + 1 "
"List in tabular form, two distinguishing features between the acquired traits and the inherited traits with one example of each.  ","S. No. Acquired Traits Inherited Traits  These traits are the characteristics which are developed during the lifetime of an individual. These are the characteristics transmitted from parents to the offspring.  Acquired traits are not passed on to the next generation. e.g., Less body weight due to starvation. Inherited traits is genetically determined characteristic that distinguishes a person. e.g., colour of hair and eye"
What is DNA copying ? State its importance. ,"DNA replication or DNA copying is the process of producing two identical replicas from one original DNA molecule during cell division. Importance of DNA Copying :  DNA replication needs to occur so that during cell division, new cells will also have a copy of organism’s DNA.  DNA is necessary to make all the RNA and proteins needed for cells to carry out necessary reactions and cellular processes in order for them to survive."
"“A trait may be inherited, but may not be expressed.” Justify this statement with the help of a suitable example. ","Let us take the following example to justify the above statement. Mendel crossed tall pea plants with dwarf pea plants. Parents Gametes F1 TT  F2 tt  t Tt  t Tt t Tt Tt Mendel’s Observation F1 generation contained all tall plants. When F1 generation underwent selfing, the trait that was unexpressed in F1  was observed in some F2 progeny. Thus, both traits, tall and dwarf, were expressed in F2 generation in the ratio 3 : 1. The above experiment indicates that although both the traits of tallness and shortness were inherited in F1 plants, only the tallness trait was expressed. This shows that traits may not show up in an individual but are passed on to the next generation."
“It is possible that a trait is inherited but may not be expressed.” Give a suitable example to justify this statement. ,"Yes, it is possible. Example—When pure tall pea plants are crossed with pure dwarf pea plants, only tall pea plants are obtained in F1 generation. On selfing tall plants of F1, both tall and dwarf plants are obtained in F2 generation in the ratio Reappearance of the dwarf character, a recessive trait in F2 generation shows that the dwarf trait/ character was present in individuals of F1 but it did not expressed . "
How do Mendel’s experiments show that traits may be dominant or recessive ? ,"When Mendel cross-pollinated a pure male tall pea plant with a pure female dwarf pea plant, he got only tall plants in the F1 generation. When F1 tall plants were self-pollinated, Mendel got both tall and dwarf plants in the F2 generation in the ratio 3 : 1. The trait of dwarfness was present in F1 generation but was not expressed and only trait of tallness was expressed. The character which gets expressed in the presence of its contrasting form is termed dominant trait. The trait which remains unexpressed in the presence of its contrasting form is termed recessive trait. "
 Name the unit of inheritance. What is its functions ?  How are inherited traits different from acquired traits ? Give example. ," Gene. It is the carrier of genetic information from one generation to another.  The traits that are obtained from parents are inherited traits. e.g., Fused and free ear lobes. The traits that develop during lifetime of an individual are acquired traits. Example : Muscular body of a wrestler. "
Show inheritance of two characters over two generations by making a cross between round and yellow seeded plant  with wrinkled green seeded plant. . ,rryy – Parents ry – Gametes RrYy – F1 Round Yellow Round Green Wrinkled Yellow Wrinkled–F2 green  ½ × 4 = 2
 Define Genetics.  Who is regarded as the ‘Father of Genetics’ ? Name the plant on which he performed his experiment.  Why did he selected that specific plant for his experiments ? ," Genetics is the branch of biology that deals with the study of heredity and variations.  Gregor Johann Mendel, garden pea.  Garden pea plants were easily available / they grow in one season / fertilization was easy.  ½ + ½ "
Give the basic features of the mechanism of inheritance. ,The Basic features of the mechanism of inheritance are :  The traits could be hidden in many generations but can reappear in any generation unchanged.  Traits which remain together may get separated in the next generation.  One form of a particular character is exhibited frequently than the other form of the same character.
Give reasons for the appearance of new combination of characters in the F2 progeny. ,"If pea plants with two different pairs of characteristics are bred with each other, the F1 progeny would have all tall plants with round seeds. This implies that round seed in dominant character over wrinkled seed. In F2 progeny there would be some tall plants with round seeds wrinkled seed. However, there would be some plants with mixed characters - tall plants with wrinkled seeds and short plants with wrinkled seeds. However, there would be some plants with mixed characters - tall plants with wrinkled seeds and short plants with rough seeds. This depicts that tall/dwarf trait and round/wrinkled trait are inherited independent of each other."
"In a cross between plants with purple flowers and plants with white flowers the offsprings of F1 generation all had white flowers. When the F1 generation was self-crossed, it was observed in the F2 generation that out of 100, 75 flowers were white. Make a cross and answer the following :  What are the genotypes of the F2 progeny ?  What is the ratio of ‘White : Purple’ flowers in the F2 generation ? ","Monohybrid Cross. 		White Flowers Purple Flowers ww Ww White Flowers  Genotypes of F2 progeny are WW, Ww, ww  Ratio between White : Purple flowers are : "
"In one of his experiments with pea plants Mendel observed that when a pure tall pea plant is crossed with a pure dwarf pea plants, in the first generation, F1 only tall plants appear.  What happens to the traits of the dwarf plants in this case ?  When the F1 generation plants were self-fertilised, he observed that in the plants of second generation, F2 both tall plants and dwarf plants were present. Why it happened ? Explain briefly. "," Parent Gamete tt t Tt F1 Gamete Tall t The dwarf traits of the plants is not expressed in the presence of the dominant tall trait. F2 Tt tt Tall Tall Dwarf Tall : Dwarf = 3 : 1 ratio  In the F2 generation, both the tall and dwarf traits are present in the ratio of 3 : 1. This showed that the traits for tallness and dwarfness are present in the F1 generation, but the dwarfness, being the recessive trait does not express itself in the presence of tallness, the dominant trait. "
How did Mendel interpret his result to show that traits may be dominant or recessive ? Describe briefly. ,"Mendel conducted breeding experiments on Pea plants.  He selected pure bred tall and dwarf plants.  He cross-pollinated these plants.  In the F1 generation, he obtained only tall plants. Tallness is the dominant trait.  Then, he produced F2 generation by selfing of hybrids / F1.  He found that 3/4th of the plants were tall and 1/4th were dwarf.  The trait which remains hidden in F1 generation plants is the recessive traits. "
"In a monohybrid cross between tall pea plants  and short pea plants  a scientist obtained only tall pea plants  in the F1 generation. However, on selfing the F1 generation pea plants, he obtained both tall and short plants in F2 generation. On the basis of above observations with other angiosperms also, can the scientist arrive at a law ? If yes, explain the law. If not, give justification for your answer. ","Yes, the scientist may arrive at the law of dominance according to which the trait that is expressed in the F1 generation is the dominant trait, although both the dominant and recessive traits are present in the F1 generation. In the F2 generation the recessive traits is also expressed along with the dominant traits.  1 + 1 + 1"
‘Different species use different strategies to determine sex of a newborn individual. It can be environmental cues or genetically determined.’ Explain the statement by giving example for each strategy. ,"Environmental Cue :  In some animals, the temperature at which fertilized eggs are kept determines whether the developing animal in egg is male or female.  In some animals like snail, individual can change sex. Genetical Cue : A child who inherits an X-chromosome from her father will be a girl and one who inherits a Y- chromosome from the father will be boy. "
What will happen if both the characters present in F1 generation pass together in F2 generation ?,"If both the characters present in F1 generation pass together in F2 generation, then gametes and offsprings would receive double dose of information, that will be abnormal."
"A pea plant with blue colour flower denoted by BB is cross-bred with a pea plant with white flower denoted by WW.  What is the expected colour of the flowers in their F1 progeny ?  What will be the percentage of plants bearing white flower in F2 generation, when the flowers of F1 plants were selfed ?  State the expected ratio of the genotype BB and BW in the F2 progeny. "," All the flowers in F1 generation will have dominant blue colour.  When F1 plants were selfed, the percentage of white flower in F2 generation will be 25%.  Genotype of BB and BW in the F2 progeny are 1 : 2. BW on self pollination Blue Colour Flower Blue Colour Flower Blue Colour Flower White Colour Flower"
A cross was made between pure breeding pea plants one with round and green seeds and the other with wrinkled and yellow seeds.  Write the phenotype of F1 progeny. Give reason for your answer. ," The cross was made between round, green seeds and wrinkled, yellow seeds In the given cross, two traits were taken into account, which is a dihybrid cross. Yellow colour and round shape is dominant over green colour and wrinkled shape. Parents Gametes F1 generation RRyy Round green rrYY Wrinkled yellow Ry rY RrYy Round and Yellow The above cross shows round and yellow seeds in the F1 generation. It occurs because dominant traits  express itself, whereas recessive traits  get suppressed."
A blue colour flower plant denoted by BB is crossbred with a white colour flower plant denoted by ww.  State the colour of flower we would expect in their F1 progeny.  Write the percentage of plants bearing white flower in F2 generation when the flowers of F1 plants were selfed.  State the expected ratio of the genotype BB : Ba : ww in the F2 progeny. ," F1 generation yields only blue flowering plants. .  On self-breeding the F1 generation plants, both blue flowered and white flowered plants appeared in the ratio of 3 : 1. It shows that the factors or traits for blue flower are dominant over the traits for white flower.  Genotypes in F2 progeny is 1 : 2 : 1 1  2  1  Pure blue Violet		 White"
 Differentiate between dominant and recessive traits.  ‘Gene control traits’ ? Explain this statement with an example. ,"  The character which gets expressed in the presence of its contrasting form is termed as dominant trait.  The trait which remains unexpressed in the presence of its contrasting form is called recessive trait.  Consider tallness as a characteristic. Plant height depends upon particular plant hormone which in turn will depend on the efficiency of the process for making it. If the enzyme responsible for the production of this hormone is efficient, plant will be tall. If the gene for that enzyme has an alteration that makes enzyme less efficient, the amount of hormone will be less and plant will be short."
