questions,answers
What type of phyllotaxy is seen in Alstonia and Guava ?,(i) Alstonia: Whorled phyllotaxy (ii) Guava: Opposite and decussate
How does plant morphology help in classification ?,"Morphology provides distinguishing features of stem type, leaf type, inflorescence, flower structure, fruit type etc., in classification."
How to pneumatophore roots help in gaseous exchange ?,"Pneumatophore roots bear small pores called lenticels (pneumathodes) near their tips, which help in gaseous exchange."
Name the type of roots found in leguminous plants.,Nodulated roots are found in leguminous plants.
Give the function of root hair.,Root hair helps in the absorption of water.
What is the main function of leaf lamina ?,"Haustoria, arising from parasitic plant in the host tissue, penetrate the vascular tissue of the host and absorb water, minerals and organic compounds."
Name the special tissue present in the epiphytic roots of orchids.,Velamen tissues. This tissue helps the roots in absorbing atmospheric moisture.
What are epiphytes ?,Plants which grow on the stem and branches of other plants but do not absorb food from them are called epiphytes.
Give two examples of fasciculated roots.,Asparagus and Dahlia. 
What are lenticels?,Small opening in the bark of stem meant for gaseous exchange are called lenticels.
What do you mean by epipetalous ?  (KVS Guwahati 2016) ,"When stamens are fused with petals, the condition is called epipetalous. 𝑒. 𝑔. Solanum, Petunia."
When stamens are called epiphyllous ?  (DDE Practice Paper) ,"When stamens are attached to the perianth, the condition is called epiphyllous."
What is coleorhiza ?,Protective covering of the radicle in the cotyledon is called coleorhiza.
What is scutellum ?,A shielkd shaped cotyledon in monocot plants are called scutellum.
Name the male and female reproductive parts of a flower.,Male part is androecium and female part is gynoecium.
Where is aleurone layer found in plant material? What does it consist of ?,The endosperm in maize seed is enclosed by aleurone layer (a sheath of special tissue).It contain proteins.
What are trioecious plants ?,"The plants with three types of individuals: Male, female and hermaphrodite are called trioecious plant."
What do you understand by cotyledon ?,The first leaf of the embryo of seed plants which is usually simpler in structure than later formed leaves.
Name the smallest and the largest flower.,(i) Smallest flower: Wolffia (ii) Largest flower- Rafflesia.
"In which family, the old sepal is anterior ?",Fabaceae.
Define pseudocarp.,"Pseudocarp is a false fruit which develops from the ovary along with adjoining accessory floral parts, e.g., apple. "
What are monoecious and dioecious plants?,"When male and female flowers are borne on the same plant, they are called monoecious, e.g., mango, guava and when male and female flowers are borne on different plants, they are called dioecious plants. e.g., date palm, papaya.1"
Give two examples of false fruits.,Apple and Guava.
Write the floral formula of Fabaceae.,Floral formula  % K (5) C1+2+(2)A1+(9)G1
Can the sepals be caducous ? At what stage?,"Yes, immediately after the opening of flower. e.g., Poppy."
Define composite or multiple fruits.,"A composite or multiple fruits is a group of fruits which develop from the different flowers of an inflorescence. e.g., Pineapple, Mulberry, Fig etc."
What is mother axis ?,A small circle drawn above the floral diagram represents the mother axis. Position of all the floral parts are drawn in relation to mother axis.  
