questions,answers
Compare formal sector loans with informal sector of loans regarding interest only. ,Most of the informal lenders charge a higher interest on loans than the formal sector loans.
Why do farmers require credit ? ,Farmers require credit to purchase the raw material and inputs for agriculture.
Why do banks maintain cash reserve ? ,Banks maintain cash reserve to arrange for daily withrawals by depositors. 
How do the deposits with banks become their source of income ? ,Banks charge higher interest rate on loans than what they offer on deposits. The difference of interest is the main source of income of banks.
Prove with an argument that there is a great need to expand formal sources of credit in rural India. ,"To expand formal sources of credit in rural India, dependence on informal sources of credit has to be reduced."
Why are most of the poor households deprived from the formal sector of loans ? ,They are deprived from the formal sector of loans because of—  Lack of collateral.  They are illiterate.  They cannot fulfil the formalities of the formal sector of loans.  1
Why is the supervision of the functioning of formal sources of loans necessary ? ,"Because banks have to submit information to the RBI on how much they are lending, to whom they are lending and what interest rate etc."
Who provide formal sector loan ?,Banks and Cooperatives.
What is the major reason that prevents poor from getting loans from the banks ?,Absence of collaterals.
What is the main source of credit for the rich household ?,Formal Sector.
What does the borrower own and use as an asset and a guarantee to the lender until the loan is repaid ?,Collateral.
Why cheap and affordable credit is crucial for the country’s development ?,"For increasing agricultural production, setting up new industries are for trading in goods."
From where does the majority of the credit needs of the poor households are met ?,Informal sources.
How do banks use the major portion of the deposits ?,Extend loans.
Name any one term which is not included against loans.,Lender’s land.
What is the main source of income for banks ?,Difference between the interest charged on borrowers and depositors.
Under whom Banks and Cooperatives come ?,Formal credit sector.
What is an appropriate meaning of collateral ?,Security.
Which is the main informal source of credit for rural households in India ?,Moneylenders.
