questions,answers
Differentiate between homospores and hetero Sporous pteridophytes with one example of each. (DDE practice paper),"Difference between heterosporous and homospores pteridophytes : heterosporous Pteridophytes  Homospores Pteridophytes  These pteridophyes produces two types of spores microspores and megaspores,  These produce only one kinf of spores.  Microspore germinate into male gametophyte and megaspore germinate into female gamete, E.g. Selaginella and salvinia  Each apore gerninates into a prothallust that bears both antheridia and archegonia. E.g. Dryopteris "
"Differentiate between green slgse, brown algae and red algae in respect of pigments and reserve food material. (KVS 2016)","Differences between red, brown and green algae in respect of pigments and reserve food material : S.NO.  Green algae  Brown algae  (i)  Pignents present are chlorophyll a chlorophyll b, carotenes and xanthophyll,  In brown algae, fucoxanthin, chlorophyll a and c type are present,  (ii)  The reserve food is starch.  The reserve food is laminarian starch.  Red algae Red in colour due to presence of phycoerythrin, as well as chlorophyll a and b type are present. Food is stored in the form of floridean Starch. "
How will you differentiate between green-algae and brown algae? Give one example of each.,"S.NO (i) (ii)  (iii) (iv)  Green algae It belongs to Chlorophyceae, Chlonophyll a + b present, βcarotenoids are other pigments in algae. Reserve food material is starch. Unicellular to multicellular and may be motile or flagellated.  Brown algae It belongs to Phaeophyeae. Chlonophyll a + c and fucoxanthin present. Reserve food material is Laminarian starch. Some are simple branched, filamentous forms while some are profusely  branched. (v)  Ex Spirogyra, Chlamy domonas,  Ex: Fucus and Sargassum. "
How does red algae differ from brown algae?,"S.NO (i)  Red algae  Brown algae  Unicellular and mieroscopic Only a few ate filamentous and heterotrichous. Phycoerythrin, phycobilins pigments are present.  Filamentous and heterotrichous.  (iv)  Reserve food material is Floridean starch. Chlorophyll 'a' present.  (v)  Ex: Gelidium, Polysiphonia  Reserve food material İs Laminariam starch. Chlorophyll 'a' and 'c' present. Ex Laminaria, Fucus and Sargassum  (ii)  (iii)  Fucoxanthin pigments is present. "
“Green algae are ancestors of land plants” Comment upon the statement.,"The various evidences which favour the chlorophycean (green algae) origin of land plants are: (i) Both green algae and land plants possess the same type of chlorophylls, a and b. (ii) The carotenoid pigments are similar in the two group. (iii) Cell wall contain similar cellulose and pectic compounds in the two group. (iv) Starch is the common storage carbohydrate in the two group. It is made of both amylose and amylopectin fractions. (v) The flagella are similar in the motile forms of the two."
Explain the structure of vegetative cells and the type of reproduction present in phaeophycea ?,"Vegetative cells posses wall mostly covered ny gelatinous coating of algin, The thallus is differentiated into a hold fast, a stripe and leaf like photosynthetic organ. Vegetative reproduction takes place by fragmentation. A sexual reproduction in mast brown algae is by bitlagellate roospores that are pear shaped. Sexual reproduction may be isogamous, anisogamous or oogamous. Union of gametes take place in the water with the oogonium."
Enlist the uses of ferns.,Uses of Ferns: (i) Ferns are basically used by floristic for decoration.  (ii) They are also grown as ornamental plants. (iii) Wood from tropical tree ferns is mostly used as a building material It resists termite decay. (iv) Ferns are used as astringents during child birth to stop bleeding. (v) Maiden hair fern is a source of an expectorant.
"Describe the habit, habitat and morphology of moss.","Habit, Habitat and Morphology of Moss : (i) It is a good example of leaty bryophyte It grows in moist shady places. (ii) The plant (2:3 cms in height) has a tiny stem with a number of small leaves. (iii) The true root, are absent but rhizoids fix the plant to the ground and perfoem the functions of roots. (iv) The leaves and stem portion bear chlorophyll with the help of which it manufactures food. (v) The adult plent represents the gametophyte. (vi) It bears antheridia and archegonia which produce antherozoids (male gamietes) and egg. (vii) Fertilization takes place inside the archegonium. (viii) The zygote formed by the fusion of the two gametes develops into sporophyte. (ix) It grows and consists of three parts: foot, seta and capsule."
Mention the points of differences between a zygospore and a zoospore.,"S.No  Zygospore  (i)  Zygospore i thick walled resting spore.  (ii)  Zygospore is the product of sexual reproduction by fusion of contents of two similar gametangia. it found in a in group of phycomycetes, zygomycetes fungi and all orders of green algae. It is diploid.  (iii)  (iv)  Zoospore Zsospore is naked spore produced within a sporangium. Zsospore is motile having one, two or more flagella.  It is found in same pgycomycetes funfi and green brown algae. It is Haploid. "
Name the three main classes of algae with two example of each classes. ?,"(i) Chlorophyceae – Chlamydomnas, Spirogyra. (ii) Phaeophyceae – Laminaria, Sargassum (iii) Rhodophyceae - Polysiphonia, Graciliaria "
