questions,answers
Why are brown algae brown?,The pigments responsible for brown colour are xanthophyll and fucoxanthin.
Name the substance that fixes the brown algae to the substrate.  (KVS2017) ,Algin.
What type of organisms have been included in kingdom plantae?,"Kingdom plantae includes all the multicellular, photosynthetic producers of the biosphere,"
What are algae?,"Algae are plants with a thallus body which is not divided into root, stem and leaves. They are generally autotrophs,"
Name a red algae inhabiting fresh water.   ,"Batrachospermum,"
Which pigments are responsible for red colour of red algae?,"The pigments responsible for red colour of red algae are phycobilins, phycoerythrin and phycocyanin."
Name a unicellular algae and the algae which reproduce sexually by conjugation. ,Unicellular algae is Chlamydomonas. Algae that reproduce sexually by conjugation is Spirogyra.
When palmella stage is formed in algae?,Palmella stage is formed in response to desiccation condition and toxic salts.
Name an algae which is used in laboratory culture media.,Gelidium – Agar.
Name a parasitic red alga and an alga responsible for the disease red rust of tea and coffee plant.,Parasitic red alga – Harocyella. Alga responsible for red rust of tea and coffee – Cephaleuros.
why are some bryophytes called liverworts?,Some bryophytes are called as liverworts because their gametophyte resembles with liver lobes. 
What are rhizoids?,"Rhizoids are slender, unicellular or multicellular hair like structures which penetrate in the moist soil and absorbs the water for the plants."
Name the bryophyte in which sporogonium is embedded in the thallus.,Riccia.
Define protonema stage.,A juvenile autotrophic filamentous stage of mosses is called protonema.
What are tracheophytes?   ,Tracheophytes are the plants having vascular tissues.
Which types of plants are kept under the division thallophyta?,They include primitive forms of plant life showing a simple plant body.
What are phycocolloids?,"Mucopolysaceharides over the cellulosic cell wall of brown algae such as agar, carrageenin, alginates etc, are known as phycocollolds."
Name scedless vascular plants.,Pteridophytes.
Define a sporophylI.,Leaves which bear spores on them are called as sporophylIs.
Which group of plants is called vascular cryptogams?,Pterdophytes are called as vascular cryptogams.
Name the food stored in red alga.,The stored food in red alga is Floridean starch
From which algae does bromine is obtained?,Bromine is obtained from Rhodomela.
What is apophysis?,"Lower part of moss capsule is known asapophysis,"
What is Algin?,Algin is a kind of complex sugar found in brown algae.
Write the economic importance of moss plant.,The moss Sphagnum absorbs water and is theretor used for keeping cut plant parts moist. 
Name the female sex organ in red algae.,Carpogonium is the female sex organ in red alge.
What is peristome?,A structure consisting of curved teeth in the capsule of Funaria is termed as peristome.
What is rhizome?,"In fems, the underground stem is called as rhizome."
What are cone bearing plants called?,The cone bearing plants are called Gymnosperm.
What is an endosperm?,A tissue which stores food in seeds and surrounds the embryo is known as endosperm.
Name one tallest and one smallest angiosperm.,(i) Tallest angiosperm - Eucalyptus regnans. (ii) Smallest angiosperm- Wolffia arrhiza.
What do you understand by siphonogamy?,It is a mode of pollination in which pollen tubes develop to facilitate the passage of male cells to eggs.
What is an ovule?,Ovule is an integumented megasporangium. It forms female gametophyte internally and after fertilization ripens to form a seed.
What are epiphytes?,A plant which grows on other plant but synthesizes its own food are termed as epiphytes.
What is polyembryony?,"The phenomenon of occurrence of several embryos within one seed is known as polyembryony. 𝑒. 𝑔., citrus fruits."
Give an example of unisexual angiospermic plant.,(i) Mirabilis jalapa (4' O clock plant) (i) Cucurbita maxima (Kaddu). 
Name the different whorls of a flower.,The different whorls of a flower are: (i) Calyx  (ii) Corolla  (iii) Androecium  (iv) Gynoecium 
Name a wild gymnosperm.,Cycas circinalis.
What term is used for life cycle having diploid dominant phase and gametophytic phase represented by few cells? (KVS 2013),Diplontic life cycle.  
