questions,answers
What are the twin characteristics of growth?,Increase in mass and increase in number of individuals are the twin characteristics of growth.
What is the difference between the growth of living and non-living things?,In non-living things growth occurs from the outer side whereas in living organisms growth is from the inner side.
What do you understand by the term metabolism?,The sum total of all the chemical reaction occurring in an organism is known as metabolism.
Give any two defining characteristics of living beings.,Metabolism and consciousness are two defining characteristics of living beings.
What does ICBN stand for?   ,ICBN stands for International code of Botanical Nomenclature.
Define nomenclature.,The system of providing organism with appropriate and distinct names is called nomenclature.
Who is known as the father of Botany?,Theophrastus is known as the father of Botany.
What is the need of taxonomy?,Taxonomy makes the identification of organisms and their study more convenient.
What is biochemical systematics?,The classification of plants and animals on the basis of biochemical characteristics is called biochemical systematics.
Who introduced the term species?,John Ray.
Why are common names not employed in scientific studies?,Common names are used to recognise an organism in different regions of a country. Sometimes one common name is often used for several species.
Who wrote ‘Systema Nature’?,Carolus Linnaeus in 1758. 
What is biodiversity?,Biodiversity can be defined as the number and types of organisms present an earth.
Write the names of two books brought out by Linnaeus.,Family: Hominidae Order: Primata
"Genus 𝒑𝒂𝒏𝒕𝒉𝒆𝒓𝒂 includes leo, pardus, tigris etc. What does leo, pardus and tigris refer to? ",They refers to the species of genus𝑃𝑎𝑛𝑡ℎ𝑒𝑟𝑎.
What is hierarchy of categories?,"It is defined as sequence of categories in a decreasing or increasing order from kingdom to species and vice versa. Kingdom is the highest rank followed by division, Class, Order, Family, Genus and Species."
What is the basic unit of classification?,Species is the unit of classification.
What is the difference between monotypic and polytypic genus?,When genus consist of only one existing species it is called a monotypic genus and when it consist of many species it is said to be as polytypic genus.
How are monographs different from manuals?   ,Monograph contain information on any one taxon whereas manuals provide information for identification of name of species in an area.
What are the taxonomic aids or tools?,Above three hundred.
Where was the first zoological museum started?,Royal Botanical Garden at kew (England). 
Name the largest Herbaria of India.,"Central National Herbarium, Kolkata."
How are insects kept in museums?,The collected insects are killed and pinned. Then they placed in an insect box.  
