questions,answers
How has the treaty held between India and Nepal benefitted the citizens of both the countries?,Citizens of the two countries can travel to and work in the other country without visas and passports.
What is the objective of SAFTA?,The objective of SAFTA is to lower trade tariffs by 20% by 2007.
What is the similarity between Pakistan and Bangladesh?,"Pakistan and Bangladesh, both have witnessed democratic and military rule. Bangladesh had democracy after the Cold War but government was pressurised for military rule since the starting of 2007. Pakistan began the Post-Cold War period with successive democratic governments under Benezir Bhutto and Nawaz Sharif respectively. But it suffered a military coup in 1999 and has been run by a military regime since then."
What do the survey done on countries of South Asia signify?,"A survey was conducted by ‘State of Democracy in South Asia’ in Delhi on the citizens of Bangladesh, India, Sri Lanka, Nepal and Pakistan. 19,000 citizens were surveyed of these five countries. The survey reported that 92 per cent in India, 93 per cent in Bangladesh, 92 per cent in Sri Lanka, 79 per cent in Nepal and 84 per cent in Pakistancitizens consider and support democracy as most effective system."
Why did United States and other Western countries support military coup in Pakistan?,The United States and other Western countries have encouraged the military’s authoritarian rule in Pakistan. Military regime in Pakistan can be seen as the protector of western interests in West Asia and South Asia. They believe that the threat of ‘global Islamic terrorism’ can be fought by Pakistan’s nuclear arsenal. Nuclear arsenals should not come in the hands of terrorists.
What are the reasons behind Nepal’s popularity considering its strategic location?,"Nepal is situated at Southern slope of Himalayas. Tibet, ruled by China and India are in its East and South respectively. Nepal’s importance has enhanced due to the establishment of communist rule in China, in 1949 and its further control on Tibet in 1950. Nepal’s importance is not only concerned with India for its security but also with  growing interest of America. America does not want Nepal to go under the influence of China, after Tibet. This applies to India as well."
Why did citizens of East Pakistan revolt against West Pakistan?,"The people of East Pakistan resented the domination of Western Pakistan and the imposition of the Urdu language. Soon after the partition, they began protests against the unfair treatment meted out to the Bengali culture and language. They also demanded fair representation in administration and a fair share in political power. Sheikh Mujibur Rahman led the popular struggle against West Pakistan domination. He demanded autonomy for the eastern region."
How did India clear the doubts of other countries of South Asia regarding SAFTA?,India has allowed trading of the products made by other countries of South Asia without paying any trade tariffs. This was announced in SAARC summit organised at Delhi on April 2007. India thinks that free trade across the borders of countries of South Asia would increase trade relations (according to SAFTA) and formation of a free trade zone would increase political cooperation. India has bilateral agreements with Nepal and Sri Lanka.
What were the challenges faced by Sri Lanka after independence?,"Sri Lanka had to face challenge from ethnic conflict after independence. Sri Lanka was dominated by the forces that represented the interest of the majority of Sinhala community. They were hostile to a large number of Tamils who had migrated from India to Sri Lanka and settled there. This migration continued even after the independence.They were only 19 per cent of the total population. The Sinhala nationalists thought that Sri Lanka should not give ‘concessions’ to the Tamils. The neglect of Tamil concerns led to militant Tamil nationalism for interests of culture, language and identity."
How are the external powers influencing bilateral relations in South Asia? ,"South Asia has been under the influence of external powers due to its natural formation. India adopted the policy of non-alignment during the cold war but Pakistan became a member of NATO, thus affecting India-Pakistan relations and leading to conflicts and tensions. Pakistan supported terrorist activities in India with the assistance given by America. China and USA play an important role in politics of South Asia. IndiaChina relations became bitter on issues of Tibet crises and McMohan line. Chinese support to Pakistan was one of the reasons for bitterness in their relations. In recent years, India-China economic relations have improved. American coherence has been increased in this region from the end of Cold War. America has tried to maintain cordial relationship with India and Pakistan. Economic development, globalisation and  liberalisation have increased the role of America in this region. America thinks that safety and peace is essential in the region as there is a hugepopulation and huge market in South Asia."
