questions,answers
What is meant by saponification ? Give an example. ,"When an ester reacts with water in presence of a base, a salt of carboxylic acid and an alcohol are produced. Such a reaction is called saponification. 1 For example : When ethyl ethanoate is heated with a solution of sodium hydroxide, sodium ethanoate and ethanol are produced. Boil → CH COONa + CH3COOC2H5 + NaOH  C2H5OH.  ½"
"Which is better for health, butter or vegetable oil? Why? ","Butter is mostly made up of heart healthy saturated fat and is low in polysaturated fat. Saturated fats are good for health. A vegetable oil is a triglyceride extracted from a plant, that are liquid at room temperature. There oil contain very large amounts of biologically active fats called Omega-6 polyunsaturated fatty acids, which are harmful in excess."
(i) What is vinegar ? Give its uses. (ii) Why does carbon form compounds having low melting and boiling points ? ,(i) 5 to 8% solution of acetic acid in water is called Vinegar. It is used as a preservative in pickles. (ii) Carbon compounds have low melting and boiling point because force of attraction between carbon compounds are not very strong.  1+1
Give a chemical test to distinguish between butter and cooking oil. ,"Butter and cooking oil can be distinguished by using alkaline KMnO4. Being unsaturated only cooking oil decolourises the pink colour of alkaline KMnO4 where as butter does not, because it is saturated. Bromine water test is also used where brown colour is discharged by the cooking oil.  1+1"
List any four differences between soaps and detergents. ,S. No. (i) (ii) (iii) Soaps Detergents They are sodium salts These are sodium or of long chain fatty potassium salts of acids. sulphonic acids of hydrocarbons. Soaps cannot be used Detergents work well with hard water. with hard and soft water both. They are fully biodegradable. They are nonbiodegradable. (iv) () They take time to They dissolve faster in dissolve in water. water.  ½+½+½+½
"Why is ethanol used in making of tincture, iodine, cough syrup, tonic etc.? What is the role of conc. H2SO4 in making ethane from ethanol? ","(a) Ethanol is a solvent used to make tincture of Iodine because the cell membrane of microorganisms is made up of lipids and ethanol is a the solvent, which can dissolve the lipid of the cell membrane easily and kill the micro-organisms that may be pathogenic. (b) Concentrated sulphuric acid acts as dehydrating agent i.e., removes water molecule from ethanol and also catalyse the reaction and convert ethanol to ethane."
"(i) What is a catalyst ? Write the chemical equation to represent the hydrogenation of ethene. (ii) Which of the following compounds belong to the same homologous series ? C2H6, C2H6O2, C2H6O, C4H10.",(i) Catalyst is a substance that cause a reaction to occur or proceed at a different rate without being affected itself. Catalyst CH2 = CH2 Nickel → CH3 – CH3 (a) H2 (ii) C2H6 and C4H10.
Identify the functional in following— (a) HCHO (b) CH3 COOH (c) CH3CH2OH (d) CH3COCH3 ,(a) Aldehyde (b) Carboxylic acid (c)		 Alcohol (d) Acetone
Complete the following reactions— (a) CH4 + O2 → (b) CH4 + Cl2 Sunlight ,(a) CH4 + O2 → CO2 + 2H2O + Heat + Light Sunlight (b) CH4 + Cl2  → CH3 Cl + HCl
(a) Complete the following reactions : → .......... + HCl (i) CH4+Cl2 Sunlight (ii) CH3CH2OH Hot.conc. → .......... + H2O H 2 SO4 (b) How is scum formed ? ,"(a) Complete reactions are — (i) CH4+Cl2 Sulight → CH3Cl+HCl Hot.conc. → H2C=CH2+H2O (½+½) (ii) CH3CH2OH  (b) When soap reacts with hard water, the minerals present in water react with soap and form a white curdy substance known as scum. It reduces the cleansing ability of soap.  ½ + ½"
(i) What would be observed on adding a 5% alkaline potassium permanganate drop by drop to some warm ethanol taken in a test-tube ? (ii) Write the name of the compound formed during the chemical reaction. ,(i) Colour of KMnO4 disappears because it takes part in the oxidation of ethanol. (ii) Ethanol is oxidized to produce ethanoic acid.
(i) Differentiate between alkanes and alkenes. Name and draw the structure of one member of each.  (ii) Alkanes generally burn with clean flame. Why ? ,"(i) Difference between alkanes and alkenes. S. No. Alkanes Alkenes (i) In all the compounds, carbon and hydrogen are attached with single bonds. These are unsaturated hydrocarbons which have one or more double bonds. (ii) Member — Methane Member — Ethene (CH2 (CH4) = CH2) H–C–H H–C – C–H (ii) Alkanes are saturated hydrocarbons which always burn with a clean blue flame because complete combustion takes place in sufficient oxygen to give CO2 and H2O with the liberation of large amount of heat and light."
Explain why it is difficult to wash clothes with soap when water is hard. How do detergents help in overcoming this problem ? ,"In hard water, soap reacts with calcium and magnesium salts which are present in hard water and form insoluble substances called scum. Detergents are ammonium or sulphonate salts of long chain carboxylic acids. The charged end of these compounds do not form insoluble precipitates with calcium and magnesium ions in hard water.  2"
Differentiate between Soap and Detergents. ,"Difference between Soap and Detergents S. No. (i) Soap is the Sodium or Potassium salt of a higher fatty acid like Palmitic, Oleic or Stearic acid. Detergents are the Sodium salts of a long chain benzene sulphonic acid or a long hydrogen sulphate. (ii) When used with hard water a lot of it is wasted in removing Ca2+ / Mg2+ salts as curdy ppt. It forms good lather with hard water and thus can be safely used even with hard water. (iii) It is completely oxidised to CO 2 by bacteria present in sewage and so it does not create any pollution problems in rivers. Its excess creates pollution problem in rivers since it is not fully biodegradable."
"Write the molecular, electronic and structural formulae of ethyne.  Draw the electron dot structure of ethyne and also draw its structural formula. ",Molecular formula of ethyne = C2H2 Electronic formula = H Structural formula = H — C — —C—H  1+2
Write IUPAC names of— (a) HC ≡ CH (b) CH3CH2CH2OH (c) CH3CHO. ,(a) Ethyne (b) Propanol (c) Ethanol
"Distinguish between esterification and saponification reactions with the help of the chemical equations for each. State one use of each (i) esters, and (ii) saponification process.  3","Detailed Answer. In esterification, a carboxylic acid and in alcohol react to form ester in presence of acid. It is reverse of saponification. RCOOH + R'OH H → RCOOR' + H2O RCOONa + R'OH Ester In saponification, an ester reacts with a strong base or an acid to give alcohol and carboxylic acid. RCOOR' + NaOH → RCOONa R'OH Soap (i) Use of esters As esters have fragrant odours, they are used as a constituent of perfumes, essential oils, food flavourings etc. (ii) Use of saponification process : In the manufacturing of soap used as cleansing agent."
Name the compound formed when ethanol is heated in excess of conc. sulphuric acid at 443 K. Also write the chemical equation of the reaction stating the role of conc. sulphuric acid in it. What would happen if hydrogen is added to the product of this reaction in the presence of catalysts such as palladium or nickel ? ,(i) Ethene Conc. H SO + Heat (ii) C2H5OH  → H2C = CH2 + H2O ½ 443 K Ethene (iii) Conc. H2SO4 acts as a dehydrating agent/removes water from the reactant. (iv) Ethane/C2H6 will be formed. 
Write the name and molecular formula of an organic compound having its name suffixed with ‘ol’ and having two carbon atoms in its molecule. Write balanced chemical equation to indicate what happens when this compound is heated with excess conc. H2SO4 and the name of main product formed. Also state the role of conc. H2SO4 in the reaction. ,"Ethanol, C2H5OH Conc.H SO → CH2 = CH2 + H2O C2H5OH  Ethene Role of conc. H2SO4— It act as a dehydrating agent. "
Two carbon compounds X and Y have the molecular formula C4H8 and C5H12 respectively. Which one of these is most likely to show addition reaction? Justify your answer. Also give the chemical equation to explain the process of addition reaction in this case. ,"C4H8, it is an unsaturated hydrocarbon due to the presence of a double bond. C4H8 + H2 Ni//Pd → C4 H10 ½ Catalyst ½ Equation (or any other) ½ + ½  Detailed Answer. Saturated compounds — C5H12 (Compound Y) — undergo substitution reaction. Unsaturated compound — C4H8 (Compound X) — undergo addition reaction at the multiple bonds. For example, 1-butene and 2-butene will add a chlorine molecule (Cl2) to form 1, 2-dichlorobutane and 2, 3-dichlorobutane respectively. The reaction will be : CH3 – CH2 – CH = CH2 +Cl2 → CH3 – CH2 –CH(Cl) – CH2Cl or CH3 – CH = CH – CH3 + Cl2 → CH3 CH(Cl) – CH(Cl) – CH3"
Complete the following chemical equations : (i) CH3COOC2H5 + NaOH → (ii) CH3COOH + NaOH → (iii) H 2 SO4 C2H5OH + CH3COOH Conc. ,(i) CH3COOC2H5 + NaOH → CH3 COONa + C2H5OH (ii) CH3COOH + NaOH → CH3COONa + H2O H 2 SO4 (iii) C2H5OH + CH3COOH Conc. CH3COOC2H5 + H2O 
"An organic compound ‘P’ is a constituent of wine. ‘P’ on reacting with acidified K2Cr2O7 forms another compound ‘Q’. When a piece of sodium is added to ‘Q’ a gas ‘R’ evolves which burns with a pop sound. Identify P, Q and R and write the chemical equations of the reactions involved. ","P-Ethanol, Q-Ethanoic acid, R-Hydrogen K 2 Cr2 O7 CH3CH2OH Acidified → CH3COOH 2CH3COOH + 2Na ¾® 2CH3COONa + H2 "
Write chemical equation of the reaction of ethanoic acid with the following : (i) Sodium (ii) Sodium hydroxide (iii) Ethanol. Write the name of one main product of each reaction. ,(i) 2CH3COOH + 2Na ¾® 2CH3COONa + H2 Sodium ethanoate/Sodium acetate ½ + ½ (ii) CH3COOH + NaOH ¾® CH3COONa + H2O Sodium ethanoate/Sodium acetate ½ + ½ (iii) CH3COOH + C2H5OH ¾® CH3COOC2H5 + H2O Ethyl ethanoate/Ester ½ + ½ 
"On dropping a small piece of sodium in a testtube containing carbon compound ‘X’ with molecular formula C2H6O, a brisk effervescence is observed and a gas ‘Y’ is produced. On bringing a burning splinter at the mouth of the test-tube the gas evolved burns with a pop sound. Identify ‘X’ and ‘Y’. Also write the chemical equation for the reaction. Write the name and structure of the product formed, when you heat ‘X’ with excess conc. sulphuric acid. ","X — C2H5OH, Y—H2 gas 2C2H5OH + 2Na ¾® 2C2H5ONa + H2­­­­­↑ Ethene, C2H4."
"With the help of an example, explain the process of hydrogenation. Mention the essential conditions for the reaction and state the change in physical property with the formation of the product. ","The addition of hydrogen to an unsaturated hydrocarbon to get a saturated hydrocarbon is called hydrogenation. Example : Vegetable oils such as groundnut oils, cotton seed oils and mustard oils are unsaturated and also contain double bonds (C=C). They are in the liquid state. On hydrogenation (addition of hydrogen) in the presence of nickel as catalyst vegetable oil produces vanaspati ghee. This is solid at room temperature."
Two carbon compounds X and Y have the molecular formula C3H6 and C4H10 respectively. Which one of the two is most likely to show addition reaction? Justify your answer. Also give the chemical equation to explain the process of addition reaction in this case. ,"(i) C3H6 / X (ii) It is an unsaturated compound / due to the presence of a double bond. / Pd (iii) C3H6 + H2 Ni → CH (or any other)  Detailed Answer. Saturated compounds — C4H10 (Compound Y) undergo substitution reaction. Unsaturated compound — C3H6 (Compound X) undergo addition reaction at the multiple bonds. For example, propane will add a chlorine molecule (Cl2) to form 1, 2 dichloropropane. The reaction will be : CH3 – CH = CH2 + Cl2 → CH3 – CH(Cl) – CH2Cl  The essential condition for the reaction is presence of nickel as a catalyst and temperature. Change observed in the physical property during hydrogenation is the change of the unsaturated compound from the liquid state to the corresponding saturated compound in the solid state/its boiling on melting point will increase.1+2 "
Write the name and structural formula of the compound obtained when ethanol is heated at 443K with excess of conc. H2SO4. Also write chemical equation for the reaction stating the role of conc. H2SO4 in it. ,The name of the compound formed is Ethene and its structural formula is H—C=C—H Chemical equation : Conc H SO → CH2=CH2+H2O CH3CH2OH  443 K Ethanol Ethene Role of H2SO4 : It works as a catalyst to initiate the reaction to lose water molecule to form alkene.  1+1+1
