questions,answers
Name and state the rule which determine the direction of magnetic field around a straight current carrying conductor.  (),Right Hand Thumb Rule : Imagine holding the current carrying straight conductor in your right hand such that the thumb points towards the direction of current. Then the fingers of right hand wrap around the conductor in the direction of field lines of the magnetic field. 
State Right Hand Thumb Rule and also draw diagram.  Current,"Magnetic field Hold the wire carrying current in your right hand, such that the thumb indicates the direction of current, then the folded fingers will indicate the presence of magnetic field (lines) surrounding the wire."
"When a current carrying conductor is kept in a magnetic field, it experiences a force. List the factors on which direction of this force depends. ",It depends upon : (i) The direction of current through the conductor. 1 (ii) The direction of magnetic field in which the conductor is placed.  1
"PQ is a current carrying conductor producing magnetic field around it. A and B are two points at a distance r1 and r2 from it. If r1 > r2, where is the magnetic strength greater and why ? r2 r1 ","At B, magnetic strength at B is greater as r2 is lesser than r1."
A magnetic compass needle is placed in the plane of paper near point A as shown is Figure. In which plane should a straight current carrying conductor be placed so that it passes through A and there is no change is the deflection of the compass ? Under what condition is the deflection maximum and why ? ,In the plane of the paper itself. The axis of the compass is vertical and the field due to the conductor is also vertical. It could result in a dip of compass needle which is not possible in this case (dips result only if axis of compass is horizontal). The deflection is maximum when the conductor through A is perpendicular to the plane of paper and the field due to it is maximum in the plane of the paper.
A magnetic compass shows a deflection when placed near a current carrying wire. How will the deflection of the compass get affected if the current in the wire is increased ? Support your answer with a reason. ,The deflection increases. The strength of magnetic field is directly proportional to the magnitude of current passing through the straight conductor.
"Draw magnetic field lines produced around a current carrying straight conductor passing through cardboard. How will the strength of the magnetic field change, when the point where magnetic field is to be determined, is moved away from the straight wire carrying constant current ? Justify your answer. ","Using compass needle. When we move away from the straight wire, the deflection of the needle decreases which implies the decreasing strength of the magnetic field. Variable resistance Magnetic compass "
"The given magnet is divided into three parts A, B and C. Name the parts where the strength of the magnetic field is : (i) maximum (ii) minimum How will the density of magnetic field lines differ at these parts ? ",(i) Maximum magnetic field is in the region A and C. (ii) Minimum magnetic field is in the region B. This is because A and C are magnetic poles and have maximum number of magnetic field line which determine the intensity of magnetic field while B is centre of the magnet that has no magnetic field lines. So intensity of magnetic field near B is almost zero. 
Magnetic field lines are shown in the given diagram. A student makes a statement that magnetic field at X is stronger than at Y. Justify this statement. Also redraw the diagram and mark the direction of magnetic field lines. (i) You reverse the terminals of the battery ? (ii) The direction of current is perpendicular to the direction of magnetic field ? State your observation.  ,The relative strength of the magnetic field is shown by the degree of closeness of the field lines. The degree of closeness is more at ‘X’ than at ‘Y’. ∴ The field is stronger at X where the field lines are crowded. 
A current carrying conductor produces a magnetic field around it. Is there a similar magnetic field produced around a thin beam of moving : (i) electrons (ii) neutrons Justify your answer.,"(i) Yes (ii) No A beam of moving electrons constitutes electric current but neutrons are neutral, so no current and hence no magnetic field. "
(i) Two magnets are lying side by side as shown below. Draw magnetic field line between poles P and Q.,"(i) On reversing the terminals of the battery, the deflection of rod will be in opposite direction. (ii) When the direction of current is perpendicular to the direction of magnetic field, then the rod will experience maximum force. "
"A compass needle is placed near a currentcarrying wire. State your observation for the following cases, and give reason for the same in each case : (i) Magnitude of electric current in the wire is increased. (ii) The compass needle is displaced away from the wire. ",(i) Deflection of compass needle increases. Magnetic field strength is directly proportional to the amount of current. (ii) Deflection of compass needle decreases. Magnetic field strength is inversely proportional to the distance from wire. 
"PQ is a current carrying conductor in the plane of the paper as shown in the fig. Mention the direction of magnetic fields produced by it at points A and B. Given : r1 < r2, where will the strength of the magnetic field be larger ? Justify your answer in each case.  ",(i) r1 (ii) Degree of closeness indicates that the relative strength of the magnetic field near the poles where the field lines are crowded is more as compared to other places.
