,questions,answers
0,Q.1. What is fixed capital?,"Ans. (i) Tools and machines range from very simple tools such as a farmer’s plough to sophisticated machines such as generators, turbines, computers, etc. (ii) They can be used in production over many years and are called fixed capital."
1,Q.2. How were higher yields of wheat and rice were possible?,"Ans. Higher yields of wheat and rice were possible only from a combination of HYV seeds, irrigation, chemical fertilizers, pesticides, etc."
2,Q.3. How do chemical fertilizers affect the soil?,"Ans. (i) Chemical fertilizers provide minerals which dissolve in water and are immediately available to plants. (ii) But these may not be retained in the soil for long. (iii) They may escape from the soil and pollute groundwater, rivers and lakes."
3,Q.4. From where small farmers borrow money?,Ans. Small farmers either borrow from large farmers or the village moneylenders or the traders who supply various inputs for cultivation. The rate of interest on such loans is very high which makes it difficult for them to repay.
4,Q.5. Name the main and other activities of the village of Palampur.,"Ans. Farming is the main activity in Palampur. Other activities are smallscale manufacturing, dairy, transport, etc. They also have small shops selling a wide range of items like rice, wheat, sugar, tea, oil, biscuits, soaps, etc."
5,Q.6. What all facilities are available in the village?,Ans. Most of the houses have electric connections. Electricity is used to run tubewells in fields and for many other purposes. Palampur has two primary schools and one high school. There is a primary health centre run by the government and one private dispensary where the sick are treated. It also has a well-developed system of roads and transport facilities. 
6,Q.7. What are the main factors for production of goods and services?,"Ans. (i) The first requirement is land and other natural resources like water, forests, minerals, etc. (ii)The second requirement is labour, i.e., the people who will do the work. Some activities require educated workers to perform the necessary task and other activities require workers who can do manual work. (iii) The third requirement is physical capital, i.e., the variety of inputs required at every stage during production. It includes fixed capital and working capital. (iv) The fourth requirement is knowledge and entrepreneurship."
7,Q.8. State the various ways of growing more crop from the same land by the people of Palampur.,"Ans. To grow more than one crop on a piece of land during the year: (i) Modern farming methods like HYV seeds, pesticides, chemical fertilizers, etc. were used. (ii) Green Revolution in the late 1960s introduced to the farmers, the cultivation of wheat and rice by using high yielding variety seeds."
8,Q.9. What is the ‘multiple cropping’ system?,"Ans. Multiple cropping is the most common way of increasing production on a given piece of land. When more than one crop is grown on a piece of land during the year, it is known as multiple cropping system. All the farmers in Palampur grow at least two main crops and grow potatoes as their third crop."
9,Q.10. State the main reasons why farmers are able to grow three different crops in a year in Palampur.,"Ans. The main reasons are: (i) A well-developed system of irrigation. (ii) Electricity came early to Palampur. It was perceived to help in transforming the system of irrigation as the earlier Persian wheels, till then, were used to draw water from wells to irrigate small fields. (iii) People noticed that electric-run tubewells could irrigate much large areas of land more effectively."
