,questions,answers
0,Q. 1. Name the two kingdoms of the living world proposed by Linnaeus.,Ans. The two kingdoms of the living world proposed by Linnaeus are: Plantae and Animalia.
1,Q. 2. Who introduced five kingdoms classification?,Ans. R. H. Whittaker.
2,Q. 3. What are eukaryotes?,Ans. Organism in which cells have nuclear envelope around the genetic material are called eukaryotes.
3,Q. 4. What are prokaryotes?,Ans. Organism with cells devoid of a devoid of a definite nuclear membrane around the genetic material are prokaryotes.
4,Q. 5. Name the scientist who suggested “three kingdom system of classification”.,Ans. E. Haeckel suggested three kingdom system of classification.
5,Q. 6. Name three major groups of Archaebacteria?,"Ans. The three major groups of Archaebacteria are: Methanogens, Halophiles, Thermoacidophiles."
6,Q. 7. What are protists?,Ans. Protists are eukaryotic unicellular organism.
7,Q. 8. What are phytoplankton?,"Ans. These are microscopic, free-floating Photosynthetic organisms."
8,Q. 9. In which kingdom are bacteria included?,Ans. Kingdom Monera.
9,Q. 10. Expand PPLO. What is its other name ?,Ans. PPLO Means pleuropneumonia like organisms. Its other name is Mycoplasma.
10,Q. 11. Name of the three major groups of protista.,"Ans. The Three major groups of Protista are:0 (i) Protistian algae, (ii) Slime Moulds, (iii) Protozoa."
11,Q. 12. Name any one parasitic protist and a ciliate protist .,Ans. Parasitic protist: Trypanosoma Ciliate protists: Paramoecium. 
12,Q. 13. Name the organism that causes amoebic dysentery.,Ans. Entamoeba histolyitica causes amoebic dysentry.
13,Q. 14. Which protozoan causes malaria?,Ans. Plasmodium is a protozoan which causes malaria.
14,Q. 15. Name the major groups of Monera.,Ans. The major groups of Monera are: (i) Bacteria (ii) Archaebacteria (iii) Cyanobacteria.
15,"Q. 16. Name the bacteria which causes Typhoid, Tetanus, Cholera?",Ans. (i) Typhoid – Salmonella typhi (ii) Tetanus – Clostridium tetani (iii) Cholera – Vibrio cholerae
16,Q. 17. Name the cell wall material of eubacteria.,Ans. Murein or peptidoglycan consisting of polysaccharide cross-linked with short amino acid chains.
17,Q. 18. Name the pigments present in photosynthetic bacteria.,Ans. The pigments present in photosynthetic bacteria
18,Q. 19. What are heterocysts?,Ans. The filamentous blue-green algae possess special large sized cells called heterocysts. These are the sites of nitrogen fixation.
19,Q. 20. What are trichomes?,Ans. Each filament of blue-green algae consist of a sheath of mucilage and one or more cellular strands called trichomes.
20,Q. 21. Name the pigments present in cyanobacteria.,"Ans. The pigments present in cyanobacteria are: Chlorophyll 'a', phycobilin, phycoerythrin and phycocyanin."
21,Q. 22. What are hormogonia?,Ans. Blue-green algae multiply asexually by the formation of small segments called hormogonia.
22,Q. 23. What do you mean by plasmodium?,Ans. A multinucleate mass of protoplasm of slime moulds which creep like Amoeba is known as plasmodium. 
23,Q. 24. Give two examples of archaebacteria?,Ans. Methanogens and thermoacidophiles.  
